,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -Independent Sector Treatment Centres (ISTCs) ,Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendances (G&A) 
,2009-10,AUGUST,,,,England," 	130,800 "," 	403,331 "," 	534,131 "," 	20,539 "," 	118,844 "," 	139,383 "," 	9,652 "," 	15,017 "," 	408,849 "," 	866,654 "," 	728,149 "," 	830,107 "," 	693,792 "," 	444,054 "," 	1,166,288 "
,2009-10,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MV,WOLVERHAMPTON CITY PCT, 	528 ," 	2,031 "," 	2,559 ", 	117 , 	986 ," 	1,103 ", 	- 0, 	12 ," 	2,223 "," 	4,612 "," 	4,575 "," 	4,312 "," 	4,149 "," 	2,654 "," 	7,157 "
,2009-10,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MX,HEART OF BIRMINGHAM TEACHING PCT, 	512 ," 	1,582 "," 	2,094 ", 	93 , 	447 , 	540 , 	- 0, 	476 ," 	2,422 "," 	5,342 "," 	4,248 "," 	4,383 "," 	3,213 "," 	3,812 "," 	6,611 "
,2009-10,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PE,DUDLEY PCT, 	926 ," 	3,015 "," 	3,941 ", 	132 ," 	1,141 "," 	1,273 ", 	2 , 	49 ," 	2,368 "," 	4,904 "," 	4,905 "," 	4,282 "," 	4,239 "," 	1,524 "," 	6,149 "
,2009-10,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	773 ," 	2,749 "," 	3,522 ", 	120 , 	695 , 	815 , 	- 0, 	479 ," 	2,743 "," 	7,904 "," 	5,126 "," 	7,204 "," 	4,361 "," 	3,403 "," 	7,327 "
,2009-10,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT, 	871 ," 	3,076 "," 	3,947 ", 	170 ," 	1,248 "," 	1,418 ", 	- 0, 	158 ," 	3,179 "," 	8,474 "," 	6,658 "," 	7,691 "," 	5,797 "," 	5,475 "," 	11,127 "
,2009-10,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	395 ," 	1,860 "," 	2,255 ", 	88 , 	491 , 	579 , 	- 0, 	11 ," 	1,602 "," 	3,523 "," 	2,586 "," 	3,277 "," 	2,327 "," 	1,563 "," 	3,277 "
,2009-10,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	592 ," 	2,274 "," 	2,866 ", 	167 , 	567 , 	734 , 	- 0, 	5 ," 	2,702 "," 	4,789 "," 	4,110 "," 	4,136 "," 	3,479 "," 	2,344 "," 	5,012 "
,2009-10,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,323 "," 	5,300 "," 	6,623 ", 	175 ," 	1,739 "," 	1,914 ", 	569 , 	325 ," 	4,118 "," 	11,096 "," 	8,563 "," 	10,493 "," 	8,196 "," 	6,845 "," 	12,763 "
,2009-10,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,200 "," 	4,138 "," 	5,338 ", 	129 ," 	1,393 "," 	1,522 ", 	153 , 	49 ," 	3,739 "," 	8,739 "," 	7,315 "," 	8,178 "," 	7,076 "," 	4,032 "," 	11,104 "
,2009-10,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,285 "," 	4,186 "," 	5,471 ", 	155 ," 	1,462 "," 	1,617 ", 	16 , 	8 ," 	3,756 "," 	8,317 "," 	6,473 "," 	8,130 "," 	6,209 "," 	4,938 "," 	10,834 "
,2009-10,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,TAM,SOLIHULL CARE TRUST, 	484 ," 	1,421 "," 	1,905 ", 	115 , 	599 , 	714 , 	- 0, 	56 ," 	1,326 "," 	3,753 "," 	2,853 "," 	3,389 "," 	2,467 "," 	2,767 "," 	5,079 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	506 ," 	1,017 "," 	1,523 ", 	107 , 	247 , 	354 , 	- 0, 	- 0," 	1,533 "," 	3,186 "," 	2,729 "," 	2,727 "," 	2,491 "," 	1,196 "," 	4,189 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	911 ," 	2,848 "," 	3,759 ", 	133 , 	888 ," 	1,021 ", 	- 0, 	- 0," 	2,854 "," 	6,447 "," 	5,337 "," 	6,439 "," 	5,332 "," 	2,652 "," 	7,565 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT," 	1,087 "," 	3,984 "," 	5,071 ", 	118 , 	486 , 	604 , 	- 0, 	20 ," 	2,817 "," 	6,833 "," 	5,640 "," 	6,664 "," 	5,424 "," 	2,272 "," 	8,787 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P3,EAST AND NORTH HERTFORDSHIRE PCT," 	1,685 "," 	3,825 "," 	5,510 ", 	220 , 	879 ," 	1,099 ", 	- 0, 	- 0," 	3,615 "," 	10,847 "," 	8,982 "," 	10,137 "," 	8,394 "," 	4,116 "," 	12,417 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P4,WEST HERTFORDSHIRE PCT," 	1,490 "," 	4,255 "," 	5,745 ", 	303 , 	966 ," 	1,269 ", 	- 0, 	- 0," 	3,495 "," 	10,940 "," 	9,383 "," 	10,037 "," 	8,608 "," 	5,072 "," 	14,112 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	333 ," 	1,062 "," 	1,395 ", 	59 , 	213 , 	272 , 	104 , 	7 ," 	1,346 "," 	2,786 "," 	2,488 "," 	2,694 "," 	2,470 "," 	1,232 "," 	3,855 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,461 "," 	4,896 "," 	6,357 ", 	245 ," 	1,625 "," 	1,870 ", 	46 , 	936 ," 	3,870 "," 	8,701 "," 	7,093 "," 	8,675 "," 	6,873 "," 	4,515 "," 	10,902 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	1,939 "," 	7,207 "," 	9,146 ", 	232 ," 	2,522 "," 	2,754 ", 	527 , 	53 ," 	5,703 "," 	12,661 "," 	12,512 "," 	11,477 "," 	11,860 "," 	4,905 "," 	18,297 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	756 ," 	2,031 "," 	2,787 ", 	110 , 	521 , 	631 , 	- 0, 	- 0," 	1,644 "," 	5,527 "," 	3,527 "," 	5,395 "," 	3,392 "," 	1,072 "," 	4,389 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,475 "," 	4,789 "," 	6,264 ", 	178 ," 	1,503 "," 	1,681 ", 	- 0, 	- 0," 	4,212 "," 	9,649 "," 	8,789 "," 	9,368 "," 	8,626 "," 	4,405 "," 	13,770 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	697 ," 	2,262 "," 	2,959 ", 	79 , 	820 , 	899 , 	- 0, 	- 0," 	2,050 "," 	4,531 "," 	4,449 "," 	4,318 "," 	4,061 "," 	2,067 "," 	5,836 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	859 ," 	1,876 "," 	2,735 ", 	79 , 	194 , 	273 , 	- 0, 	- 0," 	2,140 "," 	5,668 "," 	5,031 "," 	5,581 "," 	4,855 "," 	2,220 "," 	6,172 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	925 ," 	2,381 "," 	3,306 ", 	129 , 	849 , 	978 , 	5 , 	- 0," 	3,084 "," 	5,335 "," 	5,413 "," 	5,265 "," 	4,829 "," 	4,676 "," 	7,701 "
,2009-10,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT, 	773 ," 	2,787 "," 	3,560 ", 	153 , 	927 ," 	1,080 ", 	- 0, 	- 0," 	2,685 "," 	6,452 "," 	5,780 "," 	6,345 "," 	5,706 "," 	3,558 "," 	9,026 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	580 ," 	2,194 "," 	2,774 ", 	53 , 	378 , 	431 , 	331 , 	- 0," 	2,132 "," 	3,543 "," 	2,447 "," 	3,540 "," 	2,000 "," 	2,444 "," 	5,594 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	315 ," 	1,173 "," 	1,488 ", 	70 , 	267 , 	337 , 	- 0, 	- 0, 	814 ," 	2,241 "," 	2,052 "," 	2,233 "," 	2,048 "," 	1,063 "," 	2,947 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	792 ," 	2,967 "," 	3,759 ", 	144 , 	762 , 	906 , 	3 , 	122 ," 	2,054 "," 	5,122 "," 	4,617 "," 	4,675 "," 	4,228 ", 	525 ," 	6,453 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	520 ," 	2,010 "," 	2,530 ", 	86 , 	764 , 	850 , 	- 0, 	2 ," 	1,282 "," 	3,509 "," 	2,724 "," 	3,464 "," 	2,701 "," 	1,812 "," 	4,927 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	642 ," 	2,463 "," 	3,105 ", 	91 , 	329 , 	420 , 	- 0, 	- 0," 	2,456 "," 	7,787 "," 	5,744 "," 	7,323 "," 	4,802 "," 	3,382 "," 	7,106 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	544 ," 	1,834 "," 	2,378 ", 	84 , 	332 , 	416 , 	- 0, 	- 0," 	1,905 "," 	4,566 "," 	3,990 "," 	4,207 "," 	3,642 "," 	1,609 "," 	5,470 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	610 ," 	2,329 "," 	2,939 ", 	65 , 	572 , 	637 , 	- 0, 	366 ," 	1,953 "," 	5,427 "," 	4,255 "," 	5,071 "," 	3,604 "," 	3,120 "," 	7,445 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	323 ," 	1,028 "," 	1,351 ", 	50 , 	197 , 	247 , 	137 , 	- 0," 	1,842 "," 	2,530 "," 	2,147 "," 	2,657 "," 	2,145 "," 	1,476 "," 	4,202 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	425 ," 	1,435 "," 	1,860 ", 	65 , 	185 , 	250 , 	3 , 	- 0," 	1,699 "," 	4,129 "," 	3,746 "," 	3,650 "," 	3,445 "," 	2,377 "," 	5,970 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	369 , 	972 ," 	1,341 ", 	51 , 	132 , 	183 , 	13 , 	- 0," 	1,901 "," 	3,293 "," 	2,809 "," 	3,115 "," 	2,829 "," 	1,897 "," 	4,990 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	499 ," 	1,475 "," 	1,974 ", 	95 , 	321 , 	416 , 	- 0, 	- 0," 	2,480 "," 	5,403 "," 	4,514 "," 	4,195 "," 	3,725 "," 	2,759 "," 	6,460 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	498 ," 	1,967 "," 	2,465 ", 	58 , 	492 , 	550 , 	- 0, 	22 ," 	1,826 "," 	4,586 "," 	3,834 "," 	4,169 "," 	3,430 "," 	2,972 "," 	6,809 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	420 , 	827 ," 	1,247 ", 	66 , 	229 , 	295 , 	- 0, 	- 0," 	1,581 "," 	2,954 "," 	2,445 "," 	2,636 "," 	2,226 "," 	1,446 "," 	3,779 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	740 ," 	2,228 "," 	2,968 ", 	53 , 	512 , 	565 , 	- 0, 	- 0," 	2,496 "," 	6,132 "," 	4,817 "," 	5,516 "," 	4,279 "," 	3,319 "," 	7,780 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	473 ," 	1,325 "," 	1,798 ", 	50 , 	210 , 	260 , 	- 0, 	- 0," 	1,935 "," 	5,048 "," 	4,222 "," 	4,376 "," 	4,039 "," 	2,552 "," 	6,406 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	643 ," 	1,949 "," 	2,592 ", 	98 , 	554 , 	652 , 	- 0, 	- 0," 	2,039 "," 	5,400 "," 	4,534 "," 	5,058 "," 	4,121 "," 	2,434 "," 	7,004 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	508 ," 	1,437 "," 	1,945 ", 	71 , 	511 , 	582 , 	- 0, 	- 0," 	1,544 "," 	2,983 "," 	2,800 "," 	3,058 "," 	2,612 "," 	2,059 "," 	4,354 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	396 ," 	1,362 "," 	1,758 ", 	62 , 	325 , 	387 , 	- 0, 	- 0," 	1,294 "," 	4,718 "," 	3,754 "," 	3,633 "," 	2,853 "," 	2,655 "," 	5,935 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	363 ," 	1,522 "," 	1,885 ", 	47 , 	335 , 	382 , 	- 0, 	- 0," 	1,499 "," 	3,801 "," 	3,222 "," 	3,458 "," 	2,932 "," 	2,042 "," 	4,845 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	724 ," 	3,161 "," 	3,885 ", 	102 ," 	1,128 "," 	1,230 ", 	4 , 	63 ," 	2,529 "," 	5,632 "," 	4,952 "," 	5,572 "," 	4,633 "," 	3,645 "," 	9,064 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	426 ," 	1,018 "," 	1,444 ", 	66 , 	345 , 	411 , 	- 0, 	- 0," 	1,105 "," 	2,912 "," 	2,383 "," 	2,758 "," 	2,259 "," 	1,343 "," 	6,214 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	430 ," 	1,313 "," 	1,743 ", 	70 , 	443 , 	513 , 	- 0, 	- 0," 	1,548 "," 	3,855 "," 	2,947 "," 	3,757 "," 	2,851 "," 	2,173 "," 	4,823 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	593 ," 	1,802 "," 	2,395 ", 	88 , 	291 , 	379 , 	- 0, 	- 0," 	2,200 "," 	5,161 "," 	3,912 "," 	5,037 "," 	3,853 "," 	2,985 "," 	8,780 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	500 ," 	1,707 "," 	2,207 ", 	57 , 	232 , 	289 , 	- 0, 	- 0," 	2,023 "," 	4,091 "," 	3,280 "," 	4,075 "," 	3,270 "," 	2,882 "," 	7,881 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	488 ," 	2,256 "," 	2,744 ", 	68 , 	594 , 	662 , 	- 0, 	- 0," 	1,895 "," 	4,725 "," 	3,640 "," 	4,717 "," 	3,621 "," 	2,058 "," 	5,630 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	602 ," 	1,477 "," 	2,079 ", 	158 , 	604 , 	762 , 	- 0, 	- 0," 	1,956 "," 	5,740 "," 	3,820 "," 	5,382 "," 	3,678 "," 	1,839 "," 	8,368 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	336 , 	867 ," 	1,203 ", 	10 , 	12 , 	22 , 	- 0, 	- 0, 	926 ," 	2,952 "," 	2,434 "," 	2,937 "," 	2,424 "," 	1,464 "," 	5,377 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	735 ," 	2,192 "," 	2,927 ", 	91 , 	465 , 	556 , 	8 , 	135 ," 	2,755 "," 	6,137 "," 	4,860 "," 	5,879 "," 	4,738 "," 	1,507 "," 	12,506 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	497 ," 	1,838 "," 	2,335 ", 	80 , 	457 , 	537 , 	112 , 	- 0," 	2,115 "," 	4,393 "," 	3,548 "," 	4,328 "," 	3,494 "," 	1,629 "," 	5,863 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	474 ," 	1,864 "," 	2,338 ", 	57 , 	613 , 	670 , 	- 0, 	8 ," 	1,829 "," 	3,888 "," 	2,994 "," 	3,888 "," 	2,994 "," 	2,143 "," 	5,455 "
,2009-10,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	604 ," 	1,498 "," 	2,102 ", 	140 , 	325 , 	465 , 	- 0, 	37 ," 	1,366 "," 	2,532 "," 	1,918 "," 	2,302 "," 	1,817 "," 	1,334 "," 	3,449 "
,2009-10,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	731 ," 	1,565 "," 	2,296 ", 	64 , 	208 , 	272 , 	234 , 	19 ," 	1,885 "," 	4,700 "," 	3,366 "," 	4,559 "," 	3,366 "," 	1,532 "," 	4,969 "
,2009-10,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	740 ," 	1,580 "," 	2,320 ", 	300 , 	268 , 	568 , 	210 , 	- 0," 	2,066 "," 	4,707 "," 	4,230 "," 	4,613 "," 	4,133 "," 	2,672 "," 	5,850 "
,2009-10,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,172 "," 	7,026 "," 	9,198 ", 	118 ," 	1,364 "," 	1,482 ", 	- 0, 	543 ," 	8,215 "," 	16,150 "," 	14,155 "," 	15,164 "," 	13,337 "," 	5,773 "," 	20,861 "
,2009-10,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	2,126 "," 	5,397 "," 	7,523 ", 	418 , 	988 ," 	1,406 ", 	- 0," 	1,345 "," 	6,065 "," 	11,313 "," 	10,160 "," 	11,261 "," 	9,930 "," 	8,148 "," 	17,744 "
,2009-10,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT, 	955 ," 	2,199 "," 	3,154 ", 	202 , 	768 , 	970 , 	- 0, 	- 0," 	2,407 "," 	6,964 "," 	5,628 "," 	6,856 "," 	5,501 "," 	2,444 "," 	7,818 "
,2009-10,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	418 ," 	1,226 "," 	1,644 ", 	28 , 	451 , 	479 , 	- 0, 	- 0," 	1,513 "," 	3,434 "," 	2,899 "," 	3,432 "," 	2,897 "," 	1,345 "," 	4,098 "
,2009-10,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,636 "," 	4,007 "," 	5,643 ", 	235 , 	813 ," 	1,048 ", 	280 , 	673 ," 	4,445 "," 	10,571 "," 	8,830 "," 	9,582 "," 	7,839 "," 	4,732 "," 	11,582 "
,2009-10,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	1,945 "," 	5,345 "," 	7,290 ", 	204 ," 	1,910 "," 	2,114 ", 	86 , 	- 0," 	5,762 "," 	11,240 "," 	9,446 "," 	11,210 "," 	9,281 "," 	7,106 "," 	15,355 "
,2009-10,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	427 ," 	1,324 "," 	1,751 ", 	56 , 	298 , 	354 , 	119 , 	- 0," 	2,091 "," 	3,567 "," 	3,518 "," 	2,964 "," 	3,086 "," 	1,522 "," 	4,831 "
,2009-10,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	453 ," 	1,374 "," 	1,827 ", 	112 , 	305 , 	417 , 	169 , 	18 ," 	1,689 "," 	3,893 "," 	3,328 "," 	3,620 "," 	3,150 "," 	1,247 "," 	5,034 "
,2009-10,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	511 ," 	1,541 "," 	2,052 ", 	82 , 	692 , 	774 , 	311 , 	17 ," 	1,822 "," 	3,476 "," 	3,096 "," 	3,421 "," 	3,051 "," 	2,667 "," 	5,199 "
,2009-10,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	3,091 "," 	9,022 "," 	12,113 ", 	468 ," 	2,517 "," 	2,985 ", 	302 ," 	2,288 "," 	9,138 "," 	19,745 "," 	17,056 "," 	19,701 "," 	16,704 "," 	10,633 "," 	27,489 "
,2009-10,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT," 	1,020 "," 	3,681 "," 	4,701 ", 	180 ," 	1,056 "," 	1,236 ", 	66 , 	- 0," 	3,493 "," 	7,357 "," 	5,995 "," 	7,126 "," 	5,765 "," 	2,413 "," 	9,317 "
,2009-10,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,144 "," 	3,372 "," 	4,516 ", 	319 ," 	1,206 "," 	1,525 ", 	171 , 	- 0," 	3,932 "," 	7,105 "," 	6,815 "," 	6,997 "," 	6,433 "," 	3,997 "," 	12,771 "
,2009-10,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	861 ," 	2,265 "," 	3,126 ", 	112 , 	502 , 	614 , 	42 , 	- 0," 	2,478 "," 	6,341 "," 	5,075 "," 	5,933 "," 	4,717 "," 	2,120 "," 	8,242 "
,2009-10,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	738 ," 	2,617 "," 	3,355 ", 	120 , 	480 , 	600 , 	71 , 	- 0," 	2,378 "," 	5,546 "," 	4,840 "," 	4,406 "," 	3,956 "," 	1,746 "," 	6,644 "
,2009-10,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	380 , 	700 ," 	1,080 ", 	66 , 	85 , 	151 , 	- 0, 	- 0," 	1,050 "," 	2,354 "," 	2,033 "," 	2,286 "," 	1,978 "," 	1,574 "," 	3,286 "
,2009-10,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	611 ," 	2,059 "," 	2,670 ", 	96 , 	967 ," 	1,063 ", 	31 , 	- 0," 	1,445 "," 	3,413 "," 	2,854 "," 	3,429 "," 	2,765 "," 	1,722 "," 	4,411 "
,2009-10,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	684 ," 	1,915 "," 	2,599 ", 	123 , 	339 , 	462 , 	159 , 	181 ," 	2,152 "," 	3,788 "," 	3,680 "," 	4,102 "," 	3,846 "," 	1,343 "," 	5,591 "
,2009-10,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	381 , 	937 ," 	1,318 ", 	51 , 	172 , 	223 , 	46 , 	- 0," 	1,229 "," 	3,003 "," 	2,381 "," 	3,320 "," 	2,662 "," 	1,641 "," 	4,078 "
,2009-10,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	378 ," 	1,397 "," 	1,775 ", 	65 , 	479 , 	544 , 	- 0, 	213 ," 	1,615 "," 	3,409 "," 	2,808 "," 	3,172 "," 	2,589 "," 	1,597 "," 	4,990 "
,2009-10,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	528 ," 	1,795 "," 	2,323 ", 	71 , 	646 , 	717 , 	7 , 	- 0," 	1,521 "," 	3,270 "," 	3,103 "," 	3,217 "," 	3,014 "," 	1,538 "," 	4,501 "
,2009-10,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QH,GLOUCESTERSHIRE PCT," 	1,345 "," 	4,951 "," 	6,296 ", 	209 ," 	2,258 "," 	2,467 ", 	14 , 	13 ," 	4,195 "," 	7,617 "," 	7,031 "," 	7,540 "," 	6,738 "," 	4,846 "," 	12,298 "
