,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendances (G&A) 
,2010-11,FEBRUARY,,,,England," 	127,268 "," 	450,244 "," 	577,512 "," 	19,679 "," 	137,383 "," 	157,063 "," 	21,308 "," 	426,451 "," 	932,246 "," 	752,468 "," 	882,156 "," 	712,835 "," 	488,760 "," 	1,235,195 "
,2010-11,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MX,HEART OF BIRMINGHAM TEACHING PCT, 	497 ," 	1,622 "," 	2,119 ", 	101 , 	348 , 	449 , 	368 ," 	2,557 "," 	5,251 "," 	4,255 "," 	4,399 "," 	3,395 "," 	3,831 "," 	7,226 "
,2010-11,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PE,DUDLEY PCT, 	855 ," 	3,041 "," 	3,896 ", 	126 ," 	1,044 "," 	1,170 ", 	73 ," 	2,327 "," 	4,425 "," 	5,785 "," 	3,431 "," 	5,078 "," 	1,257 "," 	8,511 "
,2010-11,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	821 ," 	2,895 "," 	3,716 ", 	108 , 	633 , 	741 , 	419 ," 	2,976 "," 	7,263 "," 	5,402 "," 	6,778 "," 	4,797 "," 	2,923 "," 	8,074 "
,2010-11,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT, 	993 ," 	4,026 "," 	5,019 ", 	150 ," 	1,426 "," 	1,576 ", 	359 ," 	3,594 "," 	9,572 "," 	7,691 "," 	8,662 "," 	7,050 "," 	5,554 "," 	11,964 "
,2010-11,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	539 ," 	1,797 "," 	2,336 ", 	173 , 	567 , 	740 , 	27 ," 	1,464 "," 	3,284 "," 	3,170 "," 	2,900 "," 	2,571 ", 	960 ," 	3,783 "
,2010-11,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	542 ," 	2,388 "," 	2,930 ", 	158 , 	777 , 	935 , 	47 ," 	2,442 "," 	4,621 "," 	4,647 "," 	3,945 "," 	3,494 "," 	1,196 "," 	4,895 "
,2010-11,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,515 "," 	6,387 "," 	7,902 ", 	179 ," 	2,437 "," 	2,616 ", 	388 ," 	4,323 "," 	12,473 "," 	9,502 "," 	11,933 "," 	9,120 "," 	7,413 "," 	14,590 "
,2010-11,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,388 "," 	4,663 "," 	6,051 ", 	170 ," 	1,496 "," 	1,666 "," 	1,255 "," 	3,744 "," 	8,685 "," 	7,091 "," 	7,587 "," 	6,718 "," 	4,507 "," 	11,397 "
,2010-11,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,158 "," 	3,830 "," 	4,988 ", 	172 ," 	1,446 "," 	1,618 ", 	28 ," 	3,606 "," 	7,905 "," 	5,895 "," 	7,588 "," 	5,693 "," 	5,186 "," 	9,972 "
,2010-11,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,TAM,SOLIHULL CARE TRUST, 	468 ," 	1,850 "," 	2,318 ", 	55 , 	837 , 	892 , 	15 ," 	1,667 "," 	4,224 "," 	3,102 "," 	3,909 "," 	2,850 "," 	2,373 "," 	5,118 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	483 ," 	1,222 "," 	1,705 ", 	70 , 	311 , 	381 , 	- 0," 	1,481 "," 	2,994 "," 	3,099 "," 	2,534 "," 	2,598 "," 	1,358 "," 	4,744 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	860 ," 	3,113 "," 	3,973 ", 	111 ," 	1,161 "," 	1,272 ", 	1 ," 	2,400 "," 	6,918 "," 	5,238 "," 	6,843 "," 	5,226 "," 	2,890 "," 	7,901 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT, 	993 ," 	3,477 "," 	4,470 ", 	116 , 	705 , 	821 , 	32 ," 	2,746 "," 	7,464 "," 	6,069 "," 	7,106 "," 	5,765 "," 	3,283 "," 	9,145 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	376 ," 	1,130 "," 	1,506 ", 	47 , 	316 , 	363 , 	10 ," 	1,135 "," 	2,800 "," 	2,112 "," 	2,298 "," 	1,757 "," 	1,770 "," 	3,008 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,388 "," 	5,537 "," 	6,925 ", 	207 ," 	1,889 "," 	2,096 "," 	1,241 "," 	3,824 "," 	9,069 "," 	7,266 "," 	8,742 "," 	6,993 "," 	5,562 "," 	11,530 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	1,759 "," 	8,031 "," 	9,790 ", 	251 ," 	2,784 "," 	3,035 ", 	28 ," 	5,786 "," 	13,670 "," 	11,691 "," 	13,323 "," 	11,418 "," 	5,241 "," 	18,149 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	550 ," 	2,142 "," 	2,692 ", 	126 , 	357 , 	483 , 	- 0," 	1,778 "," 	4,464 "," 	4,138 "," 	4,444 "," 	4,020 "," 	1,295 "," 	5,819 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,298 "," 	5,475 "," 	6,773 ", 	149 ," 	1,738 "," 	1,887 ", 	240 ," 	4,388 "," 	10,572 "," 	8,495 "," 	10,104 "," 	8,224 "," 	4,665 "," 	15,303 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	524 ," 	2,377 "," 	2,901 ", 	73 , 	913 , 	986 , 	217 ," 	1,877 "," 	4,353 "," 	3,551 "," 	4,018 "," 	3,135 "," 	2,215 "," 	4,587 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	789 ," 	2,232 "," 	3,021 ", 	55 , 	323 , 	378 , 	2 ," 	2,397 "," 	4,545 "," 	4,212 "," 	4,176 "," 	4,124 "," 	1,388 "," 	6,338 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	684 ," 	2,457 "," 	3,141 ", 	56 , 	834 , 	890 , 	6 ," 	2,401 "," 	5,062 "," 	4,529 "," 	4,963 "," 	4,461 "," 	3,472 "," 	7,553 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT, 	772 ," 	2,806 "," 	3,578 ", 	123 , 	959 ," 	1,082 ", 	- 0," 	2,389 "," 	3,437 "," 	4,317 "," 	3,302 "," 	4,304 "," 	4,246 "," 	8,506 "
,2010-11,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5QV,HERTFORDSHIRE PCT," 	2,679 "," 	8,519 "," 	11,198 ", 	389 ," 	2,087 "," 	2,476 ", 	244 ," 	8,031 "," 	19,734 "," 	15,998 "," 	18,757 "," 	15,153 "," 	11,250 "," 	25,079 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	477 ," 	2,098 "," 	2,575 ", 	70 , 	377 , 	447 , 	305 ," 	1,976 "," 	3,777 "," 	3,353 "," 	3,763 "," 	3,341 "," 	1,968 "," 	5,801 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	350 ," 	1,024 "," 	1,374 ", 	36 , 	228 , 	264 , 	33 , 	901 ," 	3,235 "," 	2,615 "," 	2,720 "," 	2,269 "," 	1,392 "," 	3,685 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	655 ," 	3,103 "," 	3,758 ", 	108 , 	725 , 	833 , 	- 0," 	2,184 "," 	7,074 "," 	5,013 "," 	6,637 "," 	4,999 "," 	3,834 "," 	8,263 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	506 ," 	2,029 "," 	2,535 ", 	82 , 	632 , 	714 , 	- 0," 	1,779 "," 	3,840 "," 	3,569 "," 	3,457 "," 	3,359 "," 	2,759 "," 	6,687 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	732 ," 	3,088 "," 	3,820 ", 	104 , 	599 , 	703 , 	155 ," 	2,467 "," 	8,190 "," 	6,045 "," 	7,704 "," 	5,295 "," 	5,077 "," 	9,560 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	594 ," 	1,954 "," 	2,548 ", 	91 , 	499 , 	590 , 	518 ," 	2,001 "," 	5,371 "," 	3,845 "," 	4,988 "," 	3,588 "," 	2,206 "," 	6,335 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	553 ," 	2,602 "," 	3,155 ", 	88 , 	713 , 	801 , 	336 ," 	1,900 "," 	5,675 "," 	4,598 "," 	5,349 "," 	3,943 "," 	4,161 "," 	7,481 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	276 ," 	1,242 "," 	1,518 ", 	49 , 	240 , 	289 , 	161 ," 	1,672 "," 	2,614 "," 	2,138 "," 	2,575 "," 	2,107 "," 	1,497 "," 	3,902 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	411 ," 	1,529 "," 	1,940 ", 	70 , 	418 , 	488 , 	2 ," 	1,868 "," 	3,734 "," 	3,220 "," 	3,483 "," 	2,933 "," 	2,008 "," 	4,894 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	341 ," 	1,251 "," 	1,592 ", 	62 , 	220 , 	282 , 	- 0," 	1,925 "," 	4,576 "," 	3,867 "," 	3,452 "," 	2,784 "," 	2,711 "," 	6,577 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	467 ," 	1,620 "," 	2,087 ", 	88 , 	606 , 	694 , 	1 ," 	2,582 "," 	7,492 "," 	5,689 "," 	5,143 "," 	3,679 "," 	3,285 "," 	7,385 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	399 ," 	2,117 "," 	2,516 ", 	66 , 	609 , 	675 , 	44 ," 	1,574 "," 	4,681 "," 	3,714 "," 	4,370 "," 	3,470 "," 	3,242 "," 	7,443 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	366 ," 	1,258 "," 	1,624 ", 	40 , 	215 , 	255 , 	4 ," 	1,715 "," 	4,615 "," 	3,314 "," 	4,153 "," 	2,998 "," 	2,387 "," 	6,184 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	751 ," 	2,782 "," 	3,533 ", 	71 , 	741 , 	812 , 	168 ," 	2,901 "," 	7,586 "," 	5,602 "," 	6,727 "," 	4,991 "," 	3,631 "," 	9,012 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	477 ," 	1,819 "," 	2,296 ", 	47 , 	451 , 	498 , 	5 ," 	1,803 "," 	4,160 "," 	4,181 "," 	3,516 "," 	3,636 "," 	2,028 "," 	6,001 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	642 ," 	2,285 "," 	2,927 ", 	77 , 	687 , 	764 , 	631 ," 	2,407 "," 	6,705 "," 	4,832 "," 	6,307 "," 	4,624 "," 	2,975 "," 	6,924 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	443 ," 	1,652 "," 	2,095 ", 	98 , 	656 , 	754 , 	254 ," 	1,552 "," 	3,604 "," 	2,983 "," 	3,502 "," 	2,854 "," 	1,552 "," 	4,332 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	368 ," 	1,680 "," 	2,048 ", 	53 , 	471 , 	524 , 	3 ," 	1,418 "," 	5,023 "," 	3,959 "," 	4,667 "," 	3,714 "," 	3,192 "," 	6,860 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	425 ," 	1,813 "," 	2,238 ", 	64 , 	480 , 	544 , 	3 ," 	1,631 "," 	4,097 "," 	3,535 "," 	3,793 "," 	3,244 "," 	2,408 "," 	6,260 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	697 ," 	2,868 "," 	3,565 ", 	125 , 	634 , 	759 , 	55 ," 	2,603 "," 	6,342 "," 	5,179 "," 	5,927 "," 	4,793 "," 	4,228 "," 	9,688 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	344 ," 	1,264 "," 	1,608 ", 	58 , 	251 , 	309 , 	3 ," 	1,310 "," 	4,368 "," 	2,846 "," 	4,090 "," 	2,707 "," 	2,047 "," 	4,971 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	448 ," 	1,501 "," 	1,949 ", 	47 , 	256 , 	303 , 	6 ," 	1,811 "," 	7,041 "," 	3,558 "," 	6,549 "," 	3,356 "," 	2,916 "," 	6,286 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	571 ," 	1,954 "," 	2,525 ", 	108 , 	492 , 	600 , 	6 ," 	2,685 "," 	6,193 "," 	4,670 "," 	5,068 "," 	4,298 "," 	3,825 "," 	9,403 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	454 ," 	1,788 "," 	2,242 ", 	105 , 	527 , 	632 , 	98 ," 	2,658 "," 	5,182 "," 	4,000 "," 	4,306 "," 	3,691 "," 	3,710 "," 	8,570 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	513 ," 	2,241 "," 	2,754 ", 	94 , 	611 , 	705 , 	99 ," 	1,966 "," 	5,244 "," 	4,042 "," 	4,899 "," 	3,887 "," 	4,364 "," 	8,758 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	586 ," 	1,638 "," 	2,224 ", 	76 , 	281 , 	357 , 	45 ," 	2,039 "," 	8,757 "," 	5,713 "," 	7,498 "," 	5,248 "," 	2,868 "," 	8,894 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	384 ," 	1,088 "," 	1,472 ", 	50 , 	297 , 	347 , 	21 ," 	1,011 "," 	3,812 "," 	2,900 "," 	3,256 "," 	2,571 "," 	1,480 "," 	4,139 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	784 ," 	2,698 "," 	3,482 ", 	75 , 	526 , 	601 , 	138 ," 	2,556 "," 	7,767 "," 	5,643 "," 	6,954 "," 	5,379 "," 	2,200 "," 	9,125 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	420 ," 	2,020 "," 	2,440 ", 	65 , 	521 , 	586 , 	193 ," 	2,124 "," 	4,513 "," 	3,519 "," 	4,368 "," 	3,482 "," 	2,126 "," 	6,222 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	504 ," 	2,069 "," 	2,573 ", 	72 , 	797 , 	869 , 	2 ," 	2,125 "," 	5,752 "," 	4,047 "," 	5,216 "," 	3,998 "," 	2,542 "," 	7,849 "
,2010-11,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	503 ," 	1,886 "," 	2,389 ", 	66 , 	494 , 	560 , 	- 0," 	1,946 "," 	2,594 "," 	2,571 "," 	2,346 "," 	2,424 "," 	2,249 "," 	4,907 "
,2010-11,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	824 ," 	1,664 "," 	2,488 ", 	246 , 	381 , 	627 , 	- 0," 	2,011 "," 	4,705 "," 	4,041 "," 	4,522 "," 	3,931 "," 	2,353 "," 	6,393 "
,2010-11,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	673 ," 	1,908 "," 	2,581 ", 	266 , 	381 , 	647 , 	2 ," 	2,187 "," 	5,558 "," 	4,165 "," 	5,435 "," 	4,006 "," 	2,565 "," 	5,847 "
,2010-11,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,309 "," 	8,127 "," 	10,436 ", 	223 ," 	2,337 "," 	2,560 ", 	186 ," 	7,472 "," 	18,331 "," 	14,886 "," 	17,193 "," 	13,900 "," 	7,758 "," 	24,291 "
,2010-11,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	1,848 "," 	6,236 "," 	8,084 ", 	272 ," 	1,697 "," 	1,969 ", 	948 ," 	6,078 "," 	12,535 "," 	9,953 "," 	12,343 "," 	9,798 "," 	7,572 "," 	18,274 "
,2010-11,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT, 	915 ," 	2,390 "," 	3,305 ", 	234 , 	757 , 	991 , 	3 ," 	2,544 "," 	7,250 "," 	5,578 "," 	7,151 "," 	5,516 "," 	2,714 "," 	7,899 "
,2010-11,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	530 ," 	1,306 "," 	1,836 ", 	73 , 	515 , 	588 , 	- 0," 	1,464 "," 	3,766 "," 	3,023 "," 	3,762 "," 	3,019 "," 	1,443 "," 	4,347 "
,2010-11,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,573 "," 	4,360 "," 	5,933 ", 	283 ," 	1,198 "," 	1,481 ", 	1 ," 	4,563 "," 	10,611 "," 	8,699 "," 	9,826 "," 	8,136 "," 	5,706 "," 	13,468 "
,2010-11,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	2,220 "," 	6,311 "," 	8,531 ", 	413 ," 	2,286 "," 	2,699 ", 	4 ," 	5,943 "," 	11,993 "," 	10,690 "," 	11,659 "," 	10,525 "," 	6,980 "," 	18,391 "
,2010-11,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	488 ," 	1,738 "," 	2,226 ", 	80 , 	548 , 	628 , 	48 ," 	2,037 "," 	3,875 "," 	3,206 "," 	3,543 "," 	2,844 "," 	1,469 "," 	5,008 "
,2010-11,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	423 ," 	1,406 "," 	1,829 ", 	46 , 	225 , 	271 , 	245 ," 	1,778 "," 	4,065 "," 	2,912 "," 	3,867 "," 	2,752 "," 	1,478 "," 	4,932 "
,2010-11,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	499 ," 	2,077 "," 	2,576 ", 	64 , 	594 , 	658 , 	766 ," 	2,144 "," 	3,826 "," 	3,391 "," 	3,804 "," 	3,221 "," 	2,262 "," 	4,992 "
,2010-11,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	2,991 "," 	10,246 "," 	13,237 ", 	351 ," 	2,553 "," 	2,904 "," 	2,895 "," 	9,581 "," 	19,880 "," 	16,342 "," 	19,534 "," 	16,084 "," 	10,828 "," 	27,175 "
,2010-11,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT, 	916 ," 	3,761 "," 	4,677 ", 	111 ," 	1,182 "," 	1,293 ", 	55 ," 	3,109 "," 	7,751 "," 	5,874 "," 	7,518 "," 	5,596 "," 	2,263 "," 	10,362 "
,2010-11,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,221 "," 	3,801 "," 	5,022 ", 	152 ," 	1,138 "," 	1,290 ", 	64 ," 	3,749 "," 	7,384 "," 	6,685 "," 	7,247 "," 	6,507 "," 	3,652 "," 	10,910 "
,2010-11,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	897 ," 	2,583 "," 	3,480 ", 	102 , 	446 , 	548 , 	91 ," 	2,470 "," 	7,023 "," 	5,745 "," 	6,334 "," 	5,165 "," 	2,761 "," 	9,880 "
,2010-11,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	662 ," 	2,899 "," 	3,561 ", 	100 , 	474 , 	574 , 	36 ," 	2,495 "," 	6,566 "," 	5,026 "," 	6,248 "," 	4,662 "," 	1,716 "," 	7,441 "
,2010-11,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	330 , 	628 , 	958 , 	57 , 	76 , 	133 , 	24 ," 	1,022 "," 	2,967 "," 	1,997 "," 	2,865 "," 	1,925 "," 	1,747 "," 	3,004 "
,2010-11,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	523 ," 	2,059 "," 	2,582 ", 	84 , 	976 ," 	1,060 ", 	- 0," 	1,503 "," 	3,412 "," 	2,848 "," 	3,263 "," 	2,741 "," 	1,824 "," 	4,521 "
,2010-11,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	637 ," 	1,904 "," 	2,541 ", 	105 , 	237 , 	342 , 	136 ," 	2,051 "," 	4,177 "," 	3,412 "," 	4,169 "," 	3,406 "," 	1,024 "," 	5,503 "
,2010-11,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	370 ," 	1,409 "," 	1,779 ", 	58 , 	252 , 	310 , 	1 ," 	1,278 "," 	3,519 "," 	2,763 "," 	3,240 "," 	2,759 "," 	1,479 "," 	4,329 "
,2010-11,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	434 ," 	1,606 "," 	2,040 ", 	71 , 	630 , 	701 , 	- 0," 	1,575 "," 	3,359 "," 	2,769 "," 	3,315 "," 	2,649 "," 	1,519 "," 	4,725 "
,2010-11,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	506 ," 	2,000 "," 	2,506 ", 	60 , 	685 , 	745 , 	10 ," 	1,478 "," 	3,422 "," 	2,905 "," 	3,377 "," 	2,866 "," 	1,740 "," 	4,625 "
,2010-11,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QH,GLOUCESTERSHIRE PCT," 	1,374 "," 	5,724 "," 	7,098 ", 	204 ," 	2,551 "," 	2,755 ", 	6 ," 	4,183 "," 	8,779 "," 	7,766 "," 	8,249 "," 	7,216 "," 	4,724 "," 	12,323 "
,2010-11,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QJ,BRISTOL PCT, 	907 ," 	3,491 "," 	4,398 ", 	161 ," 	1,344 "," 	1,505 ", 	- 0," 	3,120 "," 	6,709 "," 	5,511 "," 	6,498 "," 	5,343 "," 	3,644 "," 	9,663 "
,2010-11,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QK,WILTSHIRE PCT, 	987 ," 	3,302 "," 	4,289 ", 	142 , 	725 , 	867 , 	16 ," 	3,080 "," 	7,879 "," 	6,516 "," 	7,486 "," 	6,480 "," 	3,771 "," 	10,172 "
,2010-11,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QL,SOMERSET PCT," 	1,421 "," 	4,844 "," 	6,265 ", 	157 ," 	1,110 "," 	1,267 ", 	2 ," 	4,456 "," 	8,086 "," 	6,628 "," 	8,056 "," 	6,605 "," 	3,774 "," 	10,985 "
,2010-11,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QM,DORSET PCT," 	1,089 "," 	4,518 "," 	5,607 ", 	124 ," 	1,464 "," 	1,588 ", 	2 ," 	3,359 "," 	7,196 "," 	5,881 "," 	7,147 "," 	5,789 "," 	3,090 "," 	9,325 "
