,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -Independent Sector Treatment Centres (ISTCs) ,Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendances (G&A) 
,2009-10,MARCH,,,,England," 	146,046 "," 	492,268 "," 	638,314 "," 	21,676 "," 	142,656 "," 	164,332 "," 	11,979 "," 	17,958 "," 	463,614 "," 	1,051,589 "," 	890,779 "," 	995,409 "," 	835,742 "," 	532,830 "," 	1,388,273 "
,2009-10,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MV,WOLVERHAMPTON CITY PCT, 	635 ," 	2,668 "," 	3,303 ", 	132 ," 	1,152 "," 	1,284 ", 	- 0, 	31 ," 	2,410 "," 	5,718 "," 	4,669 "," 	5,206 "," 	4,148 "," 	2,584 "," 	7,557 "
,2009-10,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MX,HEART OF BIRMINGHAM TEACHING PCT, 	634 ," 	1,993 "," 	2,627 ", 	89 , 	451 , 	540 , 	- 0, 	608 ," 	2,737 "," 	6,048 "," 	5,689 "," 	4,744 "," 	4,425 "," 	3,681 "," 	8,657 "
,2009-10,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PE,DUDLEY PCT, 	909 ," 	3,753 "," 	4,662 ", 	124 ," 	1,354 "," 	1,478 ", 	- 0, 	50 ," 	2,787 "," 	5,158 "," 	5,928 "," 	4,416 "," 	5,090 "," 	1,394 "," 	7,393 "
,2009-10,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	979 ," 	3,529 "," 	4,508 ", 	125 , 	841 , 	966 , 	- 0, 	612 ," 	3,115 "," 	8,362 "," 	6,650 "," 	7,551 "," 	5,829 "," 	3,472 "," 	9,470 "
,2009-10,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT," 	1,029 "," 	4,327 "," 	5,356 ", 	153 ," 	1,555 "," 	1,708 ", 	- 0, 	271 ," 	3,676 "," 	8,632 "," 	9,782 "," 	7,383 "," 	8,435 "," 	4,909 "," 	14,870 "
,2009-10,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	565 ," 	1,900 "," 	2,465 ", 	177 , 	590 , 	767 , 	- 0, 	16 ," 	1,644 "," 	4,344 "," 	3,463 "," 	3,897 "," 	2,972 "," 	2,004 "," 	4,144 "
,2009-10,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	722 ," 	2,733 "," 	3,455 ", 	173 , 	733 , 	906 , 	- 0, 	6 ," 	2,761 "," 	6,414 "," 	5,300 "," 	5,576 "," 	4,161 "," 	3,018 "," 	6,011 "
,2009-10,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,608 "," 	6,909 "," 	8,517 ", 	185 ," 	2,287 "," 	2,472 ", 	730 , 	467 ," 	4,729 "," 	13,463 "," 	10,227 "," 	12,667 "," 	9,752 "," 	8,325 "," 	15,549 "
,2009-10,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,524 "," 	5,140 "," 	6,664 ", 	135 ," 	1,461 "," 	1,596 ", 	22 , 	52 ," 	4,326 "," 	10,435 "," 	8,900 "," 	9,683 "," 	8,601 "," 	4,854 "," 	13,681 "
,2009-10,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,503 "," 	5,225 "," 	6,728 ", 	157 ," 	1,571 "," 	1,728 ", 	- 0, 	15 ," 	3,942 "," 	10,003 "," 	8,738 "," 	9,636 "," 	8,303 "," 	6,134 "," 	14,037 "
,2009-10,MARCH,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,TAM,SOLIHULL CARE TRUST, 	550 ," 	1,952 "," 	2,502 ", 	92 , 	703 , 	795 , 	- 0, 	82 ," 	1,495 "," 	4,099 "," 	4,830 "," 	3,632 "," 	4,372 "," 	2,235 "," 	7,246 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	597 ," 	1,353 "," 	1,950 ", 	94 , 	302 , 	396 , 	- 0, 	- 0," 	1,867 "," 	3,774 "," 	3,717 "," 	3,814 "," 	3,007 "," 	1,815 "," 	4,946 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	936 ," 	3,179 "," 	4,115 ", 	112 ," 	1,039 "," 	1,151 ", 	- 0, 	- 0," 	3,136 "," 	7,880 "," 	6,431 "," 	7,871 "," 	6,427 "," 	3,041 "," 	9,048 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT," 	1,152 "," 	4,223 "," 	5,375 ", 	130 , 	588 , 	718 , 	- 0, 	- 0," 	3,337 "," 	8,456 "," 	7,364 "," 	8,222 "," 	7,093 "," 	2,622 "," 	9,734 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P3,EAST AND NORTH HERTFORDSHIRE PCT," 	1,767 "," 	4,972 "," 	6,739 ", 	247 ," 	1,317 "," 	1,564 ", 	- 0, 	- 0," 	3,719 "," 	12,994 "," 	10,978 "," 	12,144 "," 	10,260 "," 	4,832 "," 	15,226 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P4,WEST HERTFORDSHIRE PCT," 	1,691 "," 	5,070 "," 	6,761 ", 	286 ," 	1,236 "," 	1,522 ", 	- 0, 	- 0," 	3,449 "," 	12,569 "," 	11,213 "," 	11,531 "," 	10,287 "," 	6,193 "," 	16,803 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	529 ," 	1,208 "," 	1,737 ", 	60 , 	279 , 	339 , 	132 , 	15 ," 	1,369 "," 	3,160 "," 	2,758 "," 	3,007 "," 	2,685 "," 	1,697 "," 	3,901 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,728 "," 	6,283 "," 	8,011 ", 	248 ," 	1,856 "," 	2,104 ", 	41 ," 	1,357 "," 	4,343 "," 	9,921 "," 	8,408 "," 	9,872 "," 	8,139 "," 	5,381 "," 	13,185 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	2,130 "," 	8,879 "," 	11,009 ", 	289 ," 	2,941 "," 	3,230 ", 	502 , 	44 ," 	6,482 "," 	14,648 "," 	14,719 "," 	13,474 "," 	13,861 "," 	5,713 "," 	21,419 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	827 ," 	2,647 "," 	3,474 ", 	105 , 	678 , 	783 , 	- 0, 	- 0," 	1,880 "," 	5,787 "," 	4,484 "," 	5,521 "," 	4,300 "," 	1,556 "," 	5,593 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,672 "," 	5,413 "," 	7,085 ", 	195 ," 	1,854 "," 	2,049 ", 	- 0, 	- 0," 	4,726 "," 	12,135 "," 	10,369 "," 	11,604 "," 	10,105 "," 	5,222 "," 	15,810 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	604 ," 	2,702 "," 	3,306 ", 	79 ," 	1,090 "," 	1,169 ", 	- 0, 	- 0," 	1,999 "," 	5,681 "," 	4,944 "," 	5,377 "," 	4,535 "," 	2,513 "," 	6,691 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	886 ," 	2,127 "," 	3,013 ", 	76 , 	323 , 	399 , 	- 0, 	- 0," 	2,529 "," 	6,527 "," 	6,049 "," 	6,427 "," 	5,884 "," 	2,730 "," 	6,985 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	944 ," 	2,610 "," 	3,554 ", 	149 , 	898 ," 	1,047 ", 	1 , 	- 0," 	3,167 "," 	6,292 "," 	6,082 "," 	6,185 "," 	5,447 "," 	5,114 "," 	8,709 "
,2009-10,MARCH,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT," 	1,051 "," 	3,433 "," 	4,484 ", 	174 ," 	1,133 "," 	1,307 ", 	- 0, 	- 0," 	2,898 "," 	7,681 "," 	7,027 "," 	7,557 "," 	6,916 "," 	4,265 "," 	10,863 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	516 ," 	2,079 "," 	2,595 ", 	61 , 	372 , 	433 , 	344 , 	- 0," 	2,242 "," 	3,775 "," 	3,492 "," 	3,775 "," 	2,951 "," 	1,734 "," 	6,806 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	311 ," 	1,253 "," 	1,564 ", 	73 , 	352 , 	425 , 	- 0, 	- 0," 	1,034 "," 	2,857 "," 	2,316 "," 	2,631 "," 	2,182 "," 	1,234 "," 	3,767 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	811 ," 	3,492 "," 	4,303 ", 	110 , 	824 , 	934 , 	- 0, 	- 0," 	2,161 "," 	7,552 "," 	6,088 "," 	6,965 "," 	5,597 "," 	2,350 "," 	8,360 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	578 ," 	2,561 "," 	3,139 ", 	124 , 	964 ," 	1,088 ", 	- 0, 	1 ," 	1,974 "," 	4,642 "," 	3,885 "," 	4,232 "," 	3,686 "," 	3,311 "," 	6,720 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	706 ," 	2,998 "," 	3,704 ", 	98 , 	505 , 	603 , 	- 0, 	- 0," 	3,255 "," 	9,697 "," 	7,334 "," 	9,191 "," 	6,176 "," 	4,712 "," 	9,083 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	554 ," 	2,149 "," 	2,703 ", 	80 , 	448 , 	528 , 	- 0, 	- 0," 	2,171 "," 	6,131 "," 	4,990 "," 	5,711 "," 	4,494 "," 	2,128 "," 	6,052 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	594 ," 	2,471 "," 	3,065 ", 	69 , 	706 , 	775 , 	- 0, 	445 ," 	2,180 "," 	6,762 "," 	5,439 "," 	6,309 "," 	4,553 "," 	3,814 "," 	7,978 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	334 ," 	1,208 "," 	1,542 ", 	39 , 	206 , 	245 , 	152 , 	- 0," 	1,921 "," 	3,143 "," 	2,337 "," 	2,501 "," 	2,335 "," 	1,579 "," 	4,501 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	674 ," 	1,495 "," 	2,169 ", 	64 , 	222 , 	286 , 	6 , 	- 0," 	1,899 "," 	4,499 "," 	4,762 "," 	4,312 "," 	4,010 "," 	2,828 "," 	7,161 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	471 ," 	1,356 "," 	1,827 ", 	79 , 	236 , 	315 , 	19 , 	- 0," 	2,391 "," 	3,417 "," 	4,863 "," 	3,657 "," 	3,810 "," 	2,588 "," 	6,420 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	540 ," 	1,845 "," 	2,385 ", 	111 , 	470 , 	581 , 	- 0, 	- 0," 	2,377 "," 	5,294 "," 	6,149 "," 	4,508 "," 	4,742 "," 	3,062 "," 	8,210 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	479 ," 	1,919 "," 	2,398 ", 	57 , 	508 , 	565 , 	- 0, 	29 ," 	1,769 "," 	5,890 "," 	4,673 "," 	5,481 "," 	4,281 "," 	3,441 "," 	8,093 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	453 ," 	1,062 "," 	1,515 ", 	45 , 	211 , 	256 , 	- 0, 	- 0," 	1,844 "," 	4,240 "," 	3,179 "," 	3,904 "," 	2,925 "," 	1,877 "," 	4,886 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	859 ," 	2,744 "," 	3,603 ", 	68 , 	601 , 	669 , 	- 0, 	- 0," 	2,953 "," 	8,478 "," 	6,477 "," 	7,746 "," 	5,788 "," 	4,304 "," 	9,835 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	559 ," 	1,722 "," 	2,281 ", 	62 , 	265 , 	327 , 	- 0, 	- 0," 	2,051 "," 	5,299 "," 	4,836 "," 	4,460 "," 	4,662 "," 	2,296 "," 	7,401 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	651 ," 	2,369 "," 	3,020 ", 	61 , 	594 , 	655 , 	- 0, 	- 0," 	2,436 "," 	6,420 "," 	5,354 "," 	5,999 "," 	4,739 "," 	2,927 "," 	8,145 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	531 ," 	1,875 "," 	2,406 ", 	61 , 	625 , 	686 , 	- 0, 	- 0," 	1,771 "," 	4,025 "," 	3,409 "," 	3,711 "," 	3,180 "," 	2,536 "," 	5,130 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	404 ," 	1,875 "," 	2,279 ", 	75 , 	484 , 	559 , 	- 0, 	- 0," 	1,641 "," 	5,302 "," 	3,927 "," 	4,083 "," 	2,961 "," 	2,985 "," 	6,056 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	381 ," 	1,704 "," 	2,085 ", 	42 , 	418 , 	460 , 	- 0, 	- 0," 	1,782 "," 	4,784 "," 	3,844 "," 	4,353 "," 	3,498 "," 	2,616 "," 	5,373 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	789 ," 	3,738 "," 	4,527 ", 	97 ," 	1,350 "," 	1,447 ", 	60 , 	69 ," 	2,516 "," 	6,669 "," 	5,983 "," 	6,218 "," 	5,177 "," 	4,759 "," 	10,428 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	362 ," 	1,200 "," 	1,562 ", 	60 , 	285 , 	345 , 	- 0, 	- 0," 	1,187 "," 	3,939 "," 	3,151 "," 	3,743 "," 	2,983 "," 	1,911 "," 	7,919 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	550 ," 	1,628 "," 	2,178 ", 	56 , 	451 , 	507 , 	- 0, 	- 0," 	1,605 "," 	5,156 "," 	4,206 "," 	5,022 "," 	4,074 "," 	2,985 "," 	6,444 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	566 ," 	2,260 "," 	2,826 ", 	96 , 	480 , 	576 , 	- 0, 	- 0," 	2,186 "," 	6,168 "," 	4,680 "," 	6,044 "," 	4,623 "," 	3,547 "," 	10,530 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	546 ," 	2,140 "," 	2,686 ", 	72 , 	463 , 	535 , 	- 0, 	- 0," 	1,976 "," 	4,753 "," 	3,856 "," 	4,716 "," 	3,829 "," 	3,441 "," 	9,435 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	572 ," 	2,815 "," 	3,387 ", 	88 , 	749 , 	837 , 	- 0, 	- 0," 	1,904 "," 	5,790 "," 	4,538 "," 	5,758 "," 	4,517 "," 	2,525 "," 	7,132 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	529 ," 	1,360 "," 	1,889 ", 	98 , 	401 , 	499 , 	- 0, 	- 0," 	1,885 "," 	6,913 "," 	4,057 "," 	6,317 "," 	3,855 "," 	1,925 "," 	9,725 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	413 , 	963 ," 	1,376 ", 	3 , 	3 , 	6 , 	- 0, 	- 0," 	1,170 "," 	3,291 "," 	2,807 "," 	3,241 "," 	2,773 "," 	1,484 "," 	6,905 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	857 ," 	2,829 "," 	3,686 ", 	98 , 	611 , 	709 , 	16 , 	130 ," 	2,997 "," 	7,843 "," 	5,167 "," 	7,123 "," 	4,845 "," 	1,769 "," 	15,023 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	563 ," 	2,272 "," 	2,835 ", 	102 , 	534 , 	636 , 	164 , 	- 0," 	2,472 "," 	5,509 "," 	4,216 "," 	5,444 "," 	4,152 "," 	1,832 "," 	6,912 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	634 ," 	2,237 "," 	2,871 ", 	96 , 	739 , 	835 , 	- 0, 	16 ," 	2,104 "," 	5,654 "," 	4,023 "," 	5,654 "," 	4,023 "," 	2,626 "," 	7,244 "
,2009-10,MARCH,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	944 ," 	1,985 "," 	2,929 ", 	283 , 	545 , 	828 , 	- 0, 	21 ," 	1,656 "," 	3,037 "," 	2,734 "," 	2,741 "," 	2,647 "," 	1,788 "," 	4,752 "
,2009-10,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	615 ," 	2,067 "," 	2,682 ", 	59 , 	502 , 	561 , 	276 , 	5 ," 	2,168 "," 	5,547 "," 	4,334 "," 	5,547 "," 	4,334 "," 	2,084 "," 	5,956 "
,2009-10,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	767 ," 	2,051 "," 	2,818 ", 	328 , 	264 , 	592 , 	265 , 	- 0," 	2,309 "," 	5,839 "," 	4,555 "," 	5,706 "," 	4,348 "," 	2,771 "," 	6,680 "
,2009-10,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,197 "," 	7,452 "," 	9,649 ", 	120 ," 	1,646 "," 	1,766 ", 	- 0, 	564 ," 	8,555 "," 	19,861 "," 	17,240 "," 	16,406 "," 	14,534 "," 	6,013 "," 	23,124 "
,2009-10,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	2,097 "," 	6,350 "," 	8,447 ", 	478 , 	982 ," 	1,460 ", 	- 0," 	1,665 "," 	7,293 "," 	15,384 "," 	12,453 "," 	13,644 "," 	11,296 "," 	8,743 "," 	19,789 "
,2009-10,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT," 	1,142 "," 	2,906 "," 	4,048 ", 	243 , 	884 ," 	1,127 ", 	- 0, 	- 0," 	3,051 "," 	8,430 "," 	7,069 "," 	8,342 "," 	6,964 "," 	3,065 "," 	9,131 "
,2009-10,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	454 ," 	1,548 "," 	2,002 ", 	32 , 	558 , 	590 , 	- 0, 	- 0," 	1,745 "," 	4,707 "," 	3,816 "," 	4,706 "," 	3,812 "," 	1,564 "," 	5,257 "
,2009-10,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,816 "," 	4,437 "," 	6,253 ", 	265 , 	960 ," 	1,225 ", 	820 , 	184 ," 	4,867 "," 	13,340 "," 	10,696 "," 	11,574 "," 	9,584 "," 	6,061 "," 	14,035 "
,2009-10,MARCH,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	1,929 "," 	5,280 "," 	7,209 ", 	270 ," 	1,673 "," 	1,943 ", 	86 , 	- 0," 	6,087 "," 	14,121 "," 	12,389 "," 	11,723 "," 	10,384 "," 	7,784 "," 	17,260 "
,2009-10,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	551 ," 	1,768 "," 	2,319 ", 	76 , 	513 , 	589 , 	143 , 	- 0," 	2,306 "," 	3,935 "," 	3,688 "," 	3,570 "," 	3,127 "," 	1,530 "," 	5,043 "
,2009-10,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	461 ," 	1,647 "," 	2,108 ", 	43 , 	284 , 	327 , 	300 , 	22 ," 	2,132 "," 	4,758 "," 	3,519 "," 	4,423 "," 	3,248 "," 	1,407 "," 	5,475 "
,2009-10,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	631 ," 	1,791 "," 	2,422 ", 	115 , 	752 , 	867 , 	471 , 	18 ," 	2,115 "," 	4,457 "," 	3,946 "," 	4,398 "," 	3,901 "," 	2,777 "," 	5,710 "
,2009-10,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	3,347 "," 	11,780 "," 	15,127 ", 	448 ," 	2,872 "," 	3,320 ", 	317 ," 	3,279 "," 	10,481 "," 	24,082 "," 	19,987 "," 	24,101 "," 	19,533 "," 	12,787 "," 	30,727 "
,2009-10,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT," 	1,032 "," 	4,088 "," 	5,120 ", 	200 ," 	1,305 "," 	1,505 ", 	119 , 	- 0," 	3,769 "," 	7,805 "," 	6,403 "," 	7,592 "," 	6,136 "," 	2,405 "," 	11,127 "
,2009-10,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,434 "," 	5,110 "," 	6,544 ", 	336 ," 	2,135 "," 	2,471 ", 	172 , 	- 0," 	4,539 "," 	8,497 "," 	8,229 "," 	8,322 "," 	7,803 "," 	4,769 "," 	15,375 "
,2009-10,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	880 ," 	3,067 "," 	3,947 ", 	112 , 	645 , 	757 , 	122 , 	- 0," 	2,902 "," 	7,332 "," 	5,864 "," 	6,956 "," 	5,623 "," 	2,716 "," 	10,274 "
,2009-10,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	744 ," 	3,310 "," 	4,054 ", 	104 , 	549 , 	653 , 	138 , 	- 0," 	2,693 "," 	6,087 "," 	5,934 "," 	5,943 "," 	5,772 "," 	2,696 "," 	8,523 "
,2009-10,MARCH,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	379 , 	698 ," 	1,077 ", 	42 , 	76 , 	118 , 	- 0, 	- 0," 	1,044 "," 	3,088 "," 	2,320 "," 	3,008 "," 	2,233 "," 	1,719 "," 	3,415 "
,2009-10,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	662 ," 	2,452 "," 	3,114 ", 	95 ," 	1,069 "," 	1,164 ", 	6 , 	- 0," 	1,592 "," 	3,596 "," 	3,179 "," 	3,658 "," 	3,146 "," 	2,063 "," 	5,316 "
,2009-10,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	825 ," 	2,320 "," 	3,145 ", 	133 , 	368 , 	501 , 	84 , 	180 ," 	2,656 "," 	4,176 "," 	3,883 "," 	4,847 "," 	4,527 "," 	1,498 "," 	6,700 "
,2009-10,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	443 ," 	1,554 "," 	1,997 ", 	42 , 	249 , 	291 , 	43 , 	- 0," 	1,350 "," 	3,911 "," 	3,112 "," 	3,847 "," 	3,015 "," 	2,095 "," 	4,720 "
,2009-10,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	416 ," 	1,646 "," 	2,062 ", 	66 , 	512 , 	578 , 	- 0, 	- 0," 	1,658 "," 	4,151 "," 	3,354 "," 	3,618 "," 	3,013 "," 	1,916 "," 	5,889 "
,2009-10,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	594 ," 	2,190 "," 	2,784 ", 	75 , 	755 , 	830 , 	- 0, 	- 0," 	1,843 "," 	3,593 "," 	3,098 "," 	3,559 "," 	3,045 "," 	1,865 "," 	4,901 "
,2009-10,MARCH,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QH,GLOUCESTERSHIRE PCT," 	1,580 "," 	5,770 "," 	7,350 ", 	238 ," 	2,575 "," 	2,813 ", 	13 , 	- 0," 	4,852 "," 	9,594 "," 	8,662 "," 	9,205 "," 	7,571 "," 	5,775 "," 	13,789 "
