,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendances (G&A) 
,2010-11,JANUARY,,,,England," 	115,354 "," 	450,832 "," 	566,186 "," 	18,374 "," 	137,001 "," 	155,375 "," 	22,245 "," 	463,837 "," 	897,146 "," 	765,527 "," 	844,109 "," 	724,866 "," 	498,270 "," 	1,264,870 "
,2010-11,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PE,DUDLEY PCT, 	682 ," 	2,911 "," 	3,593 ", 	109 ," 	1,107 "," 	1,216 ", 	53 ," 	2,609 "," 	4,382 "," 	5,836 "," 	3,599 "," 	5,046 "," 	1,276 "," 	8,023 "
,2010-11,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	703 ," 	3,205 "," 	3,908 ", 	86 , 	706 , 	792 , 	529 ," 	3,274 "," 	7,057 "," 	5,738 "," 	6,472 "," 	5,102 "," 	3,022 "," 	8,604 "
,2010-11,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT, 	927 ," 	3,694 "," 	4,621 ", 	123 ," 	1,463 "," 	1,586 ", 	164 ," 	4,199 "," 	9,814 "," 	8,196 "," 	8,889 "," 	7,500 "," 	5,138 "," 	12,712 "
,2010-11,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	457 ," 	1,634 "," 	2,091 ", 	185 , 	572 , 	757 , 	40 ," 	1,708 "," 	3,371 "," 	3,314 "," 	3,013 "," 	2,659 "," 	1,019 "," 	3,924 "
,2010-11,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	554 ," 	2,285 "," 	2,839 ", 	170 , 	832 ," 	1,002 ", 	44 ," 	2,686 "," 	4,561 "," 	4,945 "," 	3,850 "," 	3,646 "," 	1,173 "," 	5,212 "
,2010-11,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,434 "," 	6,285 "," 	7,719 ", 	169 ," 	2,501 "," 	2,670 ", 	922 ," 	4,761 "," 	12,036 "," 	9,333 "," 	11,465 "," 	8,933 "," 	7,495 "," 	14,831 "
,2010-11,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,127 "," 	4,783 "," 	5,910 ", 	138 ," 	1,471 "," 	1,609 "," 	1,361 "," 	4,180 "," 	8,631 "," 	7,666 "," 	7,546 "," 	7,267 "," 	4,570 "," 	12,008 "
,2010-11,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,063 "," 	4,074 "," 	5,137 ", 	155 ," 	1,624 "," 	1,779 ", 	44 ," 	3,856 "," 	7,067 "," 	5,918 "," 	6,756 "," 	5,709 "," 	5,424 "," 	9,969 "
,2010-11,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,TAM,SOLIHULL CARE TRUST, 	463 ," 	1,855 "," 	2,318 ", 	55 , 	858 , 	913 , 	24 ," 	1,820 "," 	4,029 "," 	3,370 "," 	3,659 "," 	3,094 "," 	2,222 "," 	5,353 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	447 ," 	1,288 "," 	1,735 ", 	70 , 	352 , 	422 , 	3 ," 	1,497 "," 	2,874 "," 	2,983 "," 	2,440 "," 	2,457 "," 	1,281 "," 	4,722 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	860 ," 	3,109 "," 	3,969 ", 	120 ," 	1,152 "," 	1,272 ", 	- 0," 	2,712 "," 	6,332 "," 	5,163 "," 	6,277 "," 	5,148 "," 	2,687 "," 	7,661 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT, 	890 ," 	3,467 "," 	4,357 ", 	92 , 	689 , 	781 , 	40 ," 	2,893 "," 	7,241 "," 	6,400 "," 	6,899 "," 	6,108 "," 	3,213 "," 	9,770 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	365 ," 	1,068 "," 	1,433 ", 	60 , 	297 , 	357 , 	9 ," 	1,301 "," 	2,872 "," 	2,088 "," 	2,337 "," 	1,765 "," 	1,733 "," 	3,030 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,231 "," 	5,463 "," 	6,694 ", 	161 ," 	1,904 "," 	2,065 "," 	1,156 "," 	4,275 "," 	8,491 "," 	7,192 "," 	8,135 "," 	6,899 "," 	6,411 "," 	11,687 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	1,696 "," 	7,856 "," 	9,552 ", 	229 ," 	2,620 "," 	2,849 ", 	32 ," 	6,354 "," 	12,595 "," 	11,684 "," 	12,241 "," 	11,403 "," 	5,221 "," 	18,041 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	517 ," 	2,164 "," 	2,681 ", 	114 , 	323 , 	437 , 	3 ," 	1,981 "," 	4,501 "," 	4,296 "," 	4,485 "," 	4,198 "," 	1,294 "," 	5,888 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,255 "," 	5,274 "," 	6,529 ", 	163 ," 	1,686 "," 	1,849 ", 	230 ," 	4,811 "," 	10,500 "," 	8,983 "," 	9,973 "," 	8,719 "," 	5,074 "," 	16,106 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	456 ," 	2,492 "," 	2,948 ", 	74 , 	925 , 	999 , 	255 ," 	2,091 "," 	4,181 "," 	3,825 "," 	3,844 "," 	3,551 "," 	2,483 "," 	5,036 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	736 ," 	2,222 "," 	2,958 ", 	68 , 	336 , 	404 , 	- 0," 	2,790 "," 	5,018 "," 	4,127 "," 	4,321 "," 	4,048 "," 	1,334 "," 	6,313 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	609 ," 	2,612 "," 	3,221 ", 	39 , 	830 , 	869 , 	4 ," 	2,704 "," 	5,771 "," 	4,520 "," 	5,606 "," 	4,432 "," 	3,213 "," 	7,134 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT, 	735 ," 	3,162 "," 	3,897 ", 	112 ," 	1,004 "," 	1,116 ", 	2 ," 	2,704 "," 	3,702 "," 	5,293 "," 	3,520 "," 	5,278 "," 	4,495 "," 	9,399 "
,2010-11,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5QV,HERTFORDSHIRE PCT," 	2,490 "," 	8,915 "," 	11,405 ", 	368 ," 	2,161 "," 	2,529 ", 	277 ," 	7,765 "," 	19,370 "," 	16,671 "," 	18,159 "," 	15,768 "," 	11,574 "," 	25,758 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	450 ," 	2,095 "," 	2,545 ", 	77 , 	398 , 	475 , 	301 ," 	2,297 "," 	3,524 "," 	3,126 "," 	3,505 "," 	3,119 "," 	2,182 "," 	5,619 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	312 ," 	1,108 "," 	1,420 ", 	38 , 	306 , 	344 , 	39 ," 	1,002 "," 	2,908 "," 	2,630 "," 	2,402 "," 	2,244 "," 	1,319 "," 	3,757 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	652 ," 	3,175 "," 	3,827 ", 	119 , 	722 , 	841 , 	4 ," 	2,255 "," 	6,755 "," 	5,036 "," 	6,203 "," 	5,021 "," 	4,003 "," 	8,635 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	434 ," 	1,792 "," 	2,226 ", 	85 , 	542 , 	627 , 	- 0," 	1,817 "," 	3,705 "," 	3,617 "," 	3,327 "," 	3,378 "," 	2,829 "," 	6,614 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	630 ," 	2,974 "," 	3,604 ", 	73 , 	626 , 	699 , 	154 ," 	2,687 "," 	7,515 "," 	6,225 "," 	7,011 "," 	5,495 "," 	5,298 "," 	10,101 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	504 ," 	2,048 "," 	2,552 ", 	64 , 	554 , 	618 , 	496 ," 	2,266 "," 	5,106 "," 	3,872 "," 	4,630 "," 	3,597 "," 	2,229 "," 	6,550 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	583 ," 	2,614 "," 	3,197 ", 	68 , 	719 , 	787 , 	334 ," 	2,173 "," 	5,159 "," 	4,592 "," 	4,735 "," 	3,917 "," 	4,324 "," 	7,658 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	283 ," 	1,240 "," 	1,523 ", 	38 , 	205 , 	243 , 	153 ," 	1,710 "," 	2,497 "," 	2,111 "," 	2,467 "," 	2,090 "," 	1,659 "," 	3,870 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	396 ," 	1,515 "," 	1,911 ", 	58 , 	381 , 	439 , 	3 ," 	1,929 "," 	3,552 "," 	3,185 "," 	3,362 "," 	2,890 "," 	2,051 "," 	5,020 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	376 ," 	1,156 "," 	1,532 ", 	62 , 	213 , 	275 , 	- 0," 	1,887 "," 	4,409 "," 	3,832 "," 	3,235 "," 	2,878 "," 	2,791 "," 	6,733 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	436 ," 	1,515 "," 	1,951 ", 	69 , 	571 , 	640 , 	2 ," 	2,618 "," 	7,175 "," 	5,760 "," 	4,800 "," 	3,782 "," 	3,297 "," 	6,927 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	445 ," 	2,028 "," 	2,473 ", 	69 , 	609 , 	678 , 	36 ," 	1,842 "," 	4,448 "," 	3,930 "," 	4,164 "," 	3,640 "," 	3,335 "," 	7,493 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	362 ," 	1,165 "," 	1,527 ", 	52 , 	220 , 	272 , 	7 ," 	1,928 "," 	4,192 "," 	3,165 "," 	3,729 "," 	2,885 "," 	2,328 "," 	6,073 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	648 ," 	2,773 "," 	3,421 ", 	83 , 	674 , 	757 , 	143 ," 	3,137 "," 	6,364 "," 	5,593 "," 	5,447 "," 	4,985 "," 	4,257 "," 	8,850 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	420 ," 	1,758 "," 	2,178 ", 	56 , 	429 , 	485 , 	11 ," 	1,995 "," 	4,955 "," 	4,400 "," 	4,257 "," 	3,894 "," 	2,040 "," 	6,198 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	587 ," 	2,138 "," 	2,725 ", 	65 , 	595 , 	660 , 	615 ," 	2,394 "," 	6,325 "," 	5,119 "," 	5,851 "," 	4,923 "," 	2,915 "," 	7,406 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	379 ," 	1,492 "," 	1,871 ", 	40 , 	589 , 	629 , 	243 ," 	1,557 "," 	3,463 "," 	3,016 "," 	3,321 "," 	2,895 "," 	1,642 "," 	4,468 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	379 ," 	1,660 "," 	2,039 ", 	70 , 	443 , 	513 , 	6 ," 	1,522 "," 	4,764 "," 	4,203 "," 	4,506 "," 	3,932 "," 	3,213 "," 	7,257 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	363 ," 	1,707 "," 	2,070 ", 	33 , 	453 , 	486 , 	3 ," 	1,714 "," 	4,056 "," 	3,402 "," 	3,721 "," 	3,076 "," 	2,391 "," 	6,050 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	601 ," 	2,937 "," 	3,538 ", 	92 , 	618 , 	710 , 	49 ," 	2,872 "," 	6,167 "," 	5,495 "," 	5,594 "," 	5,065 "," 	4,187 "," 	10,048 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	317 ," 	1,167 "," 	1,484 ", 	63 , 	295 , 	358 , 	- 0," 	1,296 "," 	4,245 "," 	2,809 "," 	3,948 "," 	2,629 "," 	2,004 "," 	4,862 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	384 ," 	1,441 "," 	1,825 ", 	43 , 	309 , 	352 , 	7 ," 	1,764 "," 	6,815 "," 	3,568 "," 	6,246 "," 	3,295 "," 	2,795 "," 	6,161 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	563 ," 	1,919 "," 	2,482 ", 	111 , 	506 , 	617 , 	5 ," 	2,939 "," 	5,880 "," 	4,673 "," 	4,702 "," 	4,274 "," 	3,926 "," 	9,626 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	435 ," 	1,780 "," 	2,215 ", 	97 , 	538 , 	635 , 	98 ," 	2,935 "," 	5,176 "," 	4,179 "," 	4,208 "," 	3,843 "," 	3,843 "," 	8,857 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	486 ," 	2,172 "," 	2,658 ", 	112 , 	604 , 	716 , 	100 ," 	2,006 "," 	4,754 "," 	4,074 "," 	4,395 "," 	3,945 "," 	4,405 "," 	8,759 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	523 ," 	1,641 "," 	2,164 ", 	64 , 	334 , 	398 , 	43 ," 	2,224 "," 	8,354 "," 	5,423 "," 	6,988 "," 	4,956 "," 	2,835 "," 	8,732 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	333 ," 	1,099 "," 	1,432 ", 	50 , 	292 , 	342 , 	22 ," 	1,111 "," 	3,474 "," 	3,066 "," 	2,914 "," 	2,729 "," 	1,451 "," 	4,498 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	660 ," 	2,678 "," 	3,338 ", 	66 , 	505 , 	571 , 	122 ," 	2,671 "," 	7,455 "," 	5,487 "," 	6,559 "," 	5,207 "," 	2,206 "," 	9,078 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	414 ," 	1,913 "," 	2,327 ", 	49 , 	484 , 	533 , 	164 ," 	2,152 "," 	4,342 "," 	3,813 "," 	4,194 "," 	3,787 "," 	2,148 "," 	6,296 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	435 ," 	1,979 "," 	2,414 ", 	57 , 	762 , 	819 , 	- 0," 	2,168 "," 	5,414 "," 	4,331 "," 	4,866 "," 	4,293 "," 	2,425 "," 	7,593 "
,2010-11,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	441 ," 	1,823 "," 	2,264 ", 	74 , 	441 , 	515 , 	1 ," 	1,943 "," 	2,752 "," 	2,851 "," 	2,474 "," 	2,682 "," 	2,275 "," 	5,249 "
,2010-11,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	752 ," 	1,642 "," 	2,394 ", 	224 , 	344 , 	568 , 	1 ," 	2,098 "," 	4,740 "," 	4,382 "," 	4,568 "," 	4,224 "," 	2,466 "," 	6,515 "
,2010-11,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	735 ," 	1,934 "," 	2,669 ", 	313 , 	337 , 	650 , 	2 ," 	2,306 "," 	4,981 "," 	4,385 "," 	4,802 "," 	4,240 "," 	2,666 "," 	6,121 "
,2010-11,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,043 "," 	8,315 "," 	10,358 ", 	215 ," 	2,407 "," 	2,622 ", 	230 ," 	8,194 "," 	16,951 "," 	14,996 "," 	15,794 "," 	13,960 "," 	8,157 "," 	25,003 "
,2010-11,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	1,767 "," 	6,234 "," 	8,001 ", 	302 ," 	1,661 "," 	1,963 ", 	978 ," 	6,770 "," 	12,319 "," 	10,734 "," 	12,163 "," 	10,594 "," 	8,271 "," 	19,538 "
,2010-11,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT, 	906 ," 	2,423 "," 	3,329 ", 	255 , 	770 ," 	1,025 ", 	1 ," 	2,777 "," 	6,922 "," 	5,774 "," 	6,868 "," 	5,722 "," 	2,814 "," 	8,205 "
,2010-11,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	417 ," 	1,227 "," 	1,644 ", 	58 , 	506 , 	564 , 	1 ," 	1,659 "," 	3,867 "," 	3,059 "," 	3,860 "," 	3,056 "," 	1,573 "," 	4,452 "
,2010-11,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,385 "," 	4,231 "," 	5,616 ", 	265 ," 	1,129 "," 	1,394 ", 	2 ," 	4,871 "," 	10,625 "," 	8,830 "," 	9,928 "," 	8,240 "," 	6,214 "," 	13,948 "
,2010-11,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	1,992 "," 	6,401 "," 	8,393 ", 	405 ," 	2,344 "," 	2,749 ", 	5 ," 	6,608 "," 	12,406 "," 	10,685 "," 	12,070 "," 	10,493 "," 	7,459 "," 	18,700 "
,2010-11,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	480 ," 	1,794 "," 	2,274 ", 	68 , 	591 , 	659 , 	96 ," 	2,105 "," 	3,890 "," 	3,376 "," 	3,372 "," 	2,979 "," 	1,506 "," 	5,197 "
,2010-11,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	425 ," 	1,358 "," 	1,783 ", 	28 , 	213 , 	241 , 	265 ," 	1,928 "," 	3,939 "," 	3,183 "," 	3,725 "," 	3,056 "," 	1,480 "," 	5,346 "
,2010-11,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	475 ," 	2,012 "," 	2,487 ", 	84 , 	591 , 	675 , 	679 ," 	2,271 "," 	3,850 "," 	3,215 "," 	3,763 "," 	2,906 "," 	2,366 "," 	4,756 "
,2010-11,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	2,591 "," 	10,612 "," 	13,203 ", 	328 ," 	2,632 "," 	2,960 "," 	3,166 "," 	10,275 "," 	19,361 "," 	16,784 "," 	18,983 "," 	16,464 "," 	11,445 "," 	28,042 "
,2010-11,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT, 	850 ," 	3,673 "," 	4,523 ", 	97 ," 	1,138 "," 	1,235 ", 	67 ," 	3,685 "," 	7,577 "," 	6,354 "," 	7,291 "," 	6,062 "," 	2,260 "," 	11,151 "
,2010-11,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,163 "," 	3,794 "," 	4,957 ", 	167 ," 	1,204 "," 	1,371 ", 	97 ," 	4,057 "," 	7,323 "," 	6,732 "," 	7,137 "," 	6,556 "," 	3,868 "," 	11,397 "
,2010-11,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	931 ," 	2,636 "," 	3,567 ", 	103 , 	429 , 	532 , 	74 ," 	2,720 "," 	6,833 "," 	6,024 "," 	6,213 "," 	5,444 "," 	2,806 "," 	10,124 "
,2010-11,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	615 ," 	2,971 "," 	3,586 ", 	65 , 	376 , 	441 , 	42 ," 	2,700 "," 	6,593 "," 	5,118 "," 	6,233 "," 	4,722 "," 	1,602 "," 	7,669 "
,2010-11,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	270 , 	684 , 	954 , 	49 , 	90 , 	139 , 	32 ," 	1,106 "," 	2,522 "," 	2,098 "," 	2,444 "," 	2,000 "," 	1,795 "," 	3,219 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	494 ," 	2,014 "," 	2,508 ", 	71 , 	922 , 	993 , 	1 ," 	1,622 "," 	3,445 "," 	2,861 "," 	3,276 "," 	2,721 "," 	1,605 "," 	4,548 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	599 ," 	1,901 "," 	2,500 ", 	124 , 	266 , 	390 , 	113 ," 	2,266 "," 	3,488 "," 	3,544 "," 	3,480 "," 	3,538 "," 	1,049 "," 	5,665 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	370 ," 	1,402 "," 	1,772 ", 	60 , 	192 , 	252 , 	2 ," 	1,442 "," 	3,271 "," 	2,943 "," 	2,964 "," 	2,914 "," 	1,565 "," 	4,565 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	432 ," 	1,739 "," 	2,171 ", 	55 , 	574 , 	629 , 	- 0," 	1,627 "," 	3,344 "," 	3,012 "," 	3,294 "," 	2,866 "," 	1,570 "," 	4,936 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	526 ," 	1,919 "," 	2,445 ", 	67 , 	626 , 	693 , 	- 0," 	1,608 "," 	3,357 "," 	3,030 "," 	3,285 "," 	3,008 "," 	1,476 "," 	4,769 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QH,GLOUCESTERSHIRE PCT," 	1,176 "," 	5,520 "," 	6,696 ", 	207 ," 	2,489 "," 	2,696 ", 	9 ," 	4,514 "," 	8,598 "," 	7,508 "," 	8,173 "," 	7,094 "," 	4,507 "," 	12,395 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QJ,BRISTOL PCT, 	917 ," 	3,589 "," 	4,506 ", 	128 ," 	1,431 "," 	1,559 ", 	2 ," 	3,410 "," 	6,868 "," 	5,625 "," 	6,652 "," 	5,472 "," 	3,558 "," 	9,881 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QK,WILTSHIRE PCT, 	921 ," 	3,334 "," 	4,255 ", 	132 , 	646 , 	778 , 	22 ," 	3,421 "," 	7,794 "," 	6,708 "," 	7,439 "," 	6,680 "," 	3,453 "," 	10,540 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QL,SOMERSET PCT," 	1,430 "," 	4,885 "," 	6,315 ", 	155 ," 	1,147 "," 	1,302 ", 	- 0," 	4,702 "," 	7,747 "," 	6,723 "," 	7,715 "," 	6,676 "," 	3,859 "," 	11,334 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QM,DORSET PCT," 	1,029 "," 	4,612 "," 	5,641 ", 	133 ," 	1,479 "," 	1,612 ", 	5 ," 	3,617 "," 	7,054 "," 	5,919 "," 	6,959 "," 	5,810 "," 	3,196 "," 	9,559 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QN,BOURNEMOUTH AND POOLE TEACHING PCT, 	804 ," 	3,993 "," 	4,797 ", 	123 ," 	1,798 "," 	1,921 ", 	- 0," 	3,471 "," 	4,994 "," 	4,121 "," 	4,885 "," 	4,002 "," 	3,814 "," 	8,738 "
,2010-11,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QP,CORNWALL AND ISLES OF SCILLY PCT," 	1,412 "," 	5,308 "," 	6,720 ", 	240 ," 	1,751 "," 	1,991 ", 	401 ," 	4,133 "," 	9,304 "," 	8,943 "," 	9,275 "," 	8,906 "," 	4,250 "," 	13,925 "
