,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -Independent Sector Treatment Centres (ISTCs) ,Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendances (G&A) 
,2009-10,OCTOBER,,,,England," 	146,341 "," 	457,964 "," 	604,305 "," 	22,177 "," 	132,120 "," 	154,297 "," 	11,105 "," 	16,805 "," 	454,451 "," 	976,748 "," 	830,034 "," 	934,300 "," 	791,033 "," 	503,510 "," 	1,329,690 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MK,TELFORD AND WREKIN PCT, 	398 ," 	1,425 "," 	1,823 ", 	42 , 	485 , 	527 , 	- 0, 	6 ," 	1,267 "," 	2,771 "," 	1,317 "," 	2,152 "," 	1,259 "," 	1,885 "," 	3,310 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MV,WOLVERHAMPTON CITY PCT, 	575 ," 	2,298 "," 	2,873 ", 	114 ," 	1,083 "," 	1,197 ", 	- 0, 	13 ," 	2,345 "," 	5,028 "," 	4,904 "," 	4,688 "," 	4,450 "," 	2,632 "," 	7,785 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MX,HEART OF BIRMINGHAM TEACHING PCT, 	623 ," 	1,768 "," 	2,391 ", 	116 , 	492 , 	608 , 	- 0, 	571 ," 	2,768 "," 	5,565 "," 	5,019 "," 	4,422 "," 	4,002 "," 	3,699 "," 	7,732 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PE,DUDLEY PCT, 	932 ," 	3,356 "," 	4,288 ", 	135 ," 	1,271 "," 	1,406 ", 	- 0, 	71 ," 	2,508 "," 	4,624 "," 	5,353 "," 	4,226 "," 	4,819 "," 	1,409 "," 	6,877 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	949 ," 	3,278 "," 	4,227 ", 	138 , 	783 , 	921 , 	- 0, 	532 ," 	3,040 "," 	8,148 "," 	6,091 "," 	7,384 "," 	5,418 "," 	3,428 "," 	8,516 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT," 	1,022 "," 	3,764 "," 	4,786 ", 	207 ," 	1,549 "," 	1,756 ", 	- 0, 	193 ," 	3,456 "," 	9,431 "," 	8,676 "," 	8,343 "," 	7,476 "," 	4,131 "," 	12,464 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	566 ," 	1,939 "," 	2,505 ", 	171 , 	566 , 	737 , 	- 0, 	26 ," 	1,912 "," 	4,076 "," 	3,349 "," 	3,746 "," 	3,026 "," 	1,873 "," 	4,191 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	685 ," 	2,722 "," 	3,407 ", 	214 , 	719 , 	933 , 	- 0, 	9 ," 	3,172 "," 	5,981 "," 	4,771 "," 	5,286 "," 	4,010 "," 	2,639 "," 	5,580 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,566 "," 	6,087 "," 	7,653 ", 	189 ," 	2,107 "," 	2,296 ", 	639 , 	460 ," 	4,601 "," 	12,558 "," 	9,465 "," 	11,860 "," 	9,053 "," 	7,471 "," 	14,296 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,444 "," 	4,823 "," 	6,267 ", 	122 ," 	1,540 "," 	1,662 ", 	188 , 	52 ," 	4,261 "," 	9,832 "," 	8,069 "," 	9,157 "," 	7,845 "," 	4,295 "," 	12,179 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,410 "," 	4,971 "," 	6,381 ", 	192 ," 	1,816 "," 	2,008 ", 	22 , 	19 ," 	3,863 "," 	9,758 "," 	7,420 "," 	9,483 "," 	7,125 "," 	5,563 "," 	12,208 "
,2009-10,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,TAM,SOLIHULL CARE TRUST, 	517 ," 	1,837 "," 	2,354 ", 	138 , 	774 , 	912 , 	- 0, 	57 ," 	1,495 "," 	4,018 "," 	4,004 "," 	3,657 "," 	3,608 "," 	1,557 "," 	5,984 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	582 ," 	1,191 "," 	1,773 ", 	76 , 	280 , 	356 , 	- 0, 	- 0," 	1,680 "," 	3,564 "," 	3,498 "," 	2,948 "," 	3,067 "," 	1,404 "," 	5,041 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT," 	1,015 "," 	3,128 "," 	4,143 ", 	163 ," 	1,101 "," 	1,264 ", 	- 0, 	- 0," 	3,237 "," 	7,154 "," 	5,955 "," 	7,150 "," 	5,950 "," 	3,044 "," 	8,274 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT," 	1,132 "," 	4,091 "," 	5,223 ", 	122 , 	524 , 	646 , 	- 0, 	23 ," 	2,960 "," 	7,623 "," 	6,364 "," 	7,408 "," 	6,147 "," 	2,786 "," 	9,200 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P3,EAST AND NORTH HERTFORDSHIRE PCT," 	1,736 "," 	4,666 "," 	6,402 ", 	238 ," 	1,078 "," 	1,316 ", 	- 0, 	- 0," 	4,147 "," 	12,531 "," 	10,375 "," 	11,711 "," 	9,696 "," 	4,916 "," 	14,471 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P4,WEST HERTFORDSHIRE PCT," 	1,589 "," 	4,618 "," 	6,207 ", 	271 ," 	1,071 "," 	1,342 ", 	- 0, 	- 0," 	3,794 "," 	12,235 "," 	10,442 "," 	11,225 "," 	9,580 "," 	5,777 "," 	15,359 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	469 ," 	1,141 "," 	1,610 ", 	59 , 	241 , 	300 , 	108 , 	7 ," 	1,480 "," 	3,171 "," 	2,656 "," 	2,994 "," 	2,623 "," 	1,491 "," 	3,799 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,682 "," 	5,588 "," 	7,270 ", 	221 ," 	1,705 "," 	1,926 ", 	45 ," 	1,250 "," 	4,176 "," 	9,807 "," 	8,212 "," 	9,762 "," 	7,985 "," 	5,187 "," 	12,588 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	2,203 "," 	8,077 "," 	10,280 ", 	296 ," 	2,745 "," 	3,041 ", 	543 , 	54 ," 	6,227 "," 	14,469 "," 	14,303 "," 	13,383 "," 	13,516 "," 	5,496 "," 	20,884 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	811 ," 	2,195 "," 	3,006 ", 	105 , 	540 , 	645 , 	- 0, 	- 0," 	1,876 "," 	4,716 "," 	4,529 "," 	4,616 "," 	4,368 "," 	1,030 "," 	5,612 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,626 "," 	5,200 "," 	6,826 ", 	212 ," 	1,736 "," 	1,948 ", 	- 0, 	- 0," 	4,951 "," 	11,488 "," 	9,952 "," 	11,078 "," 	9,716 "," 	5,244 "," 	15,304 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	674 ," 	2,767 "," 	3,441 ", 	66 ," 	1,000 "," 	1,066 ", 	- 0, 	- 0," 	2,248 "," 	5,188 "," 	4,710 "," 	4,927 "," 	4,310 "," 	2,366 "," 	6,481 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	889 ," 	2,098 "," 	2,987 ", 	106 , 	250 , 	356 , 	- 0, 	- 0," 	2,406 "," 	6,408 "," 	5,619 "," 	6,310 "," 	5,428 "," 	2,738 "," 	7,016 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT," 	1,053 "," 	2,717 "," 	3,770 ", 	189 , 	940 ," 	1,129 ", 	1 , 	- 0," 	3,295 "," 	6,079 "," 	6,006 "," 	6,000 "," 	5,289 "," 	5,356 "," 	8,665 "
,2009-10,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT," 	1,051 "," 	3,150 "," 	4,201 ", 	239 ," 	1,016 "," 	1,255 ", 	- 0, 	- 0," 	2,928 "," 	7,333 "," 	6,476 "," 	7,238 "," 	6,415 "," 	4,192 "," 	10,134 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	685 ," 	2,463 "," 	3,148 ", 	65 , 	429 , 	494 , 	312 , 	- 0," 	2,250 "," 	3,993 "," 	3,313 "," 	3,991 "," 	2,200 "," 	3,310 "," 	7,096 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	371 ," 	1,216 "," 	1,587 ", 	95 , 	271 , 	366 , 	- 0, 	- 0, 	883 ," 	2,734 "," 	2,260 "," 	2,717 "," 	2,254 "," 	1,248 "," 	3,262 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	737 ," 	3,308 "," 	4,045 ", 	100 , 	755 , 	855 , 	- 0, 	153 ," 	2,052 "," 	7,035 "," 	5,250 "," 	6,146 "," 	4,841 "," 	1,577 "," 	7,424 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	499 ," 	2,010 "," 	2,509 ", 	85 , 	694 , 	779 , 	- 0, 	8 ," 	1,543 "," 	3,968 "," 	2,950 "," 	3,924 "," 	2,929 "," 	2,694 "," 	6,365 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	681 ," 	2,506 "," 	3,187 ", 	95 , 	364 , 	459 , 	- 0, 	- 0," 	2,526 "," 	8,762 "," 	6,646 "," 	8,187 "," 	5,602 "," 	4,261 "," 	8,121 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	593 ," 	2,004 "," 	2,597 ", 	64 , 	433 , 	497 , 	- 0, 	- 0," 	1,907 "," 	5,302 "," 	4,496 "," 	4,883 "," 	4,079 "," 	1,792 "," 	6,133 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	698 ," 	2,619 "," 	3,317 ", 	59 , 	625 , 	684 , 	- 0, 	278 ," 	2,136 "," 	5,954 "," 	5,316 "," 	5,556 "," 	4,535 "," 	3,484 "," 	8,283 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	379 ," 	1,238 "," 	1,617 ", 	44 , 	253 , 	297 , 	140 , 	- 0," 	2,073 "," 	2,790 "," 	2,368 "," 	2,799 "," 	2,359 "," 	1,560 "," 	4,779 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT," 	1,590 "," 	1,590 "," 	3,180 ", 	101 , 	242 , 	343 , 	6 , 	- 0," 	1,804 "," 	4,372 "," 	4,271 "," 	3,891 "," 	3,809 "," 	2,602 "," 	6,842 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	480 ," 	1,375 "," 	1,855 ", 	60 , 	247 , 	307 , 	19 , 	- 0," 	1,943 "," 	3,482 "," 	3,151 "," 	3,749 "," 	3,158 "," 	2,261 "," 	5,514 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	572 ," 	1,777 "," 	2,349 ", 	96 , 	408 , 	504 , 	- 0, 	- 0," 	2,673 "," 	5,459 "," 	5,140 "," 	4,684 "," 	4,077 "," 	3,075 "," 	7,190 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	461 ," 	2,019 "," 	2,480 ", 	56 , 	518 , 	574 , 	- 0, 	14 ," 	1,700 "," 	5,245 "," 	4,087 "," 	4,782 "," 	3,737 "," 	3,055 "," 	7,618 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	452 ," 	1,063 "," 	1,515 ", 	42 , 	213 , 	255 , 	- 0, 	- 0," 	1,680 "," 	3,815 "," 	2,943 "," 	3,465 "," 	2,701 "," 	1,732 "," 	4,506 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	763 ," 	2,536 "," 	3,299 ", 	56 , 	571 , 	627 , 	- 0, 	- 0," 	2,696 "," 	6,851 "," 	4,862 "," 	6,063 "," 	4,825 "," 	4,147 "," 	9,073 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	560 ," 	1,618 "," 	2,178 ", 	60 , 	245 , 	305 , 	- 0, 	- 0," 	2,045 "," 	5,642 "," 	4,553 "," 	4,834 "," 	4,377 "," 	2,872 "," 	7,186 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	753 ," 	2,245 "," 	2,998 ", 	97 , 	646 , 	743 , 	- 0, 	- 0," 	2,357 "," 	6,172 "," 	5,229 "," 	5,766 "," 	4,725 "," 	2,816 "," 	8,147 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	554 ," 	1,752 "," 	2,306 ", 	87 , 	551 , 	638 , 	- 0, 	- 0," 	1,860 "," 	3,614 "," 	3,224 "," 	3,413 "," 	2,945 "," 	2,478 "," 	4,963 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	409 ," 	1,603 "," 	2,012 ", 	54 , 	392 , 	446 , 	- 0, 	- 0," 	1,438 "," 	5,464 "," 	4,322 "," 	4,207 "," 	3,285 "," 	2,620 "," 	6,316 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	392 ," 	1,736 "," 	2,128 ", 	48 , 	418 , 	466 , 	- 0, 	- 0," 	1,750 "," 	4,539 "," 	3,476 "," 	4,130 "," 	3,163 "," 	2,396 "," 	5,465 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	743 ," 	3,350 "," 	4,093 ", 	85 ," 	1,152 "," 	1,237 ", 	4 , 	54 ," 	2,569 "," 	5,950 "," 	5,443 "," 	5,762 "," 	4,950 "," 	4,167 "," 	9,901 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	400 ," 	1,050 "," 	1,450 ", 	48 , 	314 , 	362 , 	- 0, 	- 0," 	1,166 "," 	3,516 "," 	2,820 "," 	3,361 "," 	2,669 "," 	1,508 "," 	7,123 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	507 ," 	1,600 "," 	2,107 ", 	91 , 	468 , 	559 , 	- 0, 	- 0," 	1,663 "," 	4,606 "," 	3,524 "," 	4,503 "," 	3,424 "," 	2,387 "," 	5,617 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	574 ," 	2,051 "," 	2,625 ", 	87 , 	366 , 	453 , 	- 0, 	- 0," 	2,228 "," 	5,836 "," 	4,382 "," 	5,723 "," 	4,335 "," 	3,578 "," 	10,242 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	525 ," 	2,014 "," 	2,539 ", 	66 , 	302 , 	368 , 	- 0, 	- 0," 	1,951 "," 	4,648 "," 	3,582 "," 	4,627 "," 	3,565 "," 	3,366 "," 	9,221 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	559 ," 	2,560 "," 	3,119 ", 	69 , 	694 , 	763 , 	- 0, 	- 0," 	2,019 "," 	5,430 "," 	4,243 "," 	5,393 "," 	4,219 "," 	2,492 "," 	6,556 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	555 ," 	1,626 "," 	2,181 ", 	115 , 	479 , 	594 , 	- 0, 	- 0," 	1,982 "," 	7,450 "," 	3,785 "," 	6,861 "," 	3,659 "," 	2,218 "," 	9,797 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	419 , 	977 ," 	1,396 ", 	7 , 	13 , 	20 , 	- 0, 	- 0," 	1,051 "," 	3,435 "," 	2,825 "," 	3,406 "," 	2,796 "," 	1,595 "," 	6,216 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	861 ," 	2,715 "," 	3,576 ", 	118 , 	598 , 	716 , 	10 , 	138 ," 	2,959 "," 	7,357 "," 	5,282 "," 	6,993 "," 	5,154 "," 	1,670 "," 	12,440 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	586 ," 	2,062 "," 	2,648 ", 	103 , 	516 , 	619 , 	109 , 	- 0," 	2,429 "," 	4,828 "," 	3,646 "," 	4,736 "," 	3,584 "," 	1,786 "," 	6,797 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	510 ," 	2,061 "," 	2,571 ", 	79 , 	680 , 	759 , 	- 0, 	10 ," 	2,148 "," 	4,466 "," 	3,429 "," 	4,466 "," 	3,429 "," 	2,483 "," 	6,142 "
,2009-10,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	958 ," 	1,120 "," 	2,078 ", 	325 , 	150 , 	475 , 	- 0, 	30 ," 	1,463 "," 	3,138 "," 	2,539 "," 	2,827 "," 	2,245 "," 	1,651 "," 	4,021 "
,2009-10,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	615 ," 	1,697 "," 	2,312 ", 	53 , 	318 , 	371 , 	237 , 	27 ," 	2,227 "," 	5,459 "," 	3,973 "," 	5,254 "," 	3,973 "," 	1,850 "," 	6,240 "
,2009-10,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	769 ," 	1,969 "," 	2,738 ", 	327 , 	264 , 	591 , 	238 , 	- 0," 	2,245 "," 	5,508 "," 	4,597 "," 	5,394 "," 	4,476 "," 	2,690 "," 	6,500 "
,2009-10,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,252 "," 	7,983 "," 	10,235 ", 	109 ," 	1,728 "," 	1,837 ", 	- 0, 	476 ," 	9,083 "," 	18,276 "," 	16,493 "," 	17,217 "," 	15,492 "," 	6,364 "," 	24,799 "
,2009-10,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	2,185 "," 	6,164 "," 	8,349 ", 	393 ," 	1,057 "," 	1,450 ", 	- 0," 	1,429 "," 	7,078 "," 	13,418 "," 	11,075 "," 	13,203 "," 	10,920 "," 	9,007 "," 	19,456 "
,2009-10,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT," 	1,112 "," 	2,610 "," 	3,722 ", 	221 , 	819 ," 	1,040 ", 	- 0, 	- 0," 	2,688 "," 	7,931 "," 	6,675 "," 	7,866 "," 	6,581 "," 	2,877 "," 	8,451 "
,2009-10,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	519 ," 	1,288 "," 	1,807 ", 	36 , 	473 , 	509 , 	- 0, 	- 0," 	1,708 "," 	3,791 "," 	3,173 "," 	3,790 "," 	3,170 "," 	1,616 "," 	4,686 "
,2009-10,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,678 "," 	4,290 "," 	5,968 ", 	253 , 	819 ," 	1,072 ", 	781 , 	262 ," 	4,901 "," 	12,197 "," 	10,166 "," 	11,506 "," 	9,309 "," 	6,444 "," 	13,827 "
,2009-10,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	1,935 "," 	5,581 "," 	7,516 ", 	218 ," 	1,764 "," 	1,982 ", 	102 , 	- 0," 	6,293 "," 	12,550 "," 	11,325 "," 	12,492 "," 	11,148 "," 	8,322 "," 	18,142 "
,2009-10,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	487 ," 	1,535 "," 	2,022 ", 	61 , 	368 , 	429 , 	241 , 	- 0," 	2,288 "," 	3,782 "," 	3,521 "," 	3,264 "," 	3,041 "," 	1,852 "," 	4,973 "
,2009-10,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	578 ," 	1,594 "," 	2,172 ", 	51 , 	291 , 	342 , 	183 , 	12 ," 	2,342 "," 	4,312 "," 	3,565 "," 	4,034 "," 	3,323 "," 	1,548 "," 	5,578 "
,2009-10,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	595 ," 	1,808 "," 	2,403 ", 	119 , 	742 , 	861 , 	435 , 	27 ," 	2,174 "," 	3,852 "," 	3,635 "," 	3,807 "," 	3,593 "," 	3,070 "," 	6,321 "
,2009-10,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	3,347 "," 	10,393 "," 	13,740 ", 	539 ," 	2,626 "," 	3,165 ", 	309 ," 	2,751 "," 	10,489 "," 	22,641 "," 	19,143 "," 	22,557 "," 	18,644 "," 	12,075 "," 	30,496 "
,2009-10,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT," 	1,017 "," 	3,778 "," 	4,795 ", 	174 ," 	1,173 "," 	1,347 ", 	44 , 	- 0," 	3,889 "," 	7,213 "," 	6,616 "," 	6,963 "," 	6,347 "," 	2,681 "," 	11,467 "
,2009-10,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,300 "," 	3,988 "," 	5,288 ", 	345 ," 	1,585 "," 	1,930 ", 	185 , 	- 0," 	4,504 "," 	8,124 "," 	7,503 "," 	7,975 "," 	7,078 "," 	4,425 "," 	14,334 "
,2009-10,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	856 ," 	2,656 "," 	3,512 ", 	110 , 	667 , 	777 , 	34 , 	- 0," 	2,792 "," 	6,537 "," 	5,385 "," 	6,108 "," 	5,165 "," 	2,390 "," 	9,376 "
,2009-10,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	744 ," 	2,874 "," 	3,618 ", 	102 , 	493 , 	595 , 	114 , 	- 0," 	2,662 "," 	5,880 "," 	5,453 "," 	5,820 "," 	5,342 "," 	2,423 "," 	7,525 "
,2009-10,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	348 , 	676 ," 	1,024 ", 	46 , 	74 , 	120 , 	- 0, 	- 0," 	1,064 "," 	2,719 "," 	2,133 "," 	2,682 "," 	2,082 "," 	1,507 "," 	3,440 "
,2009-10,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	630 ," 	2,293 "," 	2,923 ", 	94 ," 	1,092 "," 	1,186 ", 	41 , 	- 0," 	1,605 "," 	3,572 "," 	3,187 "," 	3,538 "," 	3,086 "," 	1,915 "," 	5,058 "
,2009-10,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	802 ," 	2,252 "," 	3,054 ", 	121 , 	335 , 	456 , 	189 , 	138 ," 	2,571 "," 	4,294 "," 	3,927 "," 	4,643 "," 	4,380 "," 	1,596 "," 	6,531 "
,2009-10,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	402 ," 	1,361 "," 	1,763 ", 	48 , 	187 , 	235 , 	51 , 	- 0," 	1,424 "," 	3,472 "," 	2,820 "," 	3,851 "," 	3,144 "," 	1,979 "," 	4,687 "
,2009-10,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	450 ," 	1,742 "," 	2,192 ", 	75 , 	538 , 	613 , 	- 0, 	250 ," 	1,717 "," 	3,944 "," 	3,172 "," 	3,622 "," 	2,889 "," 	1,734 "," 	5,624 "
,2009-10,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	587 ," 	2,081 "," 	2,668 ", 	83 , 	735 , 	818 , 	14 , 	- 0," 	1,684 "," 	3,255 "," 	3,192 "," 	3,196 "," 	3,106 "," 	1,700 "," 	4,743 "
