,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendances (G&A) 
,2011-12,APRIL,,,,England," 	119,566 "," 	422,570 "," 	542,136 "," 	19,841 "," 	133,553 "," 	153,394 "," 	18,585 "," 	438,684 "," 	866,660 "," 	693,785 "," 	821,241 "," 	656,372 "," 	479,775 "," 	1,149,382 "
,2011-12,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	767 ," 	2,835 "," 	3,602 ", 	107 , 	645 , 	752 , 	475 ," 	2,832 "," 	6,123 "," 	4,826 "," 	5,702 "," 	4,226 "," 	2,654 "," 	7,324 "
,2011-12,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT, 	933 ," 	3,615 "," 	4,548 ", 	161 ," 	1,385 "," 	1,546 ", 	168 ," 	3,777 "," 	8,030 "," 	6,587 "," 	7,228 "," 	5,890 "," 	4,748 "," 	10,531 "
,2011-12,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	532 ," 	1,721 "," 	2,253 ", 	194 , 	612 , 	806 , 	18 ," 	1,585 "," 	3,069 "," 	2,938 "," 	2,754 "," 	2,393 "," 	1,054 "," 	3,604 "
,2011-12,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	629 ," 	2,134 "," 	2,763 ", 	212 , 	752 , 	964 , 	19 ," 	2,564 "," 	4,280 "," 	4,388 "," 	3,623 "," 	3,212 "," 	1,339 "," 	4,727 "
,2011-12,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,464 "," 	5,715 "," 	7,179 ", 	210 ," 	2,270 "," 	2,480 ", 	315 ," 	4,246 "," 	11,046 "," 	8,390 "," 	10,530 "," 	8,060 "," 	7,181 "," 	13,214 "
,2011-12,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,227 "," 	4,300 "," 	5,527 ", 	174 ," 	1,654 "," 	1,828 "," 	1,044 "," 	3,988 "," 	9,052 "," 	6,448 "," 	8,421 "," 	6,106 "," 	5,164 "," 	10,575 "
,2011-12,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,157 "," 	3,851 "," 	5,008 ", 	166 ," 	1,333 "," 	1,499 ", 	43 ," 	3,704 "," 	8,227 "," 	6,151 "," 	7,909 "," 	5,949 "," 	5,149 "," 	9,997 "
,2011-12,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5QW,SOLIHULL PCT, 	509 ," 	1,858 "," 	2,367 ", 	98 , 	873 , 	971 , 	24 ," 	1,652 "," 	3,921 "," 	3,189 "," 	3,577 "," 	2,778 "," 	2,119 "," 	4,712 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	402 ," 	1,097 "," 	1,499 ", 	73 , 	240 , 	313 , 	- 0," 	1,521 "," 	2,773 "," 	2,616 "," 	2,363 "," 	2,171 "," 	1,437 "," 	4,134 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	773 ," 	2,745 "," 	3,518 ", 	141 ," 	1,250 "," 	1,391 ", 	1 ," 	2,374 "," 	6,062 "," 	4,888 "," 	6,008 "," 	4,882 "," 	2,967 "," 	7,497 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT, 	894 ," 	3,053 "," 	3,947 ", 	139 , 	555 , 	694 , 	28 ," 	2,688 "," 	6,992 "," 	5,850 "," 	6,651 "," 	5,559 "," 	2,671 "," 	8,928 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	347 ," 	1,066 "," 	1,413 ", 	63 , 	328 , 	391 , 	3 ," 	1,343 "," 	2,529 "," 	1,896 "," 	2,209 "," 	1,645 "," 	1,610 "," 	2,974 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,151 "," 	5,167 "," 	6,318 ", 	185 ," 	1,918 "," 	2,103 "," 	1,086 "," 	4,147 "," 	8,480 "," 	6,647 "," 	8,289 "," 	6,468 "," 	5,688 "," 	11,077 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	1,791 "," 	7,494 "," 	9,285 ", 	344 ," 	2,756 "," 	3,100 ", 	27 ," 	6,058 "," 	12,233 "," 	10,570 "," 	11,954 "," 	10,332 "," 	4,963 "," 	16,483 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	550 ," 	2,313 "," 	2,863 ", 	103 , 	387 , 	490 , 	1 ," 	1,798 "," 	4,334 "," 	3,611 "," 	4,323 "," 	3,525 "," 	1,226 "," 	5,192 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,226 "," 	5,070 "," 	6,296 ", 	168 ," 	1,788 "," 	1,956 ", 	212 ," 	4,509 "," 	9,670 "," 	7,770 "," 	9,373 "," 	7,578 "," 	4,460 "," 	14,377 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	552 ," 	2,200 "," 	2,752 ", 	73 , 	888 , 	961 , 	159 ," 	2,037 "," 	4,657 "," 	3,312 "," 	4,400 "," 	3,096 "," 	2,358 "," 	5,130 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	670 ," 	1,900 "," 	2,570 ", 	55 , 	258 , 	313 , 	3 ," 	2,597 "," 	4,155 "," 	3,856 "," 	3,857 "," 	3,799 "," 	1,385 "," 	5,875 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	683 ," 	2,393 "," 	3,076 ", 	40 , 	857 , 	897 , 	1 ," 	2,409 "," 	5,703 "," 	3,980 "," 	5,195 "," 	3,820 "," 	3,588 "," 	6,886 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT, 	636 ," 	2,735 "," 	3,371 ", 	101 ," 	1,006 "," 	1,107 ", 	- 0," 	2,491 "," 	4,128 "," 	3,226 "," 	3,896 "," 	3,143 "," 	3,776 "," 	6,885 "
,2011-12,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5QV,HERTFORDSHIRE PCT," 	2,636 "," 	7,785 "," 	10,421 ", 	386 ," 	1,983 "," 	2,369 ", 	199 ," 	7,424 "," 	17,779 "," 	14,536 "," 	16,841 "," 	13,873 "," 	10,902 "," 	23,570 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	434 ," 	1,859 "," 	2,293 ", 	69 , 	369 , 	438 , 	273 ," 	2,235 "," 	3,238 "," 	2,970 "," 	3,194 "," 	2,948 "," 	2,018 "," 	5,182 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	334 , 	912 ," 	1,246 ", 	36 , 	204 , 	240 , 	50 ," 	1,030 "," 	3,292 "," 	2,218 "," 	2,856 "," 	1,906 "," 	1,382 "," 	3,287 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	686 ," 	2,928 "," 	3,614 ", 	98 , 	697 , 	795 , 	2 ," 	2,249 "," 	6,396 "," 	4,529 "," 	6,059 "," 	4,514 "," 	3,820 "," 	7,421 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	514 ," 	1,837 "," 	2,351 ", 	95 , 	514 , 	609 , 	1 ," 	1,961 "," 	3,664 "," 	3,290 "," 	3,295 "," 	3,105 "," 	2,873 "," 	6,151 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	658 ," 	2,747 "," 	3,405 ", 	82 , 	641 , 	723 , 	96 ," 	2,805 "," 	7,084 "," 	5,338 "," 	6,641 "," 	4,751 "," 	4,765 "," 	8,550 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	533 ," 	1,926 "," 	2,459 ", 	89 , 	498 , 	587 , 	490 ," 	2,354 "," 	4,599 "," 	3,618 "," 	4,237 "," 	3,416 "," 	2,337 "," 	6,005 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	576 ," 	2,438 "," 	3,014 ", 	69 , 	728 , 	797 , 	292 ," 	2,109 "," 	7,101 "," 	4,399 "," 	6,699 "," 	3,919 "," 	3,963 "," 	7,193 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	277 ," 	1,082 "," 	1,359 ", 	41 , 	214 , 	255 , 	115 ," 	1,788 "," 	2,387 "," 	1,973 "," 	2,349 "," 	1,926 "," 	1,513 "," 	3,443 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	321 ," 	1,415 "," 	1,736 ", 	39 , 	331 , 	370 , 	- 0," 	1,854 "," 	3,216 "," 	2,779 "," 	2,979 "," 	2,494 "," 	1,947 "," 	4,881 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	307 ," 	1,216 "," 	1,523 ", 	49 , 	194 , 	243 , 	1 ," 	2,056 "," 	4,840 "," 	3,635 "," 	3,300 "," 	2,548 "," 	2,589 "," 	5,798 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	442 ," 	1,434 "," 	1,876 ", 	78 , 	476 , 	554 , 	- 0," 	2,628 "," 	6,712 "," 	5,487 "," 	4,843 "," 	3,395 "," 	3,003 "," 	6,399 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	410 ," 	1,860 "," 	2,270 ", 	43 , 	522 , 	565 , 	22 ," 	1,717 "," 	4,378 "," 	3,481 "," 	4,031 "," 	3,208 "," 	3,053 "," 	6,837 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	319 ," 	1,077 "," 	1,396 ", 	42 , 	195 , 	237 , 	3 ," 	1,226 "," 	3,644 "," 	2,813 "," 	3,290 "," 	2,545 "," 	2,526 "," 	5,448 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	601 ," 	2,598 "," 	3,199 ", 	74 , 	697 , 	771 , 	153 ," 	3,128 "," 	6,468 "," 	4,875 "," 	5,744 "," 	4,299 "," 	3,833 "," 	7,562 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	400 ," 	1,583 "," 	1,983 ", 	48 , 	410 , 	458 , 	13 ," 	1,747 "," 	4,821 "," 	3,792 "," 	4,267 "," 	3,323 "," 	1,916 "," 	5,400 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	541 ," 	2,025 "," 	2,566 ", 	65 , 	604 , 	669 , 	513 ," 	2,291 "," 	5,735 "," 	4,663 "," 	5,583 "," 	4,531 "," 	2,950 "," 	6,630 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	412 ," 	1,581 "," 	1,993 ", 	67 , 	672 , 	739 , 	213 ," 	1,480 "," 	3,787 "," 	2,932 "," 	3,687 "," 	2,837 "," 	1,632 "," 	4,213 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	365 ," 	1,596 "," 	1,961 ", 	53 , 	411 , 	464 , 	3 ," 	1,526 "," 	4,631 "," 	3,725 "," 	4,393 "," 	3,498 "," 	3,199 "," 	6,528 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	356 ," 	1,672 "," 	2,028 ", 	42 , 	467 , 	509 , 	1 ," 	1,676 "," 	3,762 "," 	3,062 "," 	3,518 "," 	2,824 "," 	2,216 "," 	5,432 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	677 ," 	2,514 "," 	3,191 ", 	73 , 	557 , 	630 , 	61 ," 	2,716 "," 	6,229 "," 	5,108 "," 	5,731 "," 	4,702 "," 	3,911 "," 	8,944 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	286 ," 	1,068 "," 	1,354 ", 	69 , 	249 , 	318 , 	4 ," 	1,071 "," 	4,004 "," 	2,450 "," 	3,856 "," 	2,321 "," 	1,913 "," 	4,271 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	336 ," 	1,393 "," 	1,729 ", 	41 , 	280 , 	321 , 	7 ," 	1,702 "," 	6,072 "," 	2,816 "," 	5,914 "," 	2,675 "," 	2,480 "," 	5,074 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	534 ," 	1,761 "," 	2,295 ", 	84 , 	427 , 	511 , 	2 ," 	2,782 "," 	6,437 "," 	4,968 "," 	5,359 "," 	4,570 "," 	3,829 "," 	8,702 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	471 ," 	1,568 "," 	2,039 ", 	98 , 	479 , 	577 , 	98 ," 	2,646 "," 	5,509 "," 	4,377 "," 	4,700 "," 	4,056 "," 	3,706 "," 	7,731 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	492 ," 	2,018 "," 	2,510 ", 	102 , 	496 , 	598 , 	99 ," 	2,041 "," 	5,132 "," 	3,894 "," 	4,836 "," 	3,778 "," 	4,677 "," 	8,050 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	515 ," 	1,541 "," 	2,056 ", 	70 , 	272 , 	342 , 	37 ," 	1,911 "," 	7,819 "," 	4,778 "," 	6,708 "," 	4,402 "," 	2,699 "," 	7,796 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	351 , 	915 ," 	1,266 ", 	44 , 	239 , 	283 , 	26 ," 	1,013 "," 	3,912 "," 	2,555 "," 	3,404 "," 	2,260 "," 	1,381 "," 	3,537 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	737 ," 	2,387 "," 	3,124 ", 	72 , 	412 , 	484 , 	129 ," 	2,701 "," 	6,785 "," 	5,049 "," 	6,115 "," 	4,864 "," 	2,148 "," 	8,278 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	424 ," 	1,816 "," 	2,240 ", 	65 , 	485 , 	550 , 	173 ," 	2,189 "," 	4,428 "," 	3,221 "," 	4,247 "," 	3,088 "," 	2,127 "," 	5,388 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	400 ," 	1,845 "," 	2,245 ", 	87 , 	645 , 	732 , 	4 ," 	2,246 "," 	5,523 "," 	3,790 "," 	4,982 "," 	3,517 "," 	2,824 "," 	7,055 "
,2011-12,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	507 ," 	1,675 "," 	2,182 ", 	78 , 	427 , 	505 , 	- 0," 	1,774 "," 	2,961 "," 	2,826 "," 	2,746 "," 	2,701 "," 	2,258 "," 	4,982 "
,2011-12,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	844 ," 	1,635 "," 	2,479 ", 	298 , 	391 , 	689 , 	1 ," 	2,150 "," 	4,460 "," 	3,626 "," 	4,288 "," 	3,493 "," 	2,388 "," 	5,774 "
,2011-12,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	689 ," 	1,651 "," 	2,340 ", 	268 , 	227 , 	495 , 	3 ," 	2,434 "," 	4,986 "," 	3,743 "," 	4,818 "," 	3,606 "," 	3,046 "," 	5,301 "
,2011-12,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,238 "," 	7,776 "," 	10,014 ", 	251 ," 	2,220 "," 	2,471 ", 	174 ," 	7,781 "," 	16,067 "," 	13,438 "," 	15,090 "," 	12,615 "," 	7,451 "," 	22,453 "
,2011-12,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	1,727 "," 	5,735 "," 	7,462 ", 	246 ," 	1,573 "," 	1,819 ", 	753 ," 	6,327 "," 	11,859 "," 	9,326 "," 	11,668 "," 	9,140 "," 	8,255 "," 	17,274 "
,2011-12,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT, 	944 ," 	2,246 "," 	3,190 ", 	259 , 	733 , 	992 , 	3 ," 	2,792 "," 	6,854 "," 	5,269 "," 	6,773 "," 	5,221 "," 	2,988 "," 	7,594 "
,2011-12,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	445 ," 	1,199 "," 	1,644 ", 	76 , 	521 , 	597 , 	1 ," 	1,514 "," 	3,294 "," 	2,554 "," 	3,286 "," 	2,551 "," 	1,590 "," 	3,812 "
,2011-12,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,587 "," 	4,100 "," 	5,687 ", 	292 ," 	1,141 "," 	1,433 ", 	3 ," 	5,210 "," 	10,626 "," 	8,891 "," 	9,976 "," 	8,358 "," 	7,138 "," 	14,510 "
,2011-12,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	2,058 "," 	5,925 "," 	7,983 ", 	427 ," 	2,327 "," 	2,754 ", 	4 ," 	6,329 "," 	11,671 "," 	9,191 "," 	11,322 "," 	9,009 "," 	7,643 "," 	15,845 "
,2011-12,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	477 ," 	1,679 "," 	2,156 ", 	73 , 	487 , 	560 , 	124 ," 	2,211 "," 	3,536 "," 	2,812 "," 	3,267 "," 	2,483 "," 	1,623 "," 	4,669 "
,2011-12,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	412 ," 	1,179 "," 	1,591 ", 	39 , 	195 , 	234 , 	209 ," 	1,865 "," 	4,054 "," 	2,825 "," 	3,846 "," 	2,688 "," 	1,394 "," 	4,674 "
,2011-12,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	475 ," 	1,883 "," 	2,358 ", 	94 , 	560 , 	654 , 	785 ," 	2,244 "," 	3,768 "," 	3,029 "," 	3,714 "," 	2,836 "," 	2,282 "," 	4,529 "
,2011-12,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	2,776 "," 	9,654 "," 	12,430 ", 	324 ," 	2,659 "," 	2,983 "," 	2,555 "," 	10,054 "," 	18,470 "," 	14,925 "," 	18,203 "," 	14,668 "," 	10,575 "," 	25,648 "
,2011-12,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT, 	848 ," 	3,412 "," 	4,260 ", 	127 ," 	1,023 "," 	1,150 ", 	40 ," 	3,252 "," 	7,648 "," 	5,714 "," 	7,383 "," 	5,438 "," 	2,242 "," 	9,690 "
,2011-12,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,161 "," 	3,816 "," 	4,977 ", 	164 ," 	1,183 "," 	1,347 ", 	57 ," 	4,023 "," 	6,637 "," 	6,235 "," 	6,487 "," 	6,098 "," 	3,741 "," 	10,048 "
,2011-12,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	885 ," 	2,497 "," 	3,382 ", 	103 , 	377 , 	480 , 	73 ," 	2,540 "," 	6,247 "," 	5,107 "," 	5,614 "," 	4,563 "," 	2,646 "," 	8,848 "
,2011-12,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	664 ," 	2,347 "," 	3,011 ", 	124 , 	285 , 	409 , 	30 ," 	2,526 "," 	6,520 "," 	4,661 "," 	6,284 "," 	4,270 "," 	2,461 "," 	6,775 "
,2011-12,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	299 , 	616 , 	915 , 	47 , 	85 , 	132 , 	22 ," 	1,030 "," 	2,598 "," 	1,863 "," 	2,536 "," 	1,777 "," 	1,743 "," 	2,806 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	487 ," 	2,051 "," 	2,538 ", 	59 ," 	1,045 "," 	1,104 ", 	- 0," 	1,578 "," 	3,239 "," 	2,791 "," 	3,093 "," 	2,688 "," 	1,845 "," 	4,419 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	569 ," 	1,936 "," 	2,505 ", 	111 , 	305 , 	416 , 	95 ," 	2,137 "," 	3,845 "," 	3,116 "," 	3,840 "," 	3,114 "," 	1,102 "," 	5,420 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	340 ," 	1,364 "," 	1,704 ", 	58 , 	219 , 	277 , 	1 ," 	1,256 "," 	3,284 "," 	2,538 "," 	3,015 "," 	2,520 "," 	1,492 "," 	3,823 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	409 ," 	1,550 "," 	1,959 ", 	43 , 	573 , 	616 , 	- 0," 	1,570 "," 	3,283 "," 	2,645 "," 	3,159 "," 	2,524 "," 	1,465 "," 	4,422 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	446 ," 	1,855 "," 	2,301 ", 	48 , 	715 , 	763 , 	- 0," 	1,468 "," 	3,236 "," 	2,579 "," 	3,184 "," 	2,533 "," 	1,577 "," 	4,303 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QH,GLOUCESTERSHIRE PCT," 	1,201 "," 	5,286 "," 	6,487 ", 	212 ," 	2,459 "," 	2,671 ", 	4 ," 	4,323 "," 	8,202 "," 	6,677 "," 	7,672 "," 	6,193 "," 	4,643 "," 	10,836 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QJ,BRISTOL PCT, 	846 ," 	3,339 "," 	4,185 ", 	144 ," 	1,365 "," 	1,509 ", 	- 0," 	3,403 "," 	6,186 "," 	5,375 "," 	5,699 "," 	4,967 "," 	3,388 "," 	8,949 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QK,WILTSHIRE PCT, 	992 ," 	3,404 "," 	4,396 ", 	113 , 	646 , 	759 , 	18 ," 	3,276 "," 	7,380 "," 	6,176 "," 	7,047 "," 	6,125 "," 	3,748 "," 	9,538 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QL,SOMERSET PCT," 	1,309 "," 	4,712 "," 	6,021 ", 	144 ," 	1,000 "," 	1,144 ", 	1 ," 	4,572 "," 	7,513 "," 	6,260 "," 	7,457 "," 	6,252 "," 	3,870 "," 	10,831 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QM,DORSET PCT," 	1,145 "," 	4,451 "," 	5,596 ", 	118 ," 	1,450 "," 	1,568 ", 	6 ," 	3,583 "," 	6,603 "," 	5,817 "," 	6,571 "," 	5,732 "," 	3,098 "," 	9,173 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QN,BOURNEMOUTH AND POOLE TEACHING PCT, 	822 ," 	3,711 "," 	4,533 ", 	135 ," 	1,690 "," 	1,825 ", 	1 ," 	3,531 "," 	4,824 "," 	3,671 "," 	4,805 "," 	3,629 "," 	3,330 "," 	7,903 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QP,CORNWALL AND ISLES OF SCILLY PCT," 	1,455 "," 	5,099 "," 	6,554 ", 	280 ," 	1,604 "," 	1,884 ", 	432 ," 	4,244 "," 	8,771 "," 	7,773 "," 	8,675 "," 	7,720 "," 	4,356 "," 	12,288 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QQ,DEVON PCT," 	2,049 "," 	7,316 "," 	9,365 ", 	443 ," 	2,955 "," 	3,398 ", 	121 ," 	5,735 "," 	11,312 "," 	9,547 "," 	11,246 "," 	9,509 "," 	5,799 "," 	15,108 "
,2011-12,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,TAL,TORBAY CARE TRUST, 	362 ," 	1,294 "," 	1,656 ", 	74 , 	447 , 	521 , 	100 ," 	1,254 "," 	2,423 "," 	2,119 "," 	2,421 "," 	2,117 "," 	1,888 "," 	3,534 "
