,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendances (G&A) 
,2010-11,APRIL,,,,England," 	126,998 "," 	430,433 "," 	557,340 "," 	20,938 "," 	133,840 "," 	154,703 "," 	19,947 "," 	446,127 "," 	958,500 "," 	759,543 "," 	906,963 "," 	717,362 "," 	504,614 "," 	1,242,170 "
,2010-11,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	816 ," 	2,974 "," 	3,790 ", 	127 , 	699 , 	826 , 	418 ," 	3,194 "," 	7,335 "," 	5,141 "," 	6,210 "," 	4,188 "," 	3,206 "," 	7,092 "
,2010-11,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT, 	824 ," 	2,639 "," 	3,463 ", 	163 ," 	1,574 "," 	1,737 ", 	352 ," 	4,184 "," 	7,001 "," 	9,159 "," 	6,166 "," 	8,131 "," 	4,034 "," 	12,856 "
,2010-11,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	533 ," 	1,917 "," 	2,450 ", 	174 , 	535 , 	709 , 	25 ," 	1,661 "," 	3,644 "," 	3,539 "," 	3,345 "," 	2,927 "," 	1,007 "," 	4,187 "
,2010-11,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	608 ," 	2,490 "," 	3,098 ", 	147 , 	720 , 	867 , 	12 ," 	2,582 "," 	4,888 "," 	4,837 "," 	4,280 "," 	3,711 "," 	1,336 "," 	5,519 "
,2010-11,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,341 "," 	5,855 "," 	7,196 ", 	207 ," 	2,550 "," 	2,757 ", 	387 ," 	4,820 "," 	12,095 "," 	8,888 "," 	11,279 "," 	8,223 "," 	7,446 "," 	13,521 "
,2010-11,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,350 "," 	4,182 "," 	5,532 ", 	156 ," 	1,427 "," 	1,582 "," 	1,104 "," 	4,240 "," 	9,905 "," 	7,692 "," 	8,679 "," 	7,418 "," 	4,393 "," 	11,956 "
,2010-11,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,345 "," 	4,693 "," 	6,038 ", 	117 ," 	1,544 "," 	1,661 ", 	26 ," 	3,715 "," 	9,538 "," 	7,688 "," 	9,236 "," 	7,473 "," 	6,456 "," 	12,188 "
,2010-11,APRIL,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,TAM,SOLIHULL CARE TRUST, 	450 ," 	1,073 "," 	1,523 ", 	74 , 	722 , 	796 , 	20 ," 	1,775 "," 	4,093 "," 	5,191 "," 	2,998 "," 	4,098 "," 	1,748 "," 	6,294 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	459 ," 	1,115 "," 	1,574 ", 	73 , 	253 , 	326 , 	- 0," 	1,392 "," 	3,356 "," 	2,932 "," 	2,930 "," 	2,459 "," 	1,444 "," 	4,497 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	821 ," 	2,946 "," 	3,767 ", 	149 ," 	1,100 "," 	1,249 ", 	- 0," 	2,598 "," 	6,656 "," 	4,735 "," 	6,589 "," 	4,722 "," 	2,764 "," 	7,165 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT, 	964 ," 	3,123 "," 	4,087 ", 	109 , 	601 , 	710 , 	29 ," 	2,767 "," 	7,495 "," 	6,055 "," 	7,055 "," 	5,748 "," 	2,712 "," 	8,553 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	386 ," 	1,050 "," 	1,436 ", 	60 , 	288 , 	348 , 	8 ," 	1,248 "," 	3,073 "," 	2,074 "," 	2,875 "," 	1,986 "," 	1,750 "," 	3,317 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,321 "," 	5,229 "," 	6,550 ", 	257 ," 	1,756 "," 	2,013 "," 	1,105 "," 	4,141 "," 	9,134 "," 	7,336 "," 	8,867 "," 	7,114 "," 	6,236 "," 	11,868 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	1,955 "," 	7,453 "," 	9,408 ", 	460 ," 	2,720 "," 	3,180 ", 	42 ," 	5,561 "," 	12,367 "," 	10,949 "," 	12,023 "," 	10,627 "," 	5,111 "," 	16,812 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	663 ," 	2,268 "," 	2,931 ", 	90 , 	412 , 	502 , 	1 ," 	1,767 "," 	5,252 "," 	4,022 "," 	5,080 "," 	3,827 "," 	1,531 "," 	5,592 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,380 "," 	5,091 "," 	6,471 ", 	166 ," 	1,727 "," 	1,893 ", 	260 ," 	4,670 "," 	10,924 "," 	8,145 "," 	10,505 "," 	7,922 "," 	5,153 "," 	13,414 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	642 ," 	2,579 "," 	3,221 ", 	78 , 	985 ," 	1,063 ", 	382 ," 	2,139 "," 	5,061 "," 	3,895 "," 	4,780 "," 	3,680 "," 	2,577 "," 	5,688 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	684 ," 	1,857 "," 	2,541 ", 	94 , 	383 , 	477 , 	2 ," 	2,373 "," 	4,465 "," 	3,759 "," 	4,280 "," 	3,587 "," 	2,465 "," 	5,607 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	713 ," 	2,432 "," 	3,145 ", 	86 , 	896 , 	982 , 	5 ," 	2,399 "," 	7,962 "," 	6,718 "," 	7,885 "," 	6,636 "," 	5,694 "," 	10,879 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT, 	742 ," 	2,894 "," 	3,636 ", 	133 , 	974 ," 	1,107 ", 	- 0," 	2,530 "," 	8,036 "," 	6,112 "," 	7,827 "," 	6,088 "," 	4,577 "," 	9,922 "
,2010-11,APRIL,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5QV,HERTFORDSHIRE PCT," 	2,528 "," 	7,847 "," 	10,375 ", 	369 ," 	1,961 "," 	2,330 ", 	252 ," 	7,250 "," 	20,970 "," 	17,146 "," 	19,569 "," 	16,159 "," 	11,005 "," 	25,761 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	506 ," 	2,091 "," 	2,597 ", 	93 , 	341 , 	434 , 	258 ," 	2,045 "," 	3,938 "," 	3,254 "," 	3,921 "," 	3,249 "," 	2,105 "," 	5,402 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	329 , 	987 ," 	1,316 ", 	65 , 	311 , 	376 , 	38 ," 	1,131 "," 	3,246 "," 	2,466 "," 	2,766 "," 	2,096 "," 	1,355 "," 	3,691 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	725 ," 	2,810 "," 	3,535 ", 	122 , 	676 , 	798 , 	1 ," 	2,205 "," 	7,180 "," 	4,985 "," 	6,805 "," 	4,964 "," 	3,808 "," 	8,266 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	517 ," 	1,953 "," 	2,470 ", 	122 , 	620 , 	742 , 	1 ," 	1,846 "," 	4,158 "," 	3,554 "," 	3,678 "," 	3,283 "," 	3,053 "," 	6,542 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	684 ," 	2,762 "," 	3,446 ", 	77 , 	567 , 	644 , 	82 ," 	3,027 "," 	8,652 "," 	6,304 "," 	8,181 "," 	5,381 "," 	5,326 "," 	9,671 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	537 ," 	1,893 "," 	2,430 ", 	71 , 	448 , 	519 , 	512 ," 	2,283 "," 	5,469 "," 	3,965 "," 	5,094 "," 	3,724 "," 	2,310 "," 	6,466 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	619 ," 	2,375 "," 	2,994 ", 	58 , 	699 , 	757 , 	353 ," 	2,040 "," 	6,472 "," 	4,635 "," 	6,034 "," 	3,829 "," 	3,759 "," 	7,020 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	297 ," 	1,234 "," 	1,531 ", 	43 , 	220 , 	263 , 	143 ," 	1,845 "," 	3,076 "," 	2,356 "," 	3,052 "," 	2,341 "," 	1,540 "," 	4,084 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	392 ," 	1,369 "," 	1,761 ", 	63 , 	207 , 	270 , 	- 0," 	1,931 "," 	4,030 "," 	3,199 "," 	3,785 "," 	2,981 "," 	2,296 "," 	4,885 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	350 ," 	1,191 "," 	1,541 ", 	60 , 	228 , 	288 , 	1 ," 	1,877 "," 	4,763 "," 	3,901 "," 	4,063 "," 	3,143 "," 	2,965 "," 	6,526 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	418 ," 	1,473 "," 	1,887 ", 	64 , 	562 , 	626 , 	1 ," 	2,558 "," 	7,374 "," 	4,667 "," 	5,576 "," 	3,848 "," 	3,525 "," 	7,280 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	455 ," 	1,997 "," 	2,452 ", 	47 , 	538 , 	585 , 	21 ," 	1,749 "," 	5,295 "," 	4,082 "," 	4,861 "," 	3,750 "," 	3,368 "," 	7,423 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	435 ," 	1,074 "," 	1,509 ", 	47 , 	195 , 	242 , 	7 ," 	1,895 "," 	4,221 "," 	2,894 "," 	3,840 "," 	2,644 "," 	1,921 "," 	4,539 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	662 ," 	2,362 "," 	3,024 ", 	95 , 	662 , 	757 , 	141 ," 	2,911 "," 	7,182 "," 	5,208 "," 	6,316 "," 	4,563 "," 	3,917 "," 	7,737 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	503 ," 	1,562 "," 	2,065 ", 	79 , 	377 , 	456 , 	2 ," 	1,704 "," 	5,593 "," 	4,185 "," 	4,887 "," 	3,710 "," 	1,726 "," 	5,931 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	541 ," 	1,945 "," 	2,486 ", 	60 , 	532 , 	592 , 	694 ," 	2,336 "," 	5,317 "," 	4,401 "," 	5,184 "," 	4,269 "," 	2,874 "," 	6,729 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	389 ," 	1,500 "," 	1,889 ", 	59 , 	534 , 	593 , 	236 ," 	1,584 "," 	1,516 "," 	2,723 "," 	1,408 "," 	2,619 "," 	1,669 "," 	4,214 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	419 ," 	1,462 "," 	1,881 ", 	59 , 	390 , 	449 , 	4 ," 	1,602 "," 	5,281 "," 	4,175 "," 	4,966 "," 	3,843 "," 	3,315 "," 	6,518 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	366 ," 	1,661 "," 	2,027 ", 	38 , 	465 , 	503 , 	2 ," 	1,564 "," 	4,413 "," 	3,605 "," 	4,041 "," 	3,229 "," 	2,391 "," 	5,849 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	680 ," 	2,451 "," 	3,131 ", 	114 , 	556 , 	670 , 	50 ," 	2,854 "," 	6,029 "," 	4,577 "," 	5,522 "," 	4,239 "," 	4,676 "," 	9,317 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	326 ," 	1,064 "," 	1,390 ", 	62 , 	284 , 	346 , 	6 ," 	1,276 "," 	3,531 "," 	2,601 "," 	3,393 "," 	2,491 "," 	1,700 "," 	7,131 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	434 ," 	1,421 "," 	1,855 ", 	68 , 	422 , 	490 , 	4 ," 	1,572 "," 	4,607 "," 	3,547 "," 	4,364 "," 	3,383 "," 	2,476 "," 	8,468 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	559 ," 	1,911 "," 	2,470 ", 	147 , 	604 , 	751 , 	104 ," 	2,821 "," 	6,622 "," 	4,245 "," 	5,498 "," 	3,840 "," 	3,930 "," 	8,758 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	464 ," 	1,742 "," 	2,206 ", 	123 , 	625 , 	748 , 	99 ," 	2,714 "," 	5,109 "," 	3,438 "," 	4,198 "," 	3,134 "," 	3,824 "," 	7,989 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	490 ," 	2,231 "," 	2,721 ", 	116 , 	505 , 	621 , 	- 0," 	2,047 "," 	5,435 "," 	3,867 "," 	5,116 "," 	3,753 "," 	2,775 "," 	6,612 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	525 ," 	1,450 "," 	1,975 ", 	80 , 	325 , 	405 , 	36 ," 	2,220 "," 	10,189 "," 	5,587 "," 	8,718 "," 	4,638 "," 	4,014 "," 	8,489 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	364 ," 	1,026 "," 	1,390 ", 	56 , 	298 , 	354 , 	19 ," 	1,062 "," 	3,964 "," 	3,020 "," 	3,417 "," 	2,621 "," 	1,330 "," 	4,436 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	745 ," 	2,181 "," 	2,926 ", 	109 , 	424 , 	533 , 	112 ," 	2,800 "," 	8,279 "," 	5,482 "," 	7,328 "," 	4,962 "," 	2,401 "," 	8,423 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	486 ," 	1,901 "," 	2,387 ", 	106 , 	495 , 	601 , 	119 ," 	2,286 "," 	4,847 "," 	3,758 "," 	4,804 "," 	3,733 "," 	2,209 "," 	6,519 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	468 ," 	1,971 "," 	2,439 ", 	77 , 	686 , 	763 , 	5 ," 	2,274 "," 	5,850 "," 	4,054 "," 	5,789 "," 	4,007 "," 	2,707 "," 	7,656 "
,2010-11,APRIL,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	507 ," 	1,875 "," 	2,382 ", 	86 , 	490 , 	576 , 	1 ," 	1,711 "," 	2,763 "," 	2,443 "," 	2,469 "," 	2,311 "," 	2,133 "," 	4,673 "
,2010-11,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	816 ," 	1,668 "," 	2,484 ", 	245 , 	343 , 	588 , 	- 0," 	2,123 "," 	4,524 "," 	3,859 "," 	4,370 "," 	3,705 "," 	2,076 "," 	6,392 "
,2010-11,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	699 ," 	2,066 "," 	2,765 ", 	284 , 	340 , 	625 , 	241 ," 	2,341 "," 	5,649 "," 	4,163 "," 	5,504 "," 	3,999 "," 	2,793 "," 	5,915 "
,2010-11,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,285 "," 	7,680 "," 	9,965 ", 	286 ," 	2,281 "," 	2,567 ", 	159 ," 	9,103 "," 	18,995 "," 	14,749 "," 	17,777 "," 	13,716 "," 	7,872 "," 	24,016 "
,2010-11,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	2,080 "," 	6,118 "," 	8,198 ", 	518 ," 	1,645 "," 	2,163 "," 	1,295 "," 	6,853 "," 	13,546 "," 	10,610 "," 	13,434 "," 	10,529 "," 	9,154 "," 	18,931 "
,2010-11,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT, 	841 ," 	2,426 "," 	3,267 ", 	193 , 	661 , 	854 , 	83 ," 	2,877 "," 	7,213 "," 	5,835 "," 	7,116 "," 	5,725 "," 	3,117 "," 	8,290 "
,2010-11,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	470 ," 	1,301 "," 	1,771 ", 	56 , 	470 , 	526 , 	- 0," 	1,666 "," 	4,099 "," 	3,234 "," 	4,095 "," 	3,231 "," 	1,597 "," 	4,564 "
,2010-11,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,554 "," 	4,142 "," 	5,696 ", 	291 ," 	1,145 "," 	1,436 ", 	2 ," 	4,856 "," 	12,094 "," 	9,157 "," 	11,119 "," 	8,198 "," 	7,202 "," 	15,262 "
,2010-11,APRIL,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	1,957 "," 	5,821 "," 	7,778 ", 	336 ," 	1,940 "," 	2,276 ", 	2 ," 	5,893 "," 	13,061 "," 	10,208 "," 	12,773 "," 	10,095 "," 	8,637 "," 	17,486 "
,2010-11,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	486 ," 	1,484 "," 	1,970 ", 	88 , 	445 , 	533 , 	2 ," 	2,087 "," 	3,416 "," 	2,907 "," 	3,052 "," 	2,559 "," 	1,640 "," 	4,916 "
,2010-11,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	409 ," 	1,287 "," 	1,696 ", 	38 , 	209 , 	247 , 	234 ," 	1,721 "," 	4,205 "," 	3,123 "," 	4,003 "," 	2,810 "," 	1,462 "," 	5,147 "
,2010-11,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	549 ," 	1,859 "," 	2,408 ", 	90 , 	757 , 	847 , 	436 ," 	2,114 "," 	3,560 "," 	2,898 "," 	3,558 "," 	2,894 "," 	2,127 "," 	4,614 "
,2010-11,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	2,944 "," 	10,226 "," 	13,170 ", 	387 ," 	2,743 "," 	3,130 "," 	2,858 "," 	9,616 "," 	21,090 "," 	16,705 "," 	20,729 "," 	16,407 "," 	11,324 "," 	28,126 "
,2010-11,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT, 	841 ," 	3,556 "," 	4,397 ", 	152 ," 	1,179 "," 	1,331 ", 	14 ," 	3,555 "," 	7,292 "," 	5,457 "," 	7,151 "," 	5,252 "," 	2,462 "," 	10,330 "
,2010-11,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,251 "," 	4,004 "," 	5,255 ", 	309 ," 	1,405 "," 	1,714 ", 	2 ," 	4,215 "," 	7,380 "," 	6,208 "," 	7,236 "," 	6,195 "," 	4,418 "," 	12,323 "
,2010-11,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	797 ," 	2,753 "," 	3,550 ", 	98 , 	508 , 	606 , 	69 ," 	2,547 "," 	6,689 "," 	4,988 "," 	6,325 "," 	4,694 "," 	2,702 "," 	8,983 "
,2010-11,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	644 ," 	2,947 "," 	3,591 ", 	103 , 	544 , 	647 , 	21 ," 	2,506 "," 	7,401 "," 	4,732 "," 	7,103 "," 	4,536 "," 	2,593 "," 	9,662 "
,2010-11,APRIL,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	273 , 	648 , 	921 , 	31 , 	52 , 	83 , 	3 , 	994 ," 	2,805 "," 	1,947 "," 	2,730 "," 	1,916 "," 	1,638 "," 	3,564 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	570 ," 	2,104 "," 	2,674 ", 	72 , 	949 ," 	1,021 ", 	- 0," 	1,528 "," 	3,244 "," 	2,583 "," 	3,097 "," 	2,562 "," 	1,864 "," 	4,419 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	644 ," 	1,795 "," 	2,439 ", 	136 , 	318 , 	454 , 	110 ," 	2,433 "," 	4,382 "," 	3,688 "," 	4,284 "," 	3,583 "," 	1,283 "," 	5,610 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	376 ," 	1,426 "," 	1,802 ", 	37 , 	229 , 	266 , 	- 0," 	1,292 "," 	3,345 "," 	2,641 "," 	3,044 "," 	2,633 "," 	1,718 "," 	4,152 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	531 ," 	1,692 "," 	2,223 ", 	97 , 	538 , 	635 , 	- 0," 	1,635 "," 	3,388 "," 	2,688 "," 	3,352 "," 	2,622 "," 	1,886 "," 	4,813 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	518 ," 	1,966 "," 	2,484 ", 	61 , 	695 , 	756 , 	1 ," 	1,743 "," 	3,413 "," 	2,755 "," 	3,320 "," 	2,762 "," 	1,450 "," 	4,385 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QH,GLOUCESTERSHIRE PCT," 	1,351 "," 	5,428 "," 	6,779 ", 	201 ," 	2,393 "," 	2,594 ", 	2 ," 	4,511 "," 	8,648 "," 	7,100 "," 	8,243 "," 	6,744 "," 	5,072 "," 	11,845 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QJ,BRISTOL PCT," 	1,008 "," 	3,684 "," 	4,692 ", 	148 ," 	1,435 "," 	1,583 ", 	1 ," 	3,596 "," 	6,640 "," 	5,231 "," 	6,193 "," 	4,870 "," 	3,987 "," 	9,460 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QK,WILTSHIRE PCT," 	1,031 "," 	3,373 "," 	4,404 ", 	149 , 	647 , 	796 , 	38 ," 	3,281 "," 	7,225 "," 	5,947 "," 	6,944 "," 	5,981 "," 	4,094 "," 	9,877 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QL,SOMERSET PCT," 	1,475 "," 	4,544 "," 	6,019 ", 	137 ," 	1,041 "," 	1,178 ", 	4 ," 	4,464 "," 	8,363 "," 	7,318 "," 	8,327 "," 	7,305 "," 	3,825 "," 	12,011 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QM,DORSET PCT," 	1,237 "," 	4,586 "," 	5,823 ", 	121 ," 	1,452 "," 	1,573 ", 	3 ," 	3,341 "," 	6,973 "," 	5,851 "," 	6,923 "," 	5,783 "," 	3,064 "," 	9,575 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QN,BOURNEMOUTH AND POOLE TEACHING PCT, 	837 ," 	3,847 "," 	4,684 ", 	130 ," 	1,855 "," 	1,985 ", 	1 ," 	3,336 "," 	5,494 "," 	4,047 "," 	5,292 "," 	3,949 "," 	3,637 "," 	8,761 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QP,CORNWALL AND ISLES OF SCILLY PCT," 	1,576 "," 	5,360 "," 	6,936 ", 	274 ," 	1,890 "," 	2,164 ", 	262 ," 	4,212 "," 	9,522 "," 	8,270 "," 	9,430 "," 	8,181 "," 	4,158 "," 	12,949 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QQ,DEVON PCT," 	2,384 "," 	7,087 "," 	9,471 ", 	541 ," 	2,687 "," 	3,228 ", 	86 ," 	5,470 "," 	12,574 "," 	10,732 "," 	12,502 "," 	10,600 "," 	5,285 "," 	16,939 "
,2010-11,APRIL,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,TAL,TORBAY CARE TRUST, 	386 ," 	1,190 "," 	1,576 ", 	83 , 	453 , 	536 , 	97 ," 	1,409 "," 	2,209 "," 	1,942 "," 	2,208 "," 	1,942 "," 	1,194 "," 	3,244 "
