Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-JUNE-2022,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13249,400,7547,916,0,441,7455,0,543,459,0,27,1111,555,5036,0,0,2510
MSitAE-JUNE-2022,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6848,0,349,0,0,0,2907,0,1,0,0,0,392,268,1531,0,0,852
MSitAE-JUNE-2022,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,14902,0,9816,127,0,1236,7166,0,1825,54,0,327,1668,346,3590,0,0,663
MSitAE-JUNE-2022,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9901,0,5377,15,0,70,2942,0,497,3,0,2,738,127,3231,0,0,326
MSitAE-JUNE-2022,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11621,1626,7286,43,0,61,5978,93,148,22,0,1,1117,3,3161,75,107,1898
MSitAE-JUNE-2022,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10563,0,8574,529,0,2,6030,0,1,279,0,0,1035,367,2243,0,0,1492
MSitAE-JUNE-2022,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24354,0,6285,0,0,0,11869,0,355,0,0,0,2005,642,6108,0,262,1415
MSitAE-JUNE-2022,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8210,0,2178,243,0,0,3814,0,0,0,0,0,555,264,1860,0,0,462
MSitAE-JUNE-2022,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5600,0,4504,0,0,492,2311,0,169,0,0,3,331,67,1952,0,0,1398
MSitAE-JUNE-2022,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9359,0,4986,201,0,1574,3351,0,375,33,0,0,415,49,2984,0,0,1396
MSitAE-JUNE-2022,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8617,0,2001,233,0,9,2835,0,1,42,0,0,584,199,2174,0,0,712
MSitAE-JUNE-2022,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,18271,0,10451,76,0,11,9615,0,66,26,0,0,1489,393,3493,0,0,1064
MSitAE-JUNE-2022,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,11928,0,0,141,0,0,4912,0,0,42,0,0,440,634,2651,0,0,1350
MSitAE-JUNE-2022,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,10389,0,5153,0,0,372,5028,0,289,0,0,0,1247,38,2162,0,124,1715
MSitAE-JUNE-2022,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8647,0,2947,225,0,54,2867,0,90,30,0,2,520,272,2313,0,21,958
MSitAE-JUNE-2022,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,8087,0,0,232,0,0,3300,0,0,84,0,0,666,297,2766,0,0,1615
MSitAE-JUNE-2022,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12122,0,0,16,0,0,899,0,0,0,0,0,0,0,0,98
MSitAE-JUNE-2022,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,11457,0,6166,3,0,0,6072,0,609,0,0,0,1243,692,3689,0,0,927
MSitAE-JUNE-2022,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7737,0,6786,0,0,1109,5303,0,623,0,0,245,1179,0,3063,0,0,710
MSitAE-JUNE-2022,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9574,0,5481,44,0,360,5339,0,14,25,0,0,271,52,2567,0,0,186
MSitAE-JUNE-2022,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,9285,0,0,432,0,0,3464,0,0,117,0,0,1129,51,2783,0,0,644
MSitAE-JUNE-2022,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1642,0,0,0,0,0,15,0,0,0,0,0,0,0,34,0
MSitAE-JUNE-2022,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,15414,1307,10375,928,0,0,7027,230,260,49,0,0,1586,40,3218,0,0,490
MSitAE-JUNE-2022,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,2128,0,0,44,0,0,77,0,0,1,0,0,0,0,0,0
MSitAE-JUNE-2022,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,1857,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2022,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,25517,952,19316,0,0,0,10900,5,3128,0,0,0,3146,396,5003,0,0,1174
MSitAE-JUNE-2022,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14444,2084,0,0,0,0,6031,77,0,0,0,0,1117,576,3658,9,0,858
MSitAE-JUNE-2022,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,29772,0,2348,697,0,86,9970,0,286,213,0,17,2210,14,8426,0,239,1214
MSitAE-JUNE-2022,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7704,0,2807,187,0,256,3765,0,68,49,0,5,732,17,2112,0,0,1631
MSitAE-JUNE-2022,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6086,282,8,195,0,0,2444,0,0,0,0,0,191,1,1452,0,0,560
MSitAE-JUNE-2022,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",7340,0,0,124,0,0,2995,0,0,40,0,0,845,437,2123,0,0,528
MSitAE-JUNE-2022,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,3465,0,4827,79,0,225,1367,0,575,16,0,35,555,6,1803,0,666,617
MSitAE-JUNE-2022,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7062,0,494,58,0,0,0,0,0,0,0,0,600,85,1689,0,0,657
MSitAE-JUNE-2022,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,13211,638,4497,0,0,310,3889,0,2,0,0,0,43,41,3387,0,0,830
MSitAE-JUNE-2022,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,14841,0,11350,188,0,337,6598,0,1150,32,0,41,2494,373,3787,0,0,1105
MSitAE-JUNE-2022,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11605,0,254,6,0,321,4293,0,2,1,0,0,904,0,3438,0,0,948
MSitAE-JUNE-2022,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",8680,0,5334,0,0,0,4036,0,11,0,0,0,1013,91,2691,0,0,477
MSitAE-JUNE-2022,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12270,0,0,684,0,0,4582,0,0,0,0,0,291,32,1438,0,0,403
MSitAE-JUNE-2022,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,13395,271,171,428,0,0,3643,0,0,86,0,0,784,113,1921,3,0,131
MSitAE-JUNE-2022,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE HOSPITALS NHS TRUST,18564,0,4948,120,0,35,0,0,0,0,0,0,1489,2,3750,0,191,885
MSitAE-JUNE-2022,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1086,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2022,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12217,3767,7075,0,0,0,0,0,0,0,0,0,1282,70,2719,0,0,1124
MSitAE-JUNE-2022,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,0,0,7705,0,0,641,0,0,107,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2022,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14761,0,10262,13,0,83,6067,0,202,0,0,3,733,5,4228,0,232,1400
MSitAE-JUNE-2022,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
MSitAE-JUNE-2022,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15576,1648,284,490,0,0,0,0,0,0,0,0,870,490,3758,0,0,3429
MSitAE-JUNE-2022,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5867,0,0,475,0,0,171,0,0,13,0,0,0,0,0,0
MSitAE-JUNE-2022,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9898,0,5964,352,0,125,0,0,0,0,0,0,640,351,2707,0,36,607
MSitAE-JUNE-2022,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,11014,0,2003,101,0,162,5824,0,222,17,0,0,1284,392,2937,0,35,1712
MSitAE-JUNE-2022,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,6893,0,9561,0,0,3,3636,0,246,0,0,0,479,44,1721,0,0,1197
MSitAE-JUNE-2022,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,33043,0,65,135,0,0,15504,0,0,68,0,0,8944,552,8944,0,0,4702
MSitAE-JUNE-2022,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10460,0,0,0,0,0,5365,0,0,0,0,0,926,427,2979,0,0,1775
MSitAE-JUNE-2022,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7231,0,2814,247,0,92,3053,0,50,59,0,2,1101,313,1870,0,0,198
MSitAE-JUNE-2022,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,12095,0,17696,262,0,0,5155,0,2700,111,0,0,865,228,6375,0,0,1745
MSitAE-JUNE-2022,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7526,0,3589,117,0,46,2636,0,139,26,0,3,472,250,2183,0,200,548
MSitAE-JUNE-2022,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,12071,2146,0,718,0,0,4017,66,0,0,0,0,327,0,2796,0,0,758
MSitAE-JUNE-2022,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,12899,0,0,0,0,0,4734,0,0,0,0,0,1080,502,3869,0,0,550
MSitAE-JUNE-2022,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,2061,0,0,0,0,0,84,0,0,0,0,0,0,0,0,158
MSitAE-JUNE-2022,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12513,0,5080,0,0,4385,6421,0,0,0,0,0,1887,63,5300,0,0,858
MSitAE-JUNE-2022,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3799,0,0,113,0,0,132,0,0,1,0,0,0,0,0,0
MSitAE-JUNE-2022,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,22421,0,4189,0,0,0,9189,0,254,0,0,0,1177,558,3244,0,0,474
MSitAE-JUNE-2022,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MSitAE-JUNE-2022,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11538,1500,418,1266,0,80,4750,0,8,417,0,0,712,0,3490,116,13,3891
MSitAE-JUNE-2022,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2022,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,15862,0,13677,154,0,82,9432,0,1886,59,0,8,997,256,4196,0,292,1712
MSitAE-JUNE-2022,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,8487,629,2669,1120,0,372,0,0,0,0,0,0,1546,0,3157,0,0,2538
MSitAE-JUNE-2022,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8576,0,6407,502,0,1301,3626,0,1091,150,0,0,923,23,2402,0,0,954
MSitAE-JUNE-2022,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,6488,0,8808,53,0,248,3261,0,235,30,0,8,1297,74,2289,0,481,1407
MSitAE-JUNE-2022,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5910,0,6625,0,0,697,2973,0,717,0,0,65,716,14,1577,0,0,469
MSitAE-JUNE-2022,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,10159,0,1498,16,0,4,4297,0,133,2,0,0,599,359,1846,0,39,739
MSitAE-JUNE-2022,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,5351,0,124,246,0,8,393,0,0,21,0,0,0,1,850,0,0,182
MSitAE-JUNE-2022,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7630,0,0,197,0,0,565,0,0,6,0,0,0,0,0,0
MSitAE-JUNE-2022,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16858,213,8480,472,0,0,8117,0,444,39,0,0,2329,19,5155,0,0,1414
MSitAE-JUNE-2022,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2022,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,17834,0,5687,112,0,0,7154,0,35,45,0,0,1213,548,4186,0,324,1596
MSitAE-JUNE-2022,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0,0,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,TOTAL,TOTAL,TOTAL,1363040,40782,707625,32184,128,39911,496702,1130,38147,6244,0,969,108075,22034,364641,444,6948,128208
