,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendances (G&A) 
,2011-12,AUGUST,,,,England," 	128,995 "," 	483,740 "," 	612,735 "," 	21,582 "," 	150,940 "," 	172,522 "," 	22,057 "," 	436,133 "," 	957,833 "," 	804,040 "," 	909,070 "," 	762,671 "," 	532,317 "," 	1,326,879 "
,2011-12,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PE,DUDLEY PCT, 	854 ," 	3,236 "," 	4,090 ", 	162 ," 	1,314 "," 	1,476 ", 	54 ," 	2,512 "," 	4,480 "," 	5,515 "," 	3,952 "," 	4,730 "," 	1,295 "," 	8,324 "
,2011-12,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	791 ," 	3,126 "," 	3,917 ", 	124 , 	669 , 	793 , 	576 ," 	2,845 "," 	7,053 "," 	5,531 "," 	6,590 "," 	4,849 "," 	3,103 "," 	8,365 "
,2011-12,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT, 	944 ," 	3,787 "," 	4,731 ", 	163 ," 	1,426 "," 	1,589 ", 	184 ," 	3,500 "," 	9,466 "," 	7,443 "," 	8,546 "," 	6,705 "," 	5,654 "," 	12,248 "
,2011-12,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	547 ," 	1,731 "," 	2,278 ", 	195 , 	572 , 	767 , 	31 ," 	1,500 "," 	3,103 "," 	3,012 "," 	2,828 "," 	2,490 "," 	1,026 "," 	3,704 "
,2011-12,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	587 ," 	2,184 "," 	2,771 ", 	161 , 	691 , 	852 , 	36 ," 	2,352 "," 	4,334 "," 	4,449 "," 	3,719 "," 	3,321 "," 	1,270 "," 	4,869 "
,2011-12,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,460 "," 	6,478 "," 	7,938 ", 	224 ," 	2,526 "," 	2,750 ", 	401 ," 	4,443 "," 	12,393 "," 	9,593 "," 	11,838 "," 	9,248 "," 	8,472 "," 	15,247 "
,2011-12,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,288 "," 	4,890 "," 	6,178 ", 	223 ," 	1,755 "," 	1,978 "," 	1,337 "," 	3,912 "," 	10,007 "," 	7,384 "," 	9,257 "," 	7,041 "," 	5,925 "," 	12,587 "
,2011-12,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,393 "," 	4,679 "," 	6,072 ", 	158 ," 	1,516 "," 	1,674 ", 	34 ," 	3,788 "," 	8,942 "," 	7,445 "," 	8,624 "," 	7,230 "," 	5,950 "," 	12,151 "
,2011-12,AUGUST,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5QW,SOLIHULL PCT, 	495 ," 	1,843 "," 	2,338 ", 	102 , 	852 , 	954 , 	27 ," 	1,586 "," 	4,218 "," 	3,641 "," 	3,895 "," 	2,947 "," 	2,534 "," 	5,104 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	525 ," 	1,309 "," 	1,834 ", 	105 , 	281 , 	386 , 	2 ," 	1,443 "," 	3,206 "," 	3,096 "," 	3,067 "," 	2,855 "," 	1,448 "," 	5,200 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	932 ," 	3,598 "," 	4,530 ", 	188 ," 	1,363 "," 	1,551 ", 	1 ," 	2,486 "," 	7,400 "," 	5,470 "," 	7,339 "," 	5,454 "," 	3,005 "," 	8,222 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT, 	969 ," 	3,574 "," 	4,543 ", 	167 , 	634 , 	801 , 	47 ," 	2,685 "," 	7,099 "," 	6,431 "," 	6,910 "," 	6,269 "," 	2,792 "," 	9,792 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	401 ," 	1,333 "," 	1,734 ", 	55 , 	399 , 	454 , 	5 ," 	1,304 "," 	2,850 "," 	2,354 "," 	2,527 "," 	2,068 "," 	1,947 "," 	3,572 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,237 "," 	6,157 "," 	7,394 ", 	205 ," 	2,177 "," 	2,382 "," 	1,260 "," 	4,057 "," 	9,472 "," 	8,032 "," 	9,109 "," 	7,707 "," 	7,134 "," 	12,971 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	1,927 "," 	8,546 "," 	10,473 ", 	328 ," 	3,129 "," 	3,457 ", 	35 ," 	5,804 "," 	13,353 "," 	12,003 "," 	12,975 "," 	11,699 "," 	5,586 "," 	19,205 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	701 ," 	2,567 "," 	3,268 ", 	149 , 	403 , 	552 , 	2 ," 	1,864 "," 	4,692 "," 	4,530 "," 	4,673 "," 	4,400 "," 	1,464 "," 	6,212 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,326 "," 	5,902 "," 	7,228 ", 	177 ," 	2,147 "," 	2,324 ", 	218 ," 	4,324 "," 	10,905 "," 	8,822 "," 	10,562 "," 	8,664 "," 	5,633 "," 	16,321 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	677 ," 	2,616 "," 	3,293 ", 	65 , 	963 ," 	1,028 ", 	314 ," 	2,054 "," 	4,512 "," 	3,951 "," 	4,220 "," 	3,686 "," 	2,779 "," 	6,108 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	788 ," 	2,256 "," 	3,044 ", 	73 , 	336 , 	409 , 	3 ," 	2,734 "," 	4,686 "," 	4,769 "," 	4,372 "," 	4,687 "," 	1,449 "," 	7,158 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	754 ," 	2,951 "," 	3,705 ", 	69 ," 	1,211 "," 	1,280 ", 	3 ," 	2,510 "," 	7,286 "," 	5,435 "," 	6,713 "," 	5,222 "," 	3,953 "," 	8,786 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT, 	666 ," 	3,023 "," 	3,689 ", 	115 ," 	1,243 "," 	1,358 ", 	- 0," 	2,499 "," 	7,649 "," 	6,097 "," 	7,321 "," 	6,027 "," 	4,430 "," 	9,953 "
,2011-12,AUGUST,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5QV,HERTFORDSHIRE PCT," 	2,817 "," 	8,879 "," 	11,696 ", 	517 ," 	2,492 "," 	3,009 ", 	269 ," 	7,648 "," 	19,604 "," 	16,420 "," 	18,461 "," 	15,815 "," 	11,706 "," 	26,257 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	467 ," 	2,155 "," 	2,622 ", 	80 , 	391 , 	471 , 	358 ," 	2,272 "," 	3,723 "," 	3,151 "," 	3,648 "," 	3,112 "," 	2,183 "," 	5,838 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	397 ," 	1,059 "," 	1,456 ", 	23 , 	210 , 	233 , 	40 ," 	1,046 "," 	3,250 "," 	2,920 "," 	2,847 "," 	2,546 "," 	1,465 "," 	4,011 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	669 ," 	3,303 "," 	3,972 ", 	89 , 	770 , 	859 , 	2 ," 	2,214 "," 	7,064 "," 	5,114 "," 	6,645 "," 	5,102 "," 	4,080 "," 	8,687 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	532 ," 	2,120 "," 	2,652 ", 	92 , 	597 , 	689 , 	- 0," 	1,817 "," 	3,706 "," 	3,912 "," 	3,394 "," 	3,683 "," 	3,025 "," 	7,263 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	661 ," 	3,105 "," 	3,766 ", 	114 , 	832 , 	946 , 	118 ," 	2,706 "," 	7,892 "," 	6,424 "," 	7,374 "," 	5,876 "," 	5,756 "," 	10,366 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	605 ," 	2,230 "," 	2,835 ", 	105 , 	559 , 	664 , 	589 ," 	2,015 "," 	5,430 "," 	4,093 "," 	5,054 "," 	3,887 "," 	2,570 "," 	6,962 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	599 ," 	2,937 "," 	3,536 ", 	70 , 	880 , 	950 , 	290 ," 	2,062 "," 	6,201 "," 	5,462 "," 	5,776 "," 	4,998 "," 	4,307 "," 	8,554 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	290 ," 	1,258 "," 	1,548 ", 	54 , 	247 , 	301 , 	148 ," 	1,974 "," 	2,780 "," 	2,273 "," 	2,718 "," 	2,226 "," 	2,275 "," 	4,198 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	388 ," 	1,668 "," 	2,056 ", 	60 , 	336 , 	396 , 	- 0," 	1,782 "," 	3,748 "," 	3,368 "," 	3,354 "," 	2,916 "," 	1,941 "," 	5,554 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	337 ," 	1,303 "," 	1,640 ", 	43 , 	266 , 	309 , 	1 ," 	2,112 "," 	5,752 "," 	4,562 "," 	3,788 "," 	2,875 "," 	2,533 "," 	6,485 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	503 ," 	1,797 "," 	2,300 ", 	77 , 	702 , 	779 , 	- 0," 	2,699 "," 	8,086 "," 	6,272 "," 	5,606 "," 	4,121 "," 	3,529 "," 	8,041 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	443 ," 	2,125 "," 	2,568 ", 	57 , 	605 , 	662 , 	15 ," 	1,647 "," 	4,605 "," 	3,831 "," 	4,258 "," 	3,542 "," 	3,128 "," 	7,450 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	377 ," 	1,206 "," 	1,583 ", 	46 , 	192 , 	238 , 	9 ," 	1,419 "," 	3,778 "," 	3,069 "," 	3,488 "," 	2,831 "," 	3,151 "," 	6,192 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	705 ," 	2,803 "," 	3,508 ", 	82 , 	651 , 	733 , 	174 ," 	2,934 "," 	8,125 "," 	6,121 "," 	7,245 "," 	5,501 "," 	4,505 "," 	9,354 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	429 ," 	1,641 "," 	2,070 ", 	59 , 	407 , 	466 , 	6 ," 	1,741 "," 	5,663 "," 	4,073 "," 	5,270 "," 	3,720 "," 	2,380 "," 	5,991 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	583 ," 	2,207 "," 	2,790 ", 	53 , 	685 , 	738 , 	595 ," 	2,357 "," 	6,708 "," 	5,388 "," 	6,525 "," 	5,256 "," 	3,254 "," 	7,702 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	479 ," 	1,822 "," 	2,301 ", 	83 , 	703 , 	786 , 	248 ," 	1,591 "," 	4,235 "," 	3,552 "," 	4,143 "," 	3,484 "," 	1,908 "," 	4,972 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	357 ," 	1,773 "," 	2,130 ", 	49 , 	469 , 	518 , 	- 0," 	1,473 "," 	4,981 "," 	3,969 "," 	4,703 "," 	3,723 "," 	3,114 "," 	7,072 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	422 ," 	1,787 "," 	2,209 ", 	43 , 	461 , 	504 , 	3 ," 	1,673 "," 	4,298 "," 	3,625 "," 	3,980 "," 	3,360 "," 	2,477 "," 	6,412 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	708 ," 	2,994 "," 	3,702 ", 	92 , 	757 , 	849 , 	72 ," 	2,780 "," 	6,095 "," 	4,680 "," 	5,433 "," 	4,332 "," 	4,040 "," 	8,632 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	301 ," 	1,081 "," 	1,382 ", 	67 , 	248 , 	315 , 	- 0," 	1,048 "," 	4,251 "," 	2,751 "," 	4,062 "," 	2,600 "," 	2,271 "," 	4,924 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	381 ," 	1,520 "," 	1,901 ", 	51 , 	327 , 	378 , 	4 ," 	1,573 "," 	5,024 "," 	3,385 "," 	4,840 "," 	3,248 "," 	2,932 "," 	6,084 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	623 ," 	2,049 "," 	2,672 ", 	109 , 	515 , 	624 , 	11 ," 	2,635 "," 	6,432 "," 	4,979 "," 	5,196 "," 	4,653 "," 	4,073 "," 	10,116 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	502 ," 	2,005 "," 	2,507 ", 	83 , 	557 , 	640 , 	98 ," 	2,594 "," 	5,239 "," 	4,511 "," 	4,291 "," 	4,230 "," 	4,038 "," 	9,408 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	544 ," 	2,273 "," 	2,817 ", 	103 , 	577 , 	680 , 	103 ," 	2,116 "," 	5,057 "," 	4,284 "," 	4,722 "," 	4,180 "," 	5,084 "," 	9,527 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	670 ," 	1,762 "," 	2,432 ", 	54 , 	313 , 	367 , 	58 ," 	1,939 "," 	8,630 "," 	5,851 "," 	7,336 "," 	5,404 "," 	3,022 "," 	9,220 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	355 ," 	1,070 "," 	1,425 ", 	46 , 	267 , 	313 , 	22 ," 	1,054 "," 	3,818 "," 	3,181 "," 	3,345 "," 	2,814 "," 	1,611 "," 	4,491 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	819 ," 	2,883 "," 	3,702 ", 	98 , 	568 , 	666 , 	125 ," 	2,603 "," 	7,666 "," 	6,064 "," 	6,928 "," 	5,805 "," 	2,321 "," 	9,741 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	486 ," 	2,018 "," 	2,504 ", 	83 , 	506 , 	589 , 	251 ," 	2,397 "," 	5,356 "," 	3,761 "," 	5,148 "," 	3,611 "," 	2,228 "," 	6,251 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	484 ," 	2,067 "," 	2,551 ", 	96 , 	717 , 	813 , 	27 ," 	2,297 "," 	5,789 "," 	4,138 "," 	5,096 "," 	3,810 "," 	2,621 "," 	6,594 "
,2011-12,AUGUST,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	509 ," 	1,962 "," 	2,471 ", 	86 , 	463 , 	549 , 	- 0," 	1,693 "," 	2,947 "," 	2,758 "," 	2,755 "," 	2,653 "," 	2,364 "," 	5,378 "
,2011-12,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	873 ," 	1,862 "," 	2,735 ", 	319 , 	453 , 	772 , 	2 ," 	2,075 "," 	4,878 "," 	4,320 "," 	4,708 "," 	4,175 "," 	2,604 "," 	6,749 "
,2011-12,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	834 ," 	1,905 "," 	2,739 ", 	351 , 	268 , 	619 , 	4 ," 	2,522 "," 	5,532 "," 	4,329 "," 	5,342 "," 	4,148 "," 	3,422 "," 	6,263 "
,2011-12,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,437 "," 	8,942 "," 	11,379 ", 	324 ," 	2,456 "," 	2,780 ", 	209 ," 	7,796 "," 	18,572 "," 	16,301 "," 	17,432 "," 	15,196 "," 	8,274 "," 	26,165 "
,2011-12,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	2,303 "," 	7,367 "," 	9,670 ", 	349 ," 	1,981 "," 	2,330 "," 	1,001 "," 	6,547 "," 	13,604 "," 	11,107 "," 	13,414 "," 	10,944 "," 	8,766 "," 	20,374 "
,2011-12,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT," 	1,030 "," 	2,785 "," 	3,815 ", 	253 , 	916 ," 	1,169 ", 	4 ," 	2,747 "," 	7,769 "," 	6,321 "," 	7,680 "," 	6,246 "," 	3,420 "," 	8,890 "
,2011-12,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	488 ," 	1,418 "," 	1,906 ", 	73 , 	574 , 	647 , 	- 0," 	1,455 "," 	3,765 "," 	3,140 "," 	3,760 "," 	3,137 "," 	1,659 "," 	4,624 "
,2011-12,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,571 "," 	4,746 "," 	6,317 ", 	309 ," 	1,252 "," 	1,561 ", 	3 ," 	4,817 "," 	11,435 "," 	9,557 "," 	10,859 "," 	9,043 "," 	7,691 "," 	16,054 "
,2011-12,AUGUST,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	2,092 "," 	7,353 "," 	9,445 ", 	468 ," 	2,839 "," 	3,307 ", 	4 ," 	6,358 "," 	12,816 "," 	10,249 "," 	12,446 "," 	10,053 "," 	8,274 "," 	16,987 "
,2011-12,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	493 ," 	1,759 "," 	2,252 ", 	74 , 	488 , 	562 , 	150 ," 	2,298 "," 	3,890 "," 	3,625 "," 	3,568 "," 	3,342 "," 	1,700 "," 	5,637 "
,2011-12,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	384 ," 	1,495 "," 	1,879 ", 	45 , 	221 , 	266 , 	307 ," 	1,869 "," 	4,071 "," 	3,142 "," 	3,793 "," 	2,975 "," 	1,400 "," 	5,074 "
,2011-12,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	594 ," 	2,178 "," 	2,772 ", 	94 , 	672 , 	766 , 	931 ," 	2,262 "," 	4,103 "," 	3,632 "," 	4,046 "," 	3,365 "," 	2,628 "," 	5,629 "
,2011-12,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	2,889 "," 	11,166 "," 	14,055 ", 	376 ," 	2,766 "," 	3,142 "," 	3,048 "," 	9,722 "," 	20,006 "," 	17,558 "," 	19,669 "," 	17,281 "," 	11,742 "," 	29,877 "
,2011-12,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT, 	913 ," 	3,881 "," 	4,794 ", 	135 ," 	1,016 "," 	1,151 ", 	41 ," 	3,466 "," 	7,904 "," 	6,823 "," 	7,563 "," 	6,493 "," 	2,726 "," 	11,377 "
,2011-12,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,153 "," 	3,949 "," 	5,102 ", 	168 ," 	1,161 "," 	1,329 ", 	76 ," 	4,044 "," 	7,609 "," 	7,493 "," 	7,424 "," 	7,323 "," 	4,184 "," 	11,465 "
,2011-12,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	930 ," 	2,532 "," 	3,462 ", 	131 , 	396 , 	527 , 	80 ," 	2,437 "," 	6,949 "," 	5,789 "," 	6,116 "," 	5,058 "," 	3,578 "," 	11,892 "
,2011-12,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	764 ," 	2,617 "," 	3,381 ", 	102 , 	329 , 	431 , 	55 ," 	2,669 "," 	7,241 "," 	5,594 "," 	6,765 "," 	4,990 "," 	2,665 "," 	7,919 "
,2011-12,AUGUST,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	272 , 	689 , 	961 , 	37 , 	75 , 	112 , 	31 , 	980 ," 	2,723 "," 	2,174 "," 	2,643 "," 	2,091 "," 	1,929 "," 	3,293 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	548 ," 	2,333 "," 	2,881 ", 	77 ," 	1,068 "," 	1,145 ", 	- 0," 	1,491 "," 	3,579 "," 	3,381 "," 	3,384 "," 	3,235 "," 	2,084 "," 	5,277 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	669 ," 	2,062 "," 	2,731 ", 	134 , 	389 , 	523 , 	105 ," 	2,165 "," 	4,132 "," 	3,551 "," 	4,126 "," 	3,546 "," 	1,156 "," 	5,963 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	356 ," 	1,350 "," 	1,706 ", 	33 , 	236 , 	269 , 	2 ," 	1,252 "," 	2,383 "," 	2,671 "," 	2,318 "," 	2,604 "," 	1,375 "," 	4,587 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	437 ," 	1,839 "," 	2,276 ", 	55 , 	637 , 	692 , 	- 0," 	1,603 "," 	3,692 "," 	2,977 "," 	3,613 "," 	2,829 "," 	1,659 "," 	4,854 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	462 ," 	2,077 "," 	2,539 ", 	69 , 	762 , 	831 , 	- 0," 	1,367 "," 	3,856 "," 	3,412 "," 	3,784 "," 	3,342 "," 	1,725 "," 	5,291 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QH,GLOUCESTERSHIRE PCT," 	1,251 "," 	5,774 "," 	7,025 ", 	196 ," 	2,611 "," 	2,807 ", 	7 ," 	4,130 "," 	8,793 "," 	7,758 "," 	8,358 "," 	7,350 "," 	5,246 "," 	12,796 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QJ,BRISTOL PCT, 	953 ," 	4,026 "," 	4,979 ", 	139 ," 	1,633 "," 	1,772 ", 	- 0," 	3,126 "," 	7,295 "," 	6,427 "," 	6,699 "," 	5,892 "," 	3,570 "," 	10,176 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QK,WILTSHIRE PCT," 	1,064 "," 	3,709 "," 	4,773 ", 	134 , 	807 , 	941 , 	20 ," 	3,258 "," 	6,729 "," 	6,678 "," 	6,699 "," 	6,634 "," 	3,442 "," 	10,616 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QL,SOMERSET PCT," 	1,391 "," 	5,168 "," 	6,559 ", 	171 ," 	1,128 "," 	1,299 ", 	3 ," 	4,605 "," 	8,146 "," 	7,447 "," 	8,123 "," 	7,430 "," 	4,566 "," 	12,552 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QM,DORSET PCT," 	1,203 "," 	4,966 "," 	6,169 ", 	168 ," 	1,635 "," 	1,803 ", 	- 0," 	3,775 "," 	6,977 "," 	6,020 "," 	6,963 "," 	5,994 "," 	3,278 "," 	9,762 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QN,BOURNEMOUTH AND POOLE TEACHING PCT, 	838 ," 	4,347 "," 	5,185 ", 	158 ," 	2,040 "," 	2,198 ", 	4 ," 	3,338 "," 	5,693 "," 	4,396 "," 	5,684 "," 	4,388 "," 	3,536 "," 	9,054 "
,2011-12,AUGUST,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QP,CORNWALL AND ISLES OF SCILLY PCT," 	1,697 "," 	6,378 "," 	8,075 ", 	267 ," 	2,116 "," 	2,383 ", 	405 ," 	3,945 "," 	9,338 "," 	9,175 "," 	9,288 "," 	9,128 "," 	4,808 "," 	14,534 "
