,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendances (G&A) 
,2011-12,FEBRUARY,,,,England," 	129,306 "," 	495,177 "," 	624,483 "," 	19,835 "," 	152,909 "," 	172,744 "," 	21,725 "," 	446,044 "," 	961,608 "," 	792,234 "," 	914,764 "," 	751,521 "," 	536,553 "," 	1,314,131 "
,2011-12,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MX,HEART OF BIRMINGHAM TEACHING PCT, 	489 ," 	1,847 "," 	2,336 ", 	91 , 	387 , 	478 , 	534 ," 	2,896 "," 	5,652 "," 	4,656 "," 	4,537 "," 	3,453 "," 	4,487 "," 	7,297 "
,2011-12,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PE,DUDLEY PCT, 	780 ," 	3,337 "," 	4,117 ", 	127 ," 	1,235 "," 	1,362 ", 	36 ," 	2,677 "," 	5,647 "," 	5,249 "," 	5,007 "," 	4,487 "," 	1,228 "," 	7,802 "
,2011-12,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	747 ," 	3,244 "," 	3,991 ", 	103 , 	664 , 	767 , 	603 ," 	3,265 "," 	7,385 "," 	5,556 "," 	6,771 "," 	4,810 "," 	3,172 "," 	8,066 "
,2011-12,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT," 	1,045 "," 	3,927 "," 	4,972 ", 	203 ," 	1,612 "," 	1,815 ", 	165 ," 	4,571 "," 	9,528 "," 	7,176 "," 	8,523 "," 	6,400 "," 	6,474 "," 	11,545 "
,2011-12,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	549 ," 	1,752 "," 	2,301 ", 	214 , 	553 , 	767 , 	28 ," 	1,768 "," 	3,099 "," 	2,782 "," 	2,825 "," 	2,265 ", 	979 ," 	3,444 "
,2011-12,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	659 ," 	2,167 "," 	2,826 ", 	225 , 	683 , 	908 , 	33 ," 	2,754 "," 	4,243 "," 	3,949 "," 	3,624 "," 	2,825 "," 	1,229 "," 	4,361 "
,2011-12,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,509 "," 	6,687 "," 	8,196 ", 	171 ," 	2,504 "," 	2,675 ", 	342 ," 	5,036 "," 	12,723 "," 	9,980 "," 	12,123 "," 	9,553 "," 	7,949 "," 	15,322 "
,2011-12,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,216 "," 	4,927 "," 	6,143 ", 	121 ," 	1,762 "," 	1,883 "," 	1,398 "," 	3,961 "," 	9,875 "," 	7,509 "," 	9,096 "," 	7,113 "," 	4,731 "," 	12,407 "
,2011-12,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,265 "," 	4,713 "," 	5,978 ", 	98 ," 	1,655 "," 	1,753 ", 	41 ," 	3,831 "," 	8,896 "," 	7,143 "," 	8,568 "," 	6,916 "," 	5,929 "," 	11,562 "
,2011-12,FEBRUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5QW,SOLIHULL PCT, 	551 ," 	1,949 "," 	2,500 ", 	98 , 	886 , 	984 , 	27 ," 	1,988 "," 	4,758 "," 	3,811 "," 	4,425 "," 	3,199 "," 	2,663 "," 	5,255 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	558 ," 	1,272 "," 	1,830 ", 	71 , 	287 , 	358 , 	1 ," 	1,678 "," 	3,362 "," 	3,133 "," 	3,079 "," 	2,729 "," 	1,683 "," 	5,107 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	934 ," 	3,372 "," 	4,306 ", 	182 ," 	1,370 "," 	1,552 ", 	- 0," 	2,579 "," 	6,948 "," 	5,408 "," 	6,898 "," 	5,387 "," 	3,152 "," 	8,297 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT, 	964 ," 	3,588 "," 	4,552 ", 	112 , 	710 , 	822 , 	24 ," 	2,684 "," 	6,836 "," 	6,007 "," 	6,645 "," 	5,767 "," 	3,023 "," 	9,314 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	383 ," 	1,267 "," 	1,650 ", 	56 , 	406 , 	462 , 	8 ," 	1,339 "," 	3,385 "," 	2,507 "," 	3,033 "," 	2,183 "," 	1,858 "," 	3,607 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,308 "," 	5,410 "," 	6,718 ", 	235 ," 	1,955 "," 	2,190 "," 	1,200 "," 	4,107 "," 	9,478 "," 	7,536 "," 	9,155 "," 	7,223 "," 	7,067 "," 	12,156 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	1,900 "," 	8,796 "," 	10,696 ", 	283 ," 	3,235 "," 	3,518 ", 	32 ," 	5,987 "," 	12,879 "," 	11,670 "," 	12,539 "," 	11,354 "," 	5,457 "," 	18,390 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	565 ," 	2,281 "," 	2,846 ", 	135 , 	454 , 	589 , 	- 0," 	1,737 "," 	4,604 "," 	4,190 "," 	4,581 "," 	4,106 "," 	1,350 "," 	5,914 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,176 "," 	5,624 "," 	6,800 ", 	163 ," 	2,142 "," 	2,305 ", 	166 ," 	3,769 "," 	10,785 "," 	9,479 "," 	10,620 "," 	9,321 "," 	6,430 "," 	15,614 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	572 ," 	2,329 "," 	2,901 ", 	65 , 	746 , 	811 , 	257 ," 	2,066 "," 	4,554 "," 	4,193 "," 	4,257 "," 	3,921 "," 	2,704 "," 	6,232 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	793 ," 	2,404 "," 	3,197 ", 	79 , 	381 , 	460 , 	1 ," 	2,591 "," 	4,946 "," 	4,832 "," 	4,621 "," 	4,745 "," 	1,553 "," 	7,310 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	914 ," 	2,957 "," 	3,871 ", 	70 ," 	1,211 "," 	1,281 ", 	2 ," 	2,396 "," 	6,136 "," 	5,472 "," 	5,679 "," 	5,299 "," 	3,777 "," 	8,712 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT, 	789 ," 	3,315 "," 	4,104 ", 	137 ," 	1,153 "," 	1,290 ", 	1 ," 	2,657 "," 	6,616 "," 	5,826 "," 	6,301 "," 	5,499 "," 	4,581 "," 	9,585 "
,2011-12,FEBRUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5QV,HERTFORDSHIRE PCT," 	2,731 "," 	8,581 "," 	11,312 ", 	431 ," 	2,255 "," 	2,686 ", 	247 ," 	8,028 "," 	19,363 "," 	15,998 "," 	18,891 "," 	15,481 "," 	10,753 "," 	25,514 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	552 ," 	2,376 "," 	2,928 ", 	71 , 	463 , 	534 , 	- 0," 	2,110 "," 	4,363 "," 	3,792 "," 	4,295 "," 	3,742 "," 	2,333 "," 	6,054 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	334 ," 	1,129 "," 	1,463 ", 	32 , 	250 , 	282 , 	49 , 	961 ," 	2,842 "," 	2,778 "," 	2,446 "," 	2,400 "," 	1,454 "," 	3,915 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	780 ," 	3,714 "," 	4,494 ", 	95 ," 	1,111 "," 	1,206 ", 	2 ," 	2,208 "," 	7,211 "," 	5,341 "," 	6,710 "," 	5,282 "," 	4,122 "," 	8,704 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	583 ," 	2,369 "," 	2,952 ", 	67 , 	688 , 	755 , 	- 0," 	1,644 "," 	4,013 "," 	3,909 "," 	3,671 "," 	3,681 "," 	2,515 "," 	6,878 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	594 ," 	3,135 "," 	3,729 ", 	94 , 	912 ," 	1,006 ", 	68 ," 	2,858 "," 	7,562 "," 	6,047 "," 	7,101 "," 	5,576 "," 	5,680 "," 	9,326 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	630 ," 	2,487 "," 	3,117 ", 	95 , 	612 , 	707 , 	684 ," 	2,225 "," 	5,335 "," 	4,318 "," 	4,956 "," 	4,095 "," 	2,524 "," 	7,270 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	576 ," 	2,995 "," 	3,571 ", 	78 , 	968 ," 	1,046 ", 	355 ," 	2,240 "," 	5,544 "," 	4,943 "," 	5,097 "," 	4,495 "," 	4,473 "," 	7,965 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	330 ," 	1,395 "," 	1,725 ", 	47 , 	308 , 	355 , 	- 0," 	1,731 "," 	2,890 "," 	2,352 "," 	2,809 "," 	2,292 "," 	1,913 "," 	4,140 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	354 ," 	1,742 "," 	2,096 ", 	51 , 	377 , 	428 , 	- 0," 	1,826 "," 	4,079 "," 	3,455 "," 	3,688 "," 	3,023 "," 	2,002 "," 	5,701 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	306 ," 	1,393 "," 	1,699 ", 	41 , 	232 , 	273 , 	- 0," 	1,729 "," 	5,884 "," 	4,960 "," 	3,845 "," 	2,976 "," 	2,681 "," 	6,496 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	515 ," 	1,786 "," 	2,301 ", 	80 , 	679 , 	759 , 	2 ," 	2,583 "," 	7,643 "," 	6,920 "," 	5,376 "," 	4,275 "," 	3,545 "," 	8,669 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	454 ," 	2,221 "," 	2,675 ", 	61 , 	651 , 	712 , 	21 ," 	1,779 "," 	4,487 "," 	3,989 "," 	4,158 "," 	3,701 "," 	3,099 "," 	7,799 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	344 ," 	1,235 "," 	1,579 ", 	33 , 	188 , 	221 , 	10 ," 	1,508 "," 	4,048 "," 	2,776 "," 	3,549 "," 	2,483 "," 	3,274 "," 	6,078 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	728 ," 	2,845 "," 	3,573 ", 	60 , 	666 , 	726 , 	166 ," 	3,104 "," 	7,893 "," 	5,746 "," 	6,886 "," 	5,123 "," 	4,532 "," 	8,912 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	508 ," 	1,819 "," 	2,327 ", 	61 , 	396 , 	457 , 	6 ," 	1,856 "," 	5,036 "," 	4,228 "," 	4,671 "," 	4,005 "," 	2,454 "," 	6,422 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	619 ," 	2,578 "," 	3,197 ", 	80 , 	782 , 	862 , 	624 ," 	2,457 "," 	7,196 "," 	5,537 "," 	7,000 "," 	5,403 "," 	3,476 "," 	7,881 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	508 ," 	1,836 "," 	2,344 ", 	90 , 	739 , 	829 , 	305 ," 	1,571 "," 	3,947 "," 	3,368 "," 	3,854 "," 	3,323 "," 	1,899 "," 	4,941 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	374 ," 	1,642 "," 	2,016 ", 	49 , 	489 , 	538 , 	1 ," 	1,454 "," 	4,476 "," 	3,854 "," 	4,217 "," 	3,604 "," 	3,261 "," 	6,345 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	438 ," 	1,921 "," 	2,359 ", 	47 , 	557 , 	604 , 	3 ," 	1,540 "," 	4,974 "," 	3,703 "," 	4,556 "," 	3,452 "," 	2,539 "," 	6,458 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	692 ," 	3,268 "," 	3,960 ", 	66 , 	804 , 	870 , 	56 ," 	2,992 "," 	6,433 "," 	4,655 "," 	5,846 "," 	4,307 "," 	4,142 "," 	8,967 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	250 ," 	1,238 "," 	1,488 ", 	34 , 	292 , 	326 , 	1 ," 	1,125 "," 	4,353 "," 	2,717 "," 	4,122 "," 	2,572 "," 	2,532 "," 	4,849 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	404 ," 	1,733 "," 	2,137 ", 	61 , 	382 , 	443 , 	6 ," 	1,554 "," 	5,038 "," 	3,507 "," 	4,820 "," 	3,341 "," 	3,343 "," 	6,282 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	640 ," 	2,271 "," 	2,911 ", 	91 , 	630 , 	721 , 	11 ," 	2,796 "," 	6,501 "," 	5,044 "," 	5,365 "," 	4,713 "," 	4,005 "," 	9,977 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	507 ," 	1,991 "," 	2,498 ", 	87 , 	581 , 	668 , 	98 ," 	2,690 "," 	5,451 "," 	4,284 "," 	4,622 "," 	3,992 "," 	3,965 "," 	8,922 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	510 ," 	2,557 "," 	3,067 ", 	75 , 	697 , 	772 , 	99 ," 	2,082 "," 	4,941 "," 	3,997 "," 	4,643 "," 	3,874 "," 	4,793 "," 	9,158 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	628 ," 	1,727 "," 	2,355 ", 	56 , 	358 , 	414 , 	49 ," 	1,978 "," 	8,699 "," 	5,858 "," 	7,576 "," 	5,497 "," 	3,106 "," 	9,294 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	386 ," 	1,132 "," 	1,518 ", 	36 , 	249 , 	285 , 	32 ," 	1,035 "," 	3,676 "," 	3,059 "," 	3,243 "," 	2,772 "," 	1,661 "," 	4,442 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	781 ," 	2,830 "," 	3,611 ", 	57 , 	467 , 	524 , 	162 ," 	2,597 "," 	8,190 "," 	6,214 "," 	7,567 "," 	5,975 "," 	2,203 "," 	9,696 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	466 ," 	2,060 "," 	2,526 ", 	77 , 	514 , 	591 , 	- 0," 	2,116 "," 	5,293 "," 	4,390 "," 	5,107 "," 	4,231 "," 	2,368 "," 	6,718 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	485 ," 	2,035 "," 	2,520 ", 	58 , 	702 , 	760 , 	- 0," 	2,118 "," 	5,275 "," 	3,963 "," 	4,665 "," 	3,662 "," 	2,736 "," 	6,580 "
,2011-12,FEBRUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	588 ," 	2,438 "," 	3,026 ", 	67 , 	644 , 	711 , 	- 0," 	1,581 "," 	3,160 "," 	2,888 "," 	2,949 "," 	2,799 "," 	2,114 "," 	5,391 "
,2011-12,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	904 ," 	1,942 "," 	2,846 ", 	313 , 	439 , 	752 , 	2 ," 	2,088 "," 	4,961 "," 	4,493 "," 	4,839 "," 	4,278 "," 	2,570 "," 	6,802 "
,2011-12,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	828 ," 	2,105 "," 	2,933 ", 	356 , 	240 , 	596 , 	3 ," 	2,124 "," 	5,294 "," 	4,403 "," 	5,030 "," 	4,178 "," 	3,276 "," 	6,334 "
,2011-12,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,645 "," 	9,398 "," 	12,043 ", 	310 ," 	2,745 "," 	3,055 ", 	194 ," 	7,742 "," 	18,552 "," 	15,714 "," 	17,468 "," 	14,808 "," 	8,184 "," 	26,632 "
,2011-12,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	2,031 "," 	7,434 "," 	9,465 ", 	255 ," 	1,778 "," 	2,033 ", 	991 ," 	6,738 "," 	13,433 "," 	11,373 "," 	13,231 "," 	11,203 "," 	8,230 "," 	19,711 "
,2011-12,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT," 	1,031 "," 	2,623 "," 	3,654 ", 	262 , 	810 ," 	1,072 ", 	2 ," 	2,701 "," 	7,049 "," 	6,247 "," 	6,963 "," 	6,184 "," 	3,488 "," 	8,863 "
,2011-12,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	561 ," 	1,465 "," 	2,026 ", 	59 , 	568 , 	627 , 	- 0," 	1,350 "," 	3,899 "," 	3,605 "," 	3,889 "," 	3,598 "," 	1,743 "," 	5,089 "
,2011-12,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,663 "," 	4,834 "," 	6,497 ", 	270 ," 	1,491 "," 	1,761 ", 	5 ," 	4,997 "," 	12,313 "," 	9,484 "," 	11,392 "," 	8,829 "," 	8,169 "," 	16,119 "
,2011-12,FEBRUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	2,196 "," 	8,157 "," 	10,353 ", 	429 ," 	3,020 "," 	3,449 ", 	3 ," 	6,202 "," 	12,613 "," 	10,757 "," 	12,176 "," 	10,347 "," 	9,142 "," 	19,510 "
,2011-12,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	528 ," 	1,896 "," 	2,424 ", 	63 , 	481 , 	544 , 	154 ," 	2,177 "," 	3,786 "," 	3,157 "," 	3,691 "," 	3,076 "," 	1,935 "," 	5,460 "
,2011-12,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	429 ," 	1,644 "," 	2,073 ", 	59 , 	212 , 	271 , 	295 ," 	1,881 "," 	4,096 "," 	3,351 "," 	3,886 "," 	3,168 "," 	1,443 "," 	4,637 "
,2011-12,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	505 ," 	2,094 "," 	2,599 ", 	83 , 	574 , 	657 , 	897 ," 	2,293 "," 	4,035 "," 	3,470 "," 	3,962 "," 	3,313 "," 	2,493 "," 	5,432 "
,2011-12,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	3,124 "," 	11,698 "," 	14,822 ", 	386 ," 	2,866 "," 	3,252 "," 	3,232 "," 	9,692 "," 	20,168 "," 	16,940 "," 	19,848 "," 	16,643 "," 	11,707 "," 	27,960 "
,2011-12,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT, 	983 ," 	4,054 "," 	5,037 ", 	105 ," 	1,148 "," 	1,253 ", 	62 ," 	3,626 "," 	8,031 "," 	6,735 "," 	7,741 "," 	6,429 "," 	2,606 "," 	10,772 "
,2011-12,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,040 "," 	3,672 "," 	4,712 ", 	89 , 	543 , 	632 , 	67 ," 	3,734 "," 	7,786 "," 	7,146 "," 	7,621 "," 	7,002 "," 	4,230 "," 	12,843 "
,2011-12,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	934 ," 	2,814 "," 	3,748 ", 	121 , 	482 , 	603 , 	76 ," 	2,400 "," 	6,925 "," 	6,212 "," 	6,236 "," 	5,544 "," 	3,157 "," 	12,234 "
,2011-12,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	797 ," 	2,611 "," 	3,408 ", 	118 , 	424 , 	542 , 	29 ," 	2,852 "," 	6,150 "," 	4,556 "," 	5,949 "," 	3,983 "," 	2,984 "," 	7,036 "
,2011-12,FEBRUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	320 , 	669 , 	989 , 	40 , 	82 , 	122 , 	31 ," 	1,051 "," 	2,800 "," 	2,183 "," 	2,709 "," 	2,097 "," 	2,035 "," 	3,288 "
,2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	509 ," 	2,113 "," 	2,622 ", 	67 , 	713 , 	780 , 	- 0," 	1,720 "," 	4,201 "," 	3,088 "," 	4,055 "," 	3,027 "," 	1,749 "," 	5,147 "
,2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	611 ," 	2,282 "," 	2,893 ", 	128 , 	396 , 	524 , 	110 ," 	2,157 "," 	4,232 "," 	3,575 "," 	4,228 "," 	3,574 "," 	1,069 "," 	6,142 "
,2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	433 ," 	1,448 "," 	1,881 ", 	42 , 	342 , 	384 , 	1 ," 	1,321 "," 	3,575 "," 	2,838 "," 	3,462 "," 	2,746 "," 	2,674 "," 	5,014 "
,2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	424 ," 	1,828 "," 	2,252 ", 	48 , 	563 , 	611 , 	1 ," 	1,780 "," 	3,882 "," 	3,133 "," 	3,814 "," 	3,008 "," 	1,594 "," 	4,877 "
,2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	489 ," 	1,965 "," 	2,454 ", 	57 , 	619 , 	676 , 	- 0," 	1,438 "," 	4,104 "," 	3,135 "," 	4,034 "," 	3,101 "," 	1,524 "," 	5,113 "
,2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QH,GLOUCESTERSHIRE PCT," 	1,301 "," 	6,006 "," 	7,307 ", 	175 ," 	2,603 "," 	2,778 ", 	19 ," 	4,539 "," 	8,638 "," 	7,678 "," 	8,187 "," 	7,266 "," 	4,618 "," 	12,211 "
,2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QJ,BRISTOL PCT, 	910 ," 	3,572 "," 	4,482 ", 	141 ," 	1,304 "," 	1,445 ", 	1 ," 	3,490 "," 	7,474 "," 	6,090 "," 	6,948 "," 	5,699 "," 	3,536 "," 	10,474 "
,2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QK,WILTSHIRE PCT," 	1,064 "," 	3,902 "," 	4,966 ", 	106 , 	834 , 	940 , 	24 ," 	3,351 "," 	8,043 "," 	6,728 "," 	8,012 "," 	6,685 "," 	4,864 "," 	11,103 "
,2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QL,SOMERSET PCT," 	1,358 "," 	5,327 "," 	6,685 ", 	158 ," 	1,308 "," 	1,466 ", 	4 ," 	4,833 "," 	8,474 "," 	7,193 "," 	8,449 "," 	7,181 "," 	4,228 "," 	12,484 "
,2011-12,FEBRUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QM,DORSET PCT," 	1,187 "," 	4,673 "," 	5,860 ", 	142 ," 	1,559 "," 	1,701 ", 	1 ," 	3,579 "," 	7,248 "," 	6,176 "," 	7,232 "," 	6,161 "," 	3,142 "," 	10,088 "
