,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -Independent Sector Treatment Centres (ISTCs) ,Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendnces (G&A) 
,2008-09,SEPTEMBER,,,,England," 	141,197 "," 	424,593 "," 	565,790 "," 	22,995 "," 	122,047 "," 	145,042 "," 	7,912 "," 	17,547 "," 	416,592 "," 	909,481 "," 	791,371 "," 	872,152 "," 	749,270 "," 	470,448 "," 	1,247,588 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MK,TELFORD AND WREKIN PCT, 	366 ," 	1,477 "," 	1,843 ", 	37 , 	471 , 	508 , 	4 , 	9 ," 	1,246 "," 	2,383 "," 	1,227 "," 	2,239 "," 	1,094 "," 	1,652 "," 	3,946 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MV,WOLVERHAMPTON CITY PCT, 	625 ," 	2,294 "," 	2,919 ", 	104 ," 	1,001 "," 	1,105 ", 	- 0, 	11 ," 	2,215 "," 	4,887 "," 	4,349 "," 	4,567 "," 	3,994 "," 	3,203 "," 	7,227 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MX,HEART OF BIRMINGHAM TEACHING PCT, 	557 ," 	1,556 "," 	2,113 ", 	93 , 	364 , 	457 , 	- 0, 	462 ," 	2,470 "," 	4,331 "," 	4,337 "," 	3,217 "," 	3,165 "," 	4,032 "," 	6,882 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PE,DUDLEY PCT, 	795 ," 	3,002 "," 	3,797 ", 	110 ," 	1,300 "," 	1,410 ", 	- 0, 	61 ," 	2,365 "," 	5,249 "," 	4,380 "," 	5,062 "," 	4,181 "," 	1,706 "," 	6,744 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	906 ," 	3,123 "," 	4,029 ", 	105 , 	666 , 	771 , 	- 0, 	401 ," 	2,946 "," 	4,663 "," 	4,554 "," 	4,030 "," 	3,893 "," 	4,947 "," 	8,258 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT," 	1,030 "," 	3,634 "," 	4,664 ", 	231 ," 	1,443 "," 	1,674 ", 	- 0, 	242 ," 	3,500 "," 	6,737 "," 	6,433 "," 	5,584 "," 	5,367 "," 	7,607 "," 	11,328 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	519 ," 	1,737 "," 	2,256 ", 	178 , 	484 , 	662 , 	- 0, 	43 ," 	1,373 "," 	3,619 "," 	2,773 "," 	3,145 "," 	2,480 "," 	1,547 "," 	3,513 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	608 ," 	2,380 "," 	2,988 ", 	177 , 	616 , 	793 , 	- 0, 	23 ," 	2,203 "," 	4,952 "," 	4,275 "," 	4,509 "," 	3,667 "," 	2,534 "," 	5,351 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,445 "," 	4,814 "," 	6,259 ", 	178 ," 	1,586 "," 	1,764 ", 	- 0, 	454 ," 	4,139 "," 	11,489 "," 	8,653 "," 	10,699 "," 	8,299 "," 	7,858 "," 	13,804 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,301 "," 	4,726 "," 	6,027 ", 	128 ," 	1,448 "," 	1,576 ", 	164 ," 	1,097 "," 	3,693 "," 	9,330 "," 	8,530 "," 	8,938 "," 	8,204 "," 	3,615 "," 	11,877 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,396 "," 	4,671 "," 	6,067 ", 	222 ," 	1,526 "," 	1,748 ", 	14 , 	15 ," 	3,603 "," 	8,522 "," 	7,546 "," 	8,184 "," 	7,063 "," 	3,813 "," 	11,351 "
,2008-09,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,TAM,SOLIHULL CARE TRUST, 	521 ," 	1,697 "," 	2,218 ", 	129 , 	722 , 	851 , 	- 0, 	22 ," 	1,275 "," 	3,450 "," 	3,173 "," 	2,934 "," 	2,753 "," 	3,604 "," 	5,315 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	497 ," 	1,073 "," 	1,570 ", 	87 , 	247 , 	334 , 	- 0, 	- 0," 	1,584 "," 	3,366 "," 	3,262 "," 	2,695 "," 	2,828 "," 	1,185 "," 	4,733 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	953 ," 	2,999 "," 	3,952 ", 	124 , 	808 , 	932 , 	- 0, 	- 0," 	2,780 "," 	7,147 "," 	6,052 "," 	7,144 "," 	6,047 "," 	3,001 "," 	8,402 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT," 	1,448 "," 	3,440 "," 	4,888 ", 	157 , 	541 , 	698 , 	- 0, 	26 ," 	2,726 "," 	7,014 "," 	6,150 "," 	6,596 "," 	5,517 "," 	2,379 "," 	8,707 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P3,EAST AND NORTH HERTFORDSHIRE PCT," 	2,134 "," 	3,508 "," 	5,642 ", 	237 , 	945 ," 	1,182 ", 	- 0, 	- 0," 	3,477 "," 	11,641 "," 	9,005 "," 	10,779 "," 	8,338 "," 	5,700 "," 	13,321 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P4,WEST HERTFORDSHIRE PCT," 	1,401 "," 	3,988 "," 	5,389 ", 	239 , 	815 ," 	1,054 ", 	- 0, 	- 0," 	3,480 "," 	10,748 "," 	10,320 "," 	9,683 "," 	9,297 "," 	6,331 "," 	15,155 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	399 ," 	1,040 "," 	1,439 ", 	75 , 	242 , 	317 , 	2 , 	12 ," 	1,221 "," 	2,560 "," 	2,829 "," 	2,506 "," 	2,666 "," 	1,468 "," 	3,713 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,624 "," 	5,084 "," 	6,708 ", 	327 ," 	1,898 "," 	2,225 ", 	25 ," 	1,317 "," 	3,687 "," 	8,751 "," 	7,297 "," 	8,730 "," 	7,038 "," 	5,210 "," 	11,294 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	2,080 "," 	6,910 "," 	8,990 ", 	950 ," 	1,670 "," 	2,620 ", 	529 , 	32 ," 	5,290 "," 	13,877 "," 	12,033 "," 	14,440 "," 	10,000 "," 	3,300 "," 	14,440 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	813 ," 	2,162 "," 	2,975 ", 	113 , 	609 , 	722 , 	- 0, 	- 0," 	1,538 "," 	5,011 "," 	4,287 "," 	4,863 "," 	4,160 "," 	1,031 "," 	5,011 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,523 "," 	4,924 "," 	6,447 ", 	191 ," 	1,805 "," 	1,996 ", 	- 0, 	- 0," 	3,807 "," 	9,971 "," 	9,312 "," 	9,540 "," 	8,976 "," 	4,430 "," 	13,988 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	742 ," 	2,512 "," 	3,254 ", 	78 , 	914 , 	992 , 	- 0, 	- 0," 	2,138 "," 	4,936 "," 	4,541 "," 	4,792 "," 	4,125 "," 	2,409 "," 	6,246 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	905 ," 	2,190 "," 	3,095 ", 	104 , 	503 , 	607 , 	- 0, 	- 0," 	1,986 "," 	6,038 "," 	4,956 "," 	5,938 "," 	4,791 "," 	2,624 "," 	6,619 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	928 ," 	2,574 "," 	3,502 ", 	125 , 	766 , 	891 , 	3 , 	- 0," 	3,020 "," 	5,862 "," 	5,885 "," 	5,805 "," 	5,080 "," 	5,659 "," 	8,395 "
,2008-09,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT, 	950 ," 	2,879 "," 	3,829 ", 	186 , 	907 ," 	1,093 ", 	- 0, 	- 0," 	2,520 "," 	7,004 "," 	6,361 "," 	6,869 "," 	6,316 "," 	3,790 "," 	9,913 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	620 ," 	2,070 "," 	2,690 ", 	67 , 	786 , 	853 , 	325 , 	- 0," 	1,752 "," 	2,979 "," 	2,596 "," 	2,975 "," 	2,102 "," 	2,595 "," 	6,101 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	348 ," 	1,191 "," 	1,539 ", 	79 , 	238 , 	317 , 	- 0, 	- 0, 	748 ," 	2,156 "," 	1,987 "," 	1,983 "," 	1,827 "," 	1,018 "," 	3,127 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	747 ," 	2,766 "," 	3,513 ", 	110 , 	623 , 	733 , 	- 0, 	194 ," 	2,209 "," 	6,833 "," 	5,338 "," 	5,895 "," 	4,913 "," 	1,069 "," 	6,795 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	539 ," 	2,108 "," 	2,647 ", 	99 , 	774 , 	873 , 	- 0, 	6 ," 	1,249 "," 	4,035 "," 	3,177 "," 	3,982 "," 	3,140 "," 	2,902 "," 	6,670 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	731 ," 	2,647 "," 	3,378 ", 	140 , 	657 , 	797 , 	- 0, 	- 0," 	2,669 "," 	7,869 "," 	6,020 "," 	7,251 "," 	5,080 "," 	3,335 "," 	8,936 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	593 ," 	1,945 "," 	2,538 ", 	61 , 	417 , 	478 , 	- 0, 	- 0," 	1,882 "," 	4,552 "," 	4,342 "," 	4,114 "," 	3,757 "," 	1,637 "," 	5,825 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	622 ," 	2,151 "," 	2,773 ", 	49 , 	657 , 	706 , 	- 0, 	275 ," 	2,064 "," 	4,746 "," 	3,662 "," 	4,435 "," 	3,275 "," 	3,183 "," 	6,635 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	370 ," 	1,226 "," 	1,596 ", 	58 , 	469 , 	527 , 	137 , 	- 0," 	1,441 "," 	2,770 "," 	2,170 "," 	2,759 "," 	2,164 "," 	1,675 "," 	3,858 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	511 ," 	1,357 "," 	1,868 ", 	59 , 	160 , 	219 , 	- 0, 	- 0," 	1,665 "," 	4,234 "," 	3,890 "," 	3,994 "," 	3,775 "," 	2,294 "," 	6,514 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	358 , 	907 ," 	1,265 ", 	28 , 	110 , 	138 , 	6 , 	- 0," 	1,910 "," 	3,111 "," 	2,702 "," 	3,168 "," 	2,937 "," 	1,987 "," 	4,999 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	483 ," 	1,636 "," 	2,119 ", 	80 , 	362 , 	442 , 	- 0, 	- 0," 	2,499 "," 	4,700 "," 	5,078 "," 	4,375 "," 	3,930 "," 	2,514 "," 	6,769 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	483 ," 	1,764 "," 	2,247 ", 	53 , 	508 , 	561 , 	- 0, 	13 ," 	1,653 "," 	4,384 "," 	3,452 "," 	3,913 "," 	3,076 "," 	2,772 "," 	6,893 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	405 , 	999 ," 	1,404 ", 	28 , 	141 , 	169 , 	- 0, 	- 0," 	1,314 "," 	3,190 "," 	2,679 "," 	2,843 "," 	2,461 "," 	1,510 "," 	4,569 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	813 ," 	2,759 "," 	3,572 ", 	79 , 	680 , 	759 , 	- 0, 	- 0," 	2,918 "," 	7,493 "," 	5,762 "," 	7,125 "," 	5,237 "," 	3,803 "," 	9,289 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	575 ," 	1,519 "," 	2,094 ", 	42 , 	213 , 	255 , 	- 0, 	- 0," 	2,034 "," 	5,478 "," 	4,504 "," 	5,216 "," 	4,367 "," 	2,299 "," 	6,843 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	668 ," 	2,211 "," 	2,879 ", 	80 , 	686 , 	766 , 	- 0, 	- 0," 	2,149 "," 	5,959 "," 	5,127 "," 	5,552 "," 	4,521 "," 	2,302 "," 	7,356 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	538 ," 	1,611 "," 	2,149 ", 	110 , 	511 , 	621 , 	- 0, 	- 0," 	1,520 "," 	3,489 "," 	3,209 "," 	3,417 "," 	3,066 "," 	1,905 "," 	4,860 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	368 ," 	1,231 "," 	1,599 ", 	51 , 	348 , 	399 , 	- 0, 	- 0," 	1,429 "," 	3,760 "," 	3,346 "," 	3,760 "," 	3,346 "," 	3,168 "," 	6,934 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	394 ," 	1,459 "," 	1,853 ", 	32 , 	460 , 	492 , 	- 0, 	- 0," 	1,295 "," 	3,743 "," 	3,382 "," 	3,406 "," 	3,077 "," 	2,392 "," 	5,954 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	763 ," 	3,286 "," 	4,049 ", 	93 , 	970 ," 	1,063 ", 	- 0, 	65 ," 	2,224 "," 	5,161 "," 	4,849 "," 	5,112 "," 	4,774 "," 	3,512 "," 	9,277 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	351 ," 	1,038 "," 	1,389 ", 	48 , 	319 , 	367 , 	- 0, 	- 0," 	1,063 "," 	3,005 "," 	2,558 "," 	2,816 "," 	2,376 "," 	1,575 "," 	5,948 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	531 ," 	1,377 "," 	1,908 ", 	96 , 	523 , 	619 , 	- 0, 	- 0," 	1,653 "," 	4,342 "," 	3,186 "," 	4,085 "," 	3,017 "," 	2,414 "," 	5,308 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	673 ," 	1,831 "," 	2,504 ", 	103 , 	353 , 	456 , 	- 0, 	- 0," 	2,107 "," 	5,375 "," 	4,499 "," 	5,243 "," 	4,424 "," 	3,124 "," 	9,625 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	535 ," 	1,783 "," 	2,318 ", 	79 , 	293 , 	372 , 	- 0, 	- 0," 	1,984 "," 	4,367 "," 	3,913 "," 	4,335 "," 	3,894 "," 	2,785 "," 	8,580 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	554 ," 	2,417 "," 	2,971 ", 	116 , 	660 , 	776 , 	- 0, 	- 0," 	1,772 "," 	5,006 "," 	4,036 "," 	4,963 "," 	4,000 "," 	2,296 "," 	7,443 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	544 ," 	1,466 "," 	2,010 ", 	92 , 	450 , 	542 , 	- 0, 	- 0," 	2,192 "," 	7,805 "," 	4,511 "," 	7,107 "," 	4,337 "," 	2,216 "," 	7,102 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	394 , 	904 ," 	1,298 ", 	3 , 	7 , 	10 , 	- 0, 	- 0," 	1,007 "," 	3,093 "," 	2,535 "," 	3,093 "," 	2,535 "," 	1,439 "," 	5,511 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	903 ," 	2,468 "," 	3,371 ", 	136 , 	609 , 	745 , 	- 0, 	123 ," 	3,142 "," 	7,300 "," 	5,068 "," 	6,836 "," 	4,958 "," 	1,892 "," 	13,388 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	610 ," 	1,752 "," 	2,362 ", 	155 , 	634 , 	789 , 	120 , 	- 0," 	1,860 "," 	4,484 "," 	3,809 "," 	4,472 "," 	3,804 "," 	2,183 "," 	6,125 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	515 ," 	1,931 "," 	2,446 ", 	80 , 	627 , 	707 , 	5 , 	34 ," 	1,866 "," 	4,213 "," 	3,426 "," 	4,213 "," 	3,426 "," 	2,229 "," 	5,875 "
,2008-09,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	637 ," 	1,509 "," 	2,146 ", 	154 , 	292 , 	446 , 	- 0, 	39 ," 	1,446 "," 	2,818 "," 	2,211 "," 	2,631 "," 	2,100 "," 	1,647 "," 	3,744 "
,2008-09,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	616 ," 	1,494 "," 	2,110 ", 	32 , 	146 , 	178 , 	189 , 	25 ," 	2,034 "," 	5,500 "," 	4,376 "," 	5,449 "," 	4,142 "," 	1,809 "," 	5,634 "
,2008-09,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	711 ," 	1,453 "," 	2,164 ", 	313 , 	269 , 	582 , 	225 , 	- 0," 	2,064 "," 	5,740 "," 	4,264 "," 	5,740 "," 	4,109 "," 	2,158 "," 	5,160 "
,2008-09,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,111 "," 	7,195 "," 	9,306 ", 	117 ," 	1,215 "," 	1,332 ", 	- 0, 	615 ," 	7,699 "," 	15,475 "," 	14,731 "," 	14,800 "," 	14,202 "," 	6,479 "," 	22,213 "
,2008-09,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	2,260 "," 	5,723 "," 	7,983 ", 	342 , 	930 ," 	1,272 ", 	- 0," 	1,553 "," 	6,516 "," 	12,942 "," 	10,614 "," 	12,692 "," 	10,393 "," 	7,026 "," 	17,497 "
,2008-09,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT," 	1,065 "," 	2,244 "," 	3,309 ", 	265 , 	734 , 	999 , 	- 0, 	- 0," 	2,666 "," 	7,794 "," 	6,188 "," 	7,560 "," 	6,054 "," 	2,209 "," 	7,863 "
,2008-09,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	395 ," 	1,401 "," 	1,796 ", 	47 , 	604 , 	651 , 	- 0, 	- 0," 	1,747 "," 	4,057 "," 	3,212 "," 	4,049 "," 	3,204 "," 	1,351 "," 	4,417 "
,2008-09,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,700 "," 	3,995 "," 	5,695 ", 	192 , 	691 , 	883 , 	551 , 	285 ," 	4,691 "," 	12,411 "," 	10,192 "," 	10,978 "," 	9,129 "," 	4,898 "," 	13,695 "
,2008-09,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	1,814 "," 	5,055 "," 	6,869 ", 	278 ," 	1,534 "," 	1,812 ", 	67 , 	- 0," 	5,973 "," 	11,710 "," 	10,606 "," 	11,659 "," 	10,606 "," 	7,692 "," 	17,084 "
,2008-09,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	477 ," 	1,563 "," 	2,040 ", 	57 , 	406 , 	463 , 	150 , 	- 0," 	1,959 "," 	3,211 "," 	3,499 "," 	3,089 "," 	3,361 "," 	1,240 "," 	5,397 "
,2008-09,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	466 ," 	1,599 "," 	2,065 ", 	62 , 	344 , 	406 , 	248 , 	377 ," 	1,872 "," 	3,967 "," 	3,258 "," 	3,550 "," 	3,038 "," 	1,339 "," 	5,305 "
,2008-09,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	724 ," 	1,607 "," 	2,331 ", 	163 , 	725 , 	888 , 	118 , 	24 ," 	2,723 "," 	3,107 "," 	2,811 "," 	3,053 "," 	2,773 "," 	2,306 "," 	4,820 "
,2008-09,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	3,446 "," 	10,725 "," 	14,171 ", 	494 ," 	3,210 "," 	3,704 ", 	306 ," 	3,248 "," 	9,425 "," 	20,858 "," 	18,364 "," 	20,394 "," 	18,018 "," 	8,876 "," 	29,777 "
,2008-09,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT," 	1,104 "," 	3,412 "," 	4,516 ", 	194 ," 	1,022 "," 	1,216 ", 	42 , 	- 0," 	4,644 "," 	5,821 "," 	6,363 "," 	5,729 "," 	6,341 "," 	1,909 "," 	10,320 "
,2008-09,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,382 "," 	4,189 "," 	5,571 ", 	331 ," 	1,432 "," 	1,763 ", 	157 , 	- 0," 	4,266 "," 	8,530 "," 	10,179 "," 	7,996 "," 	7,585 "," 	4,783 "," 	14,225 "
,2008-09,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	906 ," 	2,425 "," 	3,331 ", 	129 , 	570 , 	699 , 	99 , 	- 0," 	2,586 "," 	6,303 "," 	5,052 "," 	6,001 "," 	4,803 "," 	2,370 "," 	8,943 "
,2008-09,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	790 ," 	2,646 "," 	3,436 ", 	122 , 	414 , 	536 , 	76 , 	- 0," 	2,662 "," 	5,223 "," 	5,231 "," 	5,041 "," 	4,983 "," 	2,463 "," 	7,672 "
,2008-09,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	324 , 	809 ," 	1,133 ", 	42 , 	66 , 	108 , 	3 , 	3 ," 	1,003 "," 	2,874 "," 	2,415 "," 	2,781 "," 	2,335 "," 	1,690 "," 	3,941 "
,2008-09,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	613 ," 	2,051 "," 	2,664 ", 	89 , 	879 , 	968 , 	- 0, 	- 0," 	1,588 "," 	3,263 "," 	3,248 "," 	3,341 "," 	3,195 "," 	1,837 "," 	5,109 "
,2008-09,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	809 ," 	1,980 "," 	2,789 ", 	198 , 	469 , 	667 , 	64 , 	151 ," 	2,143 "," 	4,156 "," 	3,632 "," 	4,510 "," 	3,975 "," 	1,456 "," 	6,127 "
,2008-09,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	403 ," 	1,249 "," 	1,652 ", 	69 , 	205 , 	274 , 	91 , 	- 0," 	1,284 "," 	3,040 "," 	2,780 "," 	3,453 "," 	2,791 "," 	1,887 "," 	4,325 "
,2008-09,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	459 ," 	1,567 "," 	2,026 ", 	79 , 	455 , 	534 , 	- 0, 	210 ," 	1,533 "," 	3,847 "," 	3,410 "," 	3,496 "," 	3,312 "," 	1,868 "," 	5,646 "
