,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -Independent Sector Treatment Centres (ISTCs) ,Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendances (G&A) 
,2009-10,DECEMBER,,,,England," 	126,732 "," 	414,951 "," 	541,683 "," 	19,504 "," 	121,841 "," 	141,345 "," 	9,676 "," 	15,432 "," 	459,820 "," 	821,467 "," 	750,260 "," 	786,182 "," 	713,490 "," 	458,668 "," 	1,197,598 "
,2009-10,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MV,WOLVERHAMPTON CITY PCT, 	536 ," 	2,237 "," 	2,773 ", 	107 ," 	1,081 "," 	1,188 ", 	- 0, 	20 ," 	2,408 "," 	4,413 "," 	4,667 "," 	4,022 "," 	4,274 "," 	2,187 "," 	7,288 "
,2009-10,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MX,HEART OF BIRMINGHAM TEACHING PCT, 	507 ," 	1,587 "," 	2,094 ", 	100 , 	446 , 	546 , 	- 0, 	493 ," 	2,741 "," 	5,209 "," 	4,261 "," 	4,166 "," 	3,362 "," 	3,199 "," 	6,693 "
,2009-10,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PE,DUDLEY PCT, 	760 ," 	3,003 "," 	3,763 ", 	111 ," 	1,192 "," 	1,303 ", 	- 0, 	41 ," 	2,708 "," 	4,028 "," 	4,816 "," 	3,444 "," 	4,047 "," 	1,472 "," 	6,116 "
,2009-10,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	773 ," 	2,916 "," 	3,689 ", 	114 , 	712 , 	826 , 	- 0, 	475 ," 	3,284 "," 	7,386 "," 	5,171 "," 	6,835 "," 	4,614 "," 	3,205 "," 	7,596 "
,2009-10,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT, 	862 ," 	3,635 "," 	4,497 ", 	147 ," 	1,426 "," 	1,573 ", 	- 0, 	317 ," 	3,839 "," 	8,081 "," 	6,216 "," 	7,190 "," 	5,193 "," 	3,631 "," 	11,360 "
,2009-10,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	508 ," 	1,883 "," 	2,391 ", 	173 , 	528 , 	701 , 	- 0, 	17 ," 	1,854 "," 	3,508 "," 	3,108 "," 	3,207 "," 	2,736 "," 	1,715 "," 	3,759 "
,2009-10,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	650 ," 	2,348 "," 	2,998 ", 	191 , 	664 , 	855 , 	- 0, 	8 ," 	3,016 "," 	5,169 "," 	4,602 "," 	4,297 "," 	3,643 "," 	2,544 "," 	5,148 "
,2009-10,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,466 "," 	5,801 "," 	7,267 ", 	164 ," 	1,949 "," 	2,113 ", 	558 , 	406 ," 	4,885 "," 	10,794 "," 	8,814 "," 	10,161 "," 	8,527 "," 	6,989 "," 	13,550 "
,2009-10,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,282 "," 	4,606 "," 	5,888 ", 	143 ," 	1,491 "," 	1,634 ", 	162 , 	41 ," 	4,425 "," 	8,210 "," 	7,240 "," 	7,584 "," 	7,036 "," 	4,163 "," 	11,298 "
,2009-10,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,328 "," 	4,465 "," 	5,793 ", 	138 ," 	1,588 "," 	1,726 ", 	17 , 	15 ," 	4,000 "," 	8,138 "," 	7,428 "," 	7,852 "," 	7,107 "," 	5,783 "," 	11,985 "
,2009-10,DECEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,TAM,SOLIHULL CARE TRUST, 	469 ," 	1,579 "," 	2,048 ", 	108 , 	645 , 	753 , 	- 0, 	77 ," 	1,499 "," 	3,547 "," 	3,097 "," 	3,252 "," 	2,775 "," 	1,527 "," 	5,461 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	480 ," 	1,177 "," 	1,657 ", 	67 , 	254 , 	321 , 	- 0, 	- 0," 	1,713 "," 	2,853 "," 	3,187 "," 	3,293 "," 	2,750 "," 	1,567 "," 	4,479 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	854 ," 	2,808 "," 	3,662 ", 	175 , 	983 ," 	1,158 ", 	- 0, 	- 0," 	3,207 "," 	5,904 "," 	5,676 "," 	5,900 "," 	5,672 "," 	2,766 "," 	7,839 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT," 	1,066 "," 	4,185 "," 	5,251 ", 	93 , 	501 , 	594 , 	- 0, 	- 0," 	2,952 "," 	7,069 "," 	5,357 "," 	6,855 "," 	5,154 "," 	2,062 "," 	8,974 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P3,EAST AND NORTH HERTFORDSHIRE PCT," 	1,478 "," 	4,059 "," 	5,537 ", 	210 ," 	1,024 "," 	1,234 ", 	- 0, 	- 0," 	3,964 "," 	10,222 "," 	8,883 "," 	9,553 "," 	8,302 "," 	4,254 "," 	12,240 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P4,WEST HERTFORDSHIRE PCT," 	1,414 "," 	3,951 "," 	5,365 ", 	257 , 	912 ," 	1,169 ", 	- 0, 	- 0," 	3,693 "," 	9,699 "," 	9,274 "," 	8,898 "," 	8,508 "," 	5,007 "," 	13,661 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	437 ," 	1,085 "," 	1,522 ", 	57 , 	241 , 	298 , 	111 , 	11 ," 	1,451 "," 	2,491 "," 	2,486 "," 	2,327 "," 	2,447 "," 	1,461 "," 	3,437 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,403 "," 	5,183 "," 	6,586 ", 	268 ," 	1,706 "," 	1,974 ", 	53 ," 	1,183 "," 	4,243 "," 	8,608 "," 	7,305 "," 	8,558 "," 	7,099 "," 	4,881 "," 	11,452 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	1,766 "," 	7,456 "," 	9,222 ", 	184 ," 	2,649 "," 	2,833 ", 	520 , 	51 ," 	6,227 "," 	11,976 "," 	12,957 "," 	11,019 "," 	12,276 "," 	5,253 "," 	18,666 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	684 ," 	2,294 "," 	2,978 ", 	95 , 	512 , 	607 , 	- 0, 	- 0," 	1,912 "," 	4,359 "," 	3,946 "," 	4,232 "," 	3,814 "," 	1,059 "," 	4,890 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,446 "," 	4,878 "," 	6,324 ", 	172 ," 	1,702 "," 	1,874 ", 	- 0, 	- 0," 	4,739 "," 	9,746 "," 	9,147 "," 	9,338 "," 	8,912 "," 	4,513 "," 	14,040 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	672 ," 	2,523 "," 	3,195 ", 	78 , 	939 ," 	1,017 ", 	- 0, 	- 0," 	2,177 "," 	4,822 "," 	4,335 "," 	4,605 "," 	4,016 "," 	2,303 "," 	6,047 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	790 ," 	1,754 "," 	2,544 ", 	92 , 	175 , 	267 , 	- 0, 	- 0," 	2,440 "," 	5,490 "," 	5,052 "," 	5,406 "," 	4,915 "," 	2,361 "," 	6,100 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	931 ," 	2,393 "," 	3,324 ", 	156 , 	881 ," 	1,037 ", 	4 , 	- 0," 	3,283 "," 	5,157 "," 	5,357 "," 	5,085 "," 	4,857 "," 	4,642 "," 	7,668 "
,2009-10,DECEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT, 	878 ," 	2,799 "," 	3,677 ", 	171 , 	929 ," 	1,100 ", 	- 0, 	- 0," 	2,840 "," 	5,808 "," 	5,929 "," 	5,654 "," 	5,839 "," 	3,720 "," 	9,105 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	614 ," 	2,296 "," 	2,910 ", 	67 , 	313 , 	380 , 	330 , 	- 0," 	2,322 "," 	3,180 "," 	3,193 "," 	3,179 "," 	3,187 "," 	1,769 "," 	6,759 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	276 ," 	1,127 "," 	1,403 ", 	50 , 	230 , 	280 , 	- 0, 	- 0," 	1,022 "," 	2,515 "," 	1,795 "," 	2,377 "," 	1,688 "," 	1,247 "," 	2,731 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	665 ," 	2,727 "," 	3,392 ", 	114 , 	642 , 	756 , 	- 0, 	158 ," 	2,185 "," 	5,771 "," 	4,713 "," 	5,004 "," 	4,337 "," 	2,132 "," 	6,589 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	492 ," 	1,922 "," 	2,414 ", 	100 , 	732 , 	832 , 	- 0, 	3 ," 	1,676 "," 	4,252 "," 	3,096 "," 	3,956 "," 	2,921 "," 	2,828 "," 	5,437 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	682 ," 	2,310 "," 	2,992 ", 	31 , 	176 , 	207 , 	- 0, 	- 0," 	2,581 "," 	7,496 "," 	5,881 "," 	6,730 "," 	4,818 "," 	3,853 "," 	6,469 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	501 ," 	1,734 "," 	2,235 ", 	60 , 	365 , 	425 , 	- 0, 	- 0," 	2,143 "," 	4,744 "," 	4,180 "," 	4,330 "," 	3,812 "," 	1,802 "," 	5,277 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	533 ," 	2,211 "," 	2,744 ", 	54 , 	502 , 	556 , 	- 0, 	356 ," 	2,178 "," 	5,167 "," 	4,498 "," 	4,770 "," 	3,782 "," 	3,220 "," 	7,509 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	327 ," 	1,176 "," 	1,503 ", 	41 , 	179 , 	220 , 	153 , 	- 0," 	2,041 "," 	2,290 "," 	2,189 "," 	2,312 "," 	2,180 "," 	1,326 "," 	4,413 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	476 ," 	1,252 "," 	1,728 ", 	59 , 	165 , 	224 , 	6 , 	- 0," 	1,866 "," 	3,448 "," 	3,971 "," 	2,954 "," 	2,815 "," 	2,039 "," 	5,231 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	470 ," 	1,103 "," 	1,573 ", 	105 , 	226 , 	331 , 	19 , 	- 0," 	2,295 "," 	2,895 "," 	3,626 "," 	2,902 "," 	3,024 "," 	2,018 "," 	5,056 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	465 ," 	1,631 "," 	2,096 ", 	108 , 	442 , 	550 , 	- 0, 	- 0," 	2,452 "," 	5,230 "," 	4,900 "," 	3,876 "," 	3,735 "," 	3,063 "," 	6,226 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	382 ," 	1,683 "," 	2,065 ", 	54 , 	433 , 	487 , 	- 0, 	15 ," 	1,692 "," 	4,548 "," 	3,797 "," 	4,104 "," 	3,467 "," 	2,709 "," 	6,816 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	279 , 	735 ," 	1,014 ", 	19 , 	94 , 	113 , 	- 0, 	- 0," 	1,624 "," 	3,182 "," 	2,562 "," 	2,915 "," 	2,382 "," 	1,454 "," 	3,970 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	651 ," 	2,165 "," 	2,816 ", 	72 , 	514 , 	586 , 	- 0, 	- 0," 	2,716 "," 	6,129 "," 	4,948 "," 	5,532 "," 	4,255 "," 	3,556 "," 	7,877 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	415 ," 	1,397 "," 	1,812 ", 	57 , 	216 , 	273 , 	- 0, 	- 0," 	2,089 "," 	4,961 "," 	4,349 "," 	4,353 "," 	4,206 "," 	2,495 "," 	6,639 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	610 ," 	1,932 "," 	2,542 ", 	76 , 	571 , 	647 , 	- 0, 	- 0," 	2,327 "," 	5,083 "," 	4,857 "," 	4,710 "," 	4,374 "," 	2,302 "," 	7,019 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	429 ," 	1,388 "," 	1,817 ", 	54 , 	524 , 	578 , 	- 0, 	- 0," 	1,776 "," 	3,046 "," 	2,943 "," 	3,095 "," 	2,660 "," 	2,015 "," 	4,300 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	408 ," 	1,329 "," 	1,737 ", 	67 , 	315 , 	382 , 	- 0, 	- 0," 	1,524 "," 	4,401 "," 	3,795 "," 	3,389 "," 	2,884 "," 	2,511 "," 	5,985 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	358 ," 	1,594 "," 	1,952 ", 	41 , 	389 , 	430 , 	- 0, 	- 0," 	1,671 "," 	3,667 "," 	2,993 "," 	3,336 "," 	2,723 "," 	2,230 "," 	4,972 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	658 ," 	3,018 "," 	3,676 ", 	81 ," 	1,013 "," 	1,094 ", 	4 , 	49 ," 	2,585 "," 	4,946 "," 	4,812 "," 	4,744 "," 	4,347 "," 	4,213 "," 	8,308 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	294 , 	925 ," 	1,219 ", 	42 , 	257 , 	299 , 	- 0, 	- 0," 	1,190 "," 	2,981 "," 	2,475 "," 	2,806 "," 	2,352 "," 	1,308 "," 	6,181 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	434 ," 	1,206 "," 	1,640 ", 	63 , 	357 , 	420 , 	- 0, 	- 0," 	1,650 "," 	3,875 "," 	3,074 "," 	3,756 "," 	2,973 "," 	2,193 "," 	4,921 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	569 ," 	1,690 "," 	2,259 ", 	91 , 	338 , 	429 , 	- 0, 	- 0," 	2,348 "," 	4,907 "," 	3,846 "," 	4,756 "," 	3,785 "," 	3,146 "," 	8,872 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	446 ," 	1,498 "," 	1,944 ", 	60 , 	300 , 	360 , 	- 0, 	- 0," 	2,117 "," 	3,953 "," 	3,259 "," 	3,936 "," 	3,249 "," 	2,882 "," 	7,867 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	543 ," 	2,148 "," 	2,691 ", 	92 , 	626 , 	718 , 	- 0, 	- 0," 	1,959 "," 	4,503 "," 	3,879 "," 	4,466 "," 	3,852 "," 	2,264 "," 	5,960 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	555 ," 	1,542 "," 	2,097 ", 	126 , 	474 , 	600 , 	- 0, 	- 0," 	1,976 "," 	6,497 "," 	3,772 "," 	5,888 "," 	3,456 "," 	2,069 "," 	8,521 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	290 , 	859 ," 	1,149 ", 	3 , 	7 , 	10 , 	- 0, 	- 0," 	1,122 "," 	2,834 "," 	2,674 "," 	2,816 "," 	2,660 "," 	1,514 "," 	5,914 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	775 ," 	2,276 "," 	3,051 ", 	107 , 	548 , 	655 , 	11 , 	102 ," 	3,050 "," 	5,832 "," 	4,341 "," 	5,194 "," 	4,050 "," 	1,404 "," 	10,429 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	499 ," 	1,840 "," 	2,339 ", 	90 , 	420 , 	510 , 	123 , 	- 0," 	2,344 "," 	4,074 "," 	3,455 "," 	4,012 "," 	3,412 "," 	1,737 "," 	6,027 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	480 ," 	1,846 "," 	2,326 ", 	102 , 	662 , 	764 , 	- 0, 	10 ," 	2,165 "," 	3,984 "," 	3,218 "," 	3,984 "," 	3,218 "," 	2,063 "," 	5,747 "
,2009-10,DECEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	642 ," 	1,561 "," 	2,203 ", 	198 , 	285 , 	483 , 	- 0, 	34 ," 	1,587 "," 	2,562 "," 	2,266 "," 	2,338 "," 	2,193 "," 	1,722 "," 	3,911 "
,2009-10,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	558 ," 	1,627 "," 	2,185 ", 	83 , 	342 , 	425 , 	218 , 	16 ," 	2,337 "," 	4,477 "," 	4,075 "," 	4,301 "," 	4,075 "," 	1,909 "," 	5,691 "
,2009-10,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	658 ," 	1,546 "," 	2,204 ", 	286 , 	206 , 	492 , 	169 , 	- 0," 	2,301 "," 	4,862 "," 	4,022 "," 	4,748 "," 	3,910 "," 	2,427 "," 	5,685 "
,2009-10,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,028 "," 	7,309 "," 	9,337 ", 	100 ," 	1,552 "," 	1,652 ", 	- 0, 	381 ," 	9,150 "," 	16,075 "," 	14,673 "," 	15,073 "," 	13,795 "," 	5,647 "," 	22,120 "
,2009-10,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	1,880 "," 	5,636 "," 	7,516 ", 	320 , 	834 ," 	1,154 ", 	- 0," 	1,245 "," 	7,436 "," 	11,198 "," 	10,911 "," 	11,022 "," 	10,749 "," 	8,010 "," 	19,357 "
,2009-10,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT, 	923 ," 	2,261 "," 	3,184 ", 	188 , 	795 , 	983 , 	- 0, 	- 0," 	2,949 "," 	6,706 "," 	6,179 "," 	6,643 "," 	6,115 "," 	2,534 "," 	7,883 "
,2009-10,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	460 ," 	1,269 "," 	1,729 ", 	38 , 	482 , 	520 , 	- 0, 	- 0," 	1,767 "," 	3,364 "," 	3,097 "," 	3,364 "," 	3,097 "," 	1,440 "," 	4,494 "
,2009-10,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,490 "," 	3,804 "," 	5,294 ", 	202 , 	871 ," 	1,073 ", 	568 , 	253 ," 	5,140 "," 	9,851 "," 	8,769 "," 	9,289 "," 	8,168 "," 	5,897 "," 	11,550 "
,2009-10,DECEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	1,829 "," 	5,167 "," 	6,996 ", 	273 ," 	1,702 "," 	1,975 ", 	76 , 	1 ," 	6,429 "," 	10,244 "," 	10,151 "," 	10,210 "," 	10,016 "," 	7,597 "," 	16,434 "
,2009-10,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	448 ," 	1,491 "," 	1,939 ", 	56 , 	416 , 	472 , 	165 , 	- 0," 	2,338 "," 	2,991 "," 	3,353 "," 	2,694 "," 	2,952 "," 	1,763 "," 	4,634 "
,2009-10,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	425 ," 	1,411 "," 	1,836 ", 	60 , 	270 , 	330 , 	170 , 	15 ," 	1,991 "," 	3,847 "," 	2,982 "," 	3,570 "," 	2,781 "," 	1,307 "," 	4,898 "
,2009-10,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	508 ," 	1,562 "," 	2,070 ", 	121 , 	648 , 	769 , 	366 , 	19 ," 	2,203 "," 	3,507 "," 	3,397 "," 	3,471 "," 	3,371 "," 	2,659 "," 	5,675 "
,2009-10,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	2,983 "," 	9,623 "," 	12,606 ", 	436 ," 	2,519 "," 	2,955 ", 	386 ," 	2,486 "," 	10,568 "," 	18,660 "," 	17,639 "," 	18,472 "," 	17,158 "," 	11,184 "," 	27,925 "
,2009-10,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT, 	998 ," 	3,729 "," 	4,727 ", 	181 ," 	1,153 "," 	1,334 ", 	62 , 	- 0," 	3,751 "," 	5,889 "," 	5,435 "," 	5,078 "," 	5,250 "," 	2,251 "," 	8,914 "
,2009-10,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,214 "," 	3,756 "," 	4,970 ", 	294 ," 	1,434 "," 	1,728 ", 	141 , 	- 0," 	4,507 "," 	6,526 "," 	6,807 "," 	6,392 "," 	6,507 "," 	4,060 "," 	12,961 "
,2009-10,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	776 ," 	2,229 "," 	3,005 ", 	113 , 	484 , 	597 , 	59 , 	- 0," 	2,904 "," 	5,313 "," 	4,633 "," 	5,074 "," 	4,403 "," 	2,003 "," 	7,934 "
,2009-10,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	648 ," 	2,658 "," 	3,306 ", 	101 , 	474 , 	575 , 	90 , 	- 0," 	2,743 "," 	5,435 "," 	5,650 "," 	5,221 "," 	5,452 "," 	2,158 "," 	7,241 "
,2009-10,DECEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	216 , 	531 , 	747 , 	33 , 	80 , 	113 , 	- 0, 	- 0," 	1,005 "," 	2,478 "," 	2,080 "," 	2,431 "," 	2,021 "," 	1,560 "," 	3,400 "
,2009-10,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	611 ," 	2,139 "," 	2,750 ", 	106 ," 	1,023 "," 	1,129 ", 	24 , 	- 0," 	1,531 "," 	2,765 "," 	2,752 "," 	2,869 "," 	2,696 "," 	1,892 "," 	4,435 "
,2009-10,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	699 ," 	1,959 "," 	2,658 ", 	128 , 	353 , 	481 , 	190 , 	114 ," 	2,665 "," 	3,882 "," 	3,670 "," 	4,193 "," 	4,031 "," 	1,415 "," 	5,893 "
,2009-10,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	308 ," 	1,178 "," 	1,486 ", 	34 , 	169 , 	203 , 	32 , 	- 0," 	1,449 "," 	2,836 "," 	2,213 "," 	3,235 "," 	2,737 "," 	1,804 "," 	4,245 "
,2009-10,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	438 ," 	1,465 "," 	1,903 ", 	84 , 	518 , 	602 , 	- 0, 	220 ," 	1,825 "," 	3,257 "," 	3,000 "," 	2,948 "," 	2,668 "," 	1,946 "," 	5,153 "
,2009-10,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	545 ," 	1,899 "," 	2,444 ", 	100 , 	657 , 	757 , 	6 , 	- 0," 	1,740 "," 	2,820 "," 	2,774 "," 	2,750 "," 	2,733 "," 	1,656 "," 	4,289 "
,2009-10,DECEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QH,GLOUCESTERSHIRE PCT," 	1,329 "," 	4,980 "," 	6,309 ", 	203 ," 	2,208 "," 	2,411 ", 	12 , 	16 ," 	4,692 "," 	7,116 "," 	7,144 "," 	6,801 "," 	6,853 "," 	4,941 "," 	12,487 "
