,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -Independent Sector Treatment Centres (ISTCs) ,Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendnces (G&A) 
,2008-09,JANUARY,,,,England," 	129,318 "," 	423,750 "," 	553,068 "," 	20,741 "," 	122,552 "," 	143,293 "," 	9,627 "," 	17,445 "," 	430,316 "," 	887,926 "," 	750,586 "," 	846,405 "," 	705,970 "," 	466,074 "," 	1,196,376 "
,2008-09,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MV,WOLVERHAMPTON CITY PCT, 	588 ," 	2,158 "," 	2,746 ", 	141 , 	912 ," 	1,053 ", 	- 0, 	4 ," 	2,267 "," 	4,815 "," 	4,148 "," 	4,522 "," 	3,736 "," 	3,454 "," 	6,818 "
,2008-09,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MX,HEART OF BIRMINGHAM TEACHING PCT, 	514 ," 	1,711 "," 	2,225 ", 	101 , 	436 , 	537 , 	- 0, 	608 ," 	2,409 "," 	4,473 "," 	3,930 "," 	3,303 "," 	2,864 "," 	4,242 "," 	7,163 "
,2008-09,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PE,DUDLEY PCT, 	735 ," 	3,033 "," 	3,768 ", 	105 ," 	1,141 "," 	1,246 ", 	- 0, 	55 ," 	2,357 "," 	6,222 "," 	4,522 "," 	5,606 "," 	4,015 "," 	1,974 "," 	7,108 "
,2008-09,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	817 ," 	3,154 "," 	3,971 ", 	97 , 	737 , 	834 , 	- 0, 	490 ," 	2,897 "," 	4,530 "," 	3,792 "," 	3,805 "," 	3,141 "," 	5,029 "," 	7,984 "
,2008-09,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT, 	961 ," 	3,510 "," 	4,471 ", 	260 ," 	1,405 "," 	1,665 ", 	- 0, 	205 ," 	3,468 "," 	6,424 "," 	6,321 "," 	5,734 "," 	5,333 "," 	7,185 "," 	11,685 "
,2008-09,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	568 ," 	1,832 "," 	2,400 ", 	225 , 	556 , 	781 , 	- 0, 	7 ," 	1,621 "," 	3,770 "," 	3,138 "," 	3,505 "," 	2,803 "," 	1,726 "," 	3,952 "
,2008-09,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	663 ," 	2,429 "," 	3,092 ", 	186 , 	679 , 	865 , 	- 0, 	4 ," 	2,564 "," 	4,935 "," 	4,272 "," 	4,355 "," 	3,675 "," 	2,512 "," 	5,170 "
,2008-09,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,360 "," 	4,859 "," 	6,219 ", 	165 ," 	1,715 "," 	1,880 ", 	- 0, 	463 ," 	4,473 "," 	11,023 "," 	7,973 "," 	10,338 "," 	7,573 "," 	7,751 "," 	13,190 "
,2008-09,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,283 "," 	4,545 "," 	5,828 ", 	117 ," 	1,508 "," 	1,625 ", 	173 ," 	1,097 "," 	4,182 "," 	9,092 "," 	8,163 "," 	8,714 "," 	7,843 "," 	3,978 "," 	11,495 "
,2008-09,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,260 "," 	4,647 "," 	5,907 ", 	138 ," 	1,494 "," 	1,632 ", 	17 , 	16 ," 	3,547 "," 	7,556 "," 	5,940 "," 	7,291 "," 	5,664 "," 	4,151 "," 	11,526 "
,2008-09,JANUARY,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,TAM,SOLIHULL CARE TRUST, 	505 ," 	1,688 "," 	2,193 ", 	160 , 	716 , 	876 , 	- 0, 	30 ," 	1,302 "," 	3,141 "," 	2,872 "," 	2,725 "," 	2,440 "," 	3,529 "," 	5,132 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	523 ," 	1,097 "," 	1,620 ", 	114 , 	255 , 	369 , 	- 0, 	- 0," 	1,605 "," 	3,215 "," 	3,216 "," 	3,240 "," 	2,663 "," 	1,541 "," 	4,539 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	804 ," 	2,999 "," 	3,803 ", 	96 , 	851 , 	947 , 	- 0, 	- 0," 	2,925 "," 	6,975 "," 	5,164 "," 	6,972 "," 	5,158 "," 	2,967 "," 	7,319 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT," 	1,190 "," 	3,632 "," 	4,822 ", 	103 , 	450 , 	553 , 	- 0, 	21 ," 	2,514 "," 	7,291 "," 	5,922 "," 	6,874 "," 	5,683 "," 	2,693 "," 	9,372 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P3,EAST AND NORTH HERTFORDSHIRE PCT," 	1,582 "," 	3,994 "," 	5,576 ", 	212 , 	984 ," 	1,196 ", 	- 0, 	- 0," 	3,614 "," 	9,762 "," 	8,629 "," 	9,039 "," 	7,990 "," 	7,619 "," 	13,533 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P4,WEST HERTFORDSHIRE PCT," 	1,398 "," 	4,141 "," 	5,539 ", 	162 , 	754 , 	916 , 	- 0, 	- 0," 	3,533 "," 	11,623 "," 	9,298 "," 	10,471 "," 	8,377 "," 	5,855 "," 	13,767 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	390 ," 	1,070 "," 	1,460 ", 	83 , 	279 , 	362 , 	2 , 	11 ," 	1,315 "," 	2,717 "," 	2,513 "," 	2,527 "," 	2,436 "," 	1,430 "," 	3,560 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,406 "," 	5,215 "," 	6,621 ", 	264 ," 	1,956 "," 	2,220 ", 	32 ," 	1,200 "," 	3,901 "," 	8,537 "," 	7,204 "," 	8,494 "," 	6,993 "," 	4,763 "," 	11,636 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	1,980 "," 	6,600 "," 	8,580 ", 	910 ," 	1,590 "," 	2,500 ", 	442 , 	42 ," 	5,470 "," 	14,011 "," 	11,984 "," 	13,780 "," 	9,400 "," 	3,130 "," 	13,570 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	793 ," 	2,044 "," 	2,837 ", 	125 , 	531 , 	656 , 	- 0, 	- 0," 	1,708 "," 	4,572 "," 	3,909 "," 	4,391 "," 	3,754 ", 	972 ," 	4,838 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,440 "," 	4,652 "," 	6,092 ", 	178 ," 	1,630 "," 	1,808 ", 	- 0, 	- 0," 	4,401 "," 	9,977 "," 	8,686 "," 	9,592 "," 	8,415 "," 	4,500 "," 	13,405 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	626 ," 	2,551 "," 	3,177 ", 	86 , 	989 ," 	1,075 ", 	- 0, 	- 0," 	2,177 "," 	4,991 "," 	4,371 "," 	4,763 "," 	4,022 "," 	2,245 "," 	5,796 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	683 ," 	2,130 "," 	2,813 ", 	94 , 	532 , 	626 , 	- 0, 	- 0," 	2,174 "," 	6,148 "," 	4,917 "," 	6,046 "," 	4,699 "," 	1,883 "," 	6,149 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	885 ," 	2,556 "," 	3,441 ", 	153 , 	814 , 	967 , 	3 , 	- 0," 	3,091 "," 	5,600 "," 	5,631 "," 	5,525 "," 	4,907 "," 	5,179 "," 	7,952 "
,2008-09,JANUARY,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT, 	782 ," 	2,730 "," 	3,512 ", 	129 , 	951 ," 	1,080 ", 	- 0, 	- 0," 	2,590 "," 	6,383 "," 	5,791 "," 	6,198 "," 	5,726 "," 	4,013 "," 	9,026 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	614 ," 	2,113 "," 	2,727 ", 	58 , 	461 , 	519 , 	483 , 	- 0," 	2,145 "," 	2,837 "," 	2,533 "," 	2,825 "," 	2,225 "," 	2,525 "," 	7,183 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	279 ," 	1,225 "," 	1,504 ", 	72 , 	291 , 	363 , 	- 0, 	- 0, 	775 ," 	2,295 "," 	1,936 "," 	2,141 "," 	1,819 ", 	874 ," 	3,219 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	784 ," 	3,232 "," 	4,016 ", 	94 , 	684 , 	778 , 	- 0, 	164 ," 	2,002 "," 	5,906 "," 	5,337 "," 	5,333 "," 	4,930 ", 	743 ," 	6,812 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	525 ," 	1,988 "," 	2,513 ", 	100 , 	719 , 	819 , 	- 0, 	4 ," 	1,413 "," 	3,681 "," 	3,031 "," 	3,598 "," 	3,000 "," 	2,801 "," 	6,158 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	651 ," 	2,591 "," 	3,242 ", 	94 , 	527 , 	621 , 	- 0, 	- 0," 	2,427 "," 	7,579 "," 	5,912 "," 	6,739 "," 	4,774 "," 	3,370 "," 	7,697 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	562 ," 	1,794 "," 	2,356 ", 	50 , 	411 , 	461 , 	- 0, 	- 0," 	1,911 "," 	3,820 "," 	3,995 "," 	3,679 "," 	3,558 "," 	1,676 "," 	5,657 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	541 ," 	2,350 "," 	2,891 ", 	56 , 	625 , 	681 , 	- 0, 	359 ," 	2,057 "," 	4,886 "," 	4,279 "," 	4,352 "," 	3,679 "," 	3,250 "," 	6,726 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	356 , 	921 ," 	1,277 ", 	45 , 	184 , 	229 , 	252 , 	- 0," 	1,229 "," 	2,576 "," 	2,159 "," 	2,566 "," 	2,152 "," 	1,656 "," 	4,570 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	419 ," 	1,315 "," 	1,734 ", 	48 , 	169 , 	217 , 	- 0, 	- 0," 	1,728 "," 	4,059 "," 	3,776 "," 	4,204 "," 	3,806 "," 	2,451 "," 	6,346 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	338 ," 	1,035 "," 	1,373 ", 	25 , 	101 , 	126 , 	15 , 	- 0," 	2,035 "," 	3,443 "," 	3,174 "," 	3,381 "," 	2,770 "," 	2,046 "," 	4,764 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	471 ," 	1,748 "," 	2,219 ", 	100 , 	449 , 	549 , 	- 0, 	- 0," 	2,308 "," 	4,800 "," 	5,030 "," 	4,199 "," 	3,796 "," 	2,837 "," 	6,416 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	403 ," 	1,677 "," 	2,080 ", 	52 , 	528 , 	580 , 	- 0, 	8 ," 	1,597 "," 	4,761 "," 	3,714 "," 	4,247 "," 	3,312 "," 	2,987 "," 	7,045 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	296 ," 	1,058 "," 	1,354 ", 	30 , 	281 , 	311 , 	- 0, 	- 0," 	1,603 "," 	3,269 "," 	2,507 "," 	2,831 "," 	2,244 "," 	1,604 "," 	3,956 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	641 ," 	2,407 "," 	3,048 ", 	60 , 	554 , 	614 , 	- 0, 	- 0," 	2,854 "," 	6,390 "," 	5,325 "," 	5,706 "," 	4,743 "," 	3,407 "," 	8,486 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	507 ," 	1,439 "," 	1,946 ", 	46 , 	214 , 	260 , 	- 0, 	- 0," 	2,048 "," 	4,867 "," 	4,383 "," 	4,170 "," 	4,197 "," 	2,342 "," 	6,579 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	561 ," 	2,014 "," 	2,575 ", 	85 , 	571 , 	656 , 	- 0, 	- 0," 	2,166 "," 	5,451 "," 	4,790 "," 	5,184 "," 	4,285 "," 	2,381 "," 	7,009 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	470 ," 	1,505 "," 	1,975 ", 	77 , 	505 , 	582 , 	- 0, 	- 0," 	1,589 "," 	3,562 "," 	2,736 "," 	3,055 "," 	2,682 "," 	1,866 "," 	4,372 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	403 ," 	1,404 "," 	1,807 ", 	52 , 	339 , 	391 , 	- 0, 	- 0," 	1,390 "," 	4,508 "," 	3,875 "," 	3,471 "," 	2,945 "," 	2,939 "," 	9,343 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	319 ," 	1,346 "," 	1,665 ", 	25 , 	316 , 	341 , 	- 0, 	- 0," 	1,437 "," 	3,918 "," 	2,996 "," 	3,565 "," 	2,726 "," 	2,302 "," 	5,659 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	700 ," 	3,045 "," 	3,745 ", 	97 ," 	1,007 "," 	1,104 ", 	- 0, 	45 ," 	2,433 "," 	5,283 "," 	4,458 "," 	5,171 "," 	4,339 "," 	3,397 "," 	8,288 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	284 ," 	1,037 "," 	1,321 ", 	34 , 	313 , 	347 , 	- 0, 	- 0," 	1,134 "," 	2,769 "," 	2,484 "," 	2,651 "," 	2,365 "," 	1,390 "," 	6,384 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	393 ," 	1,247 "," 	1,640 ", 	58 , 	373 , 	431 , 	- 0, 	- 0," 	1,504 "," 	3,706 "," 	2,934 "," 	3,636 "," 	2,857 "," 	2,171 "," 	5,919 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	542 ," 	1,893 "," 	2,435 ", 	79 , 	321 , 	400 , 	- 0, 	- 0," 	2,340 "," 	5,383 "," 	4,195 "," 	5,225 "," 	4,132 "," 	3,250 "," 	9,030 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	475 ," 	1,744 "," 	2,219 ", 	60 , 	297 , 	357 , 	- 0, 	- 0," 	2,239 "," 	4,150 "," 	3,461 "," 	4,118 "," 	3,447 "," 	2,963 "," 	7,833 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	528 ," 	2,278 "," 	2,806 ", 	135 , 	654 , 	789 , 	- 0, 	- 0," 	1,906 "," 	4,468 "," 	3,655 "," 	4,457 "," 	3,636 "," 	2,015 "," 	6,899 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	401 ," 	1,379 "," 	1,780 ", 	58 , 	440 , 	498 , 	- 0, 	- 0," 	1,736 "," 	7,070 "," 	3,986 "," 	6,458 "," 	3,942 "," 	2,196 "," 	7,094 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	363 ," 	1,081 "," 	1,444 ", 	4 , 	6 , 	10 , 	- 0, 	- 0," 	1,137 "," 	2,946 "," 	2,557 "," 	2,932 "," 	2,540 "," 	1,303 "," 	5,856 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT," 	1,271 "," 	2,326 "," 	3,597 ", 	95 , 	545 , 	640 , 	5 , 	117 ," 	2,716 "," 	7,052 "," 	4,874 "," 	6,562 "," 	4,755 "," 	1,944 "," 	13,489 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	446 ," 	1,615 "," 	2,061 ", 	63 , 	396 , 	459 , 	91 , 	- 0," 	2,409 "," 	4,517 "," 	3,428 "," 	4,449 "," 	3,377 "," 	2,341 "," 	5,681 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	384 ," 	1,717 "," 	2,101 ", 	59 , 	537 , 	596 , 	- 0, 	- 0," 	1,685 "," 	3,987 "," 	3,017 "," 	3,987 "," 	3,017 "," 	1,868 "," 	5,216 "
,2008-09,JANUARY,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	591 ," 	1,523 "," 	2,114 ", 	197 , 	424 , 	621 , 	- 0, 	29 ," 	1,374 "," 	3,065 "," 	2,396 "," 	2,684 "," 	2,158 "," 	1,721 "," 	3,528 "
,2008-09,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	577 ," 	1,482 "," 	2,059 ", 	59 , 	180 , 	239 , 	156 , 	13 ," 	2,068 "," 	5,137 "," 	3,840 "," 	4,926 "," 	3,414 "," 	1,677 "," 	5,617 "
,2008-09,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	540 ," 	1,350 "," 	1,890 ", 	236 , 	164 , 	400 , 	231 , 	- 0," 	2,204 "," 	5,291 "," 	4,406 "," 	5,291 "," 	3,873 "," 	1,942 "," 	5,070 "
,2008-09,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,097 "," 	7,260 "," 	9,357 ", 	126 ," 	1,367 "," 	1,493 ", 	- 0, 	602 ," 	7,713 "," 	16,602 "," 	14,694 "," 	15,719 "," 	14,043 "," 	6,458 "," 	21,821 "
,2008-09,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	2,118 "," 	5,765 "," 	7,883 ", 	320 , 	801 ," 	1,121 ", 	- 0," 	1,468 "," 	6,636 "," 	12,179 "," 	9,978 "," 	11,982 "," 	9,722 "," 	6,824 "," 	16,645 "
,2008-09,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT, 	895 ," 	2,307 "," 	3,202 ", 	210 , 	784 , 	994 , 	- 0, 	- 0," 	2,841 "," 	7,354 "," 	5,989 "," 	7,201 "," 	5,847 "," 	2,240 "," 	5,078 "
,2008-09,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	350 ," 	1,119 "," 	1,469 ", 	37 , 	453 , 	490 , 	- 0, 	- 0," 	1,657 "," 	3,840 "," 	3,162 "," 	3,839 "," 	3,159 "," 	1,454 "," 	4,344 "
,2008-09,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,676 "," 	3,988 "," 	5,664 ", 	217 , 	836 ," 	1,053 ", 	646 , 	292 ," 	4,832 "," 	11,244 "," 	9,418 "," 	10,038 "," 	8,472 "," 	4,660 "," 	12,840 "
,2008-09,JANUARY,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	1,892 "," 	5,264 "," 	7,156 ", 	264 ," 	1,755 "," 	2,019 ", 	70 , 	- 0," 	6,368 "," 	11,082 "," 	9,573 "," 	11,046 "," 	9,573 "," 	6,498 "," 	16,135 "
,2008-09,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	471 ," 	1,483 "," 	1,954 ", 	56 , 	470 , 	526 , 	126 , 	- 0," 	2,189 "," 	3,825 "," 	3,214 "," 	3,502 "," 	3,099 "," 	1,562 "," 	4,922 "
,2008-09,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	392 ," 	1,542 "," 	1,934 ", 	58 , 	350 , 	408 , 	254 , 	346 ," 	1,946 "," 	4,056 "," 	2,861 "," 	3,663 "," 	2,674 "," 	1,755 "," 	4,875 "
,2008-09,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	631 ," 	1,700 "," 	2,331 ", 	109 , 	723 , 	832 , 	270 , 	34 ," 	2,524 "," 	4,392 "," 	3,076 "," 	4,353 "," 	3,042 "," 	3,209 "," 	5,478 "
,2008-09,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	3,144 "," 	10,613 "," 	13,757 ", 	396 ," 	3,170 "," 	3,566 ", 	319 ," 	3,168 "," 	9,843 "," 	20,050 "," 	16,886 "," 	19,548 "," 	16,613 "," 	8,396 "," 	27,734 "
,2008-09,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT," 	1,200 "," 	3,890 "," 	5,090 ", 	299 , 	999 ," 	1,298 ", 	15 , 	- 0," 	4,695 "," 	7,854 "," 	6,290 "," 	7,663 "," 	6,058 "," 	2,050 "," 	10,049 "
,2008-09,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,126 "," 	3,785 "," 	4,911 ", 	285 ," 	1,376 "," 	1,661 ", 	165 , 	- 0," 	4,381 "," 	7,675 "," 	9,285 "," 	7,137 "," 	6,226 "," 	4,065 "," 	12,829 "
,2008-09,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	942 ," 	2,460 "," 	3,402 ", 	151 , 	598 , 	749 , 	65 , 	- 0," 	2,704 "," 	6,632 "," 	5,487 "," 	6,250 "," 	5,142 "," 	2,120 "," 	8,547 "
,2008-09,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	705 ," 	2,457 "," 	3,162 ", 	77 , 	372 , 	449 , 	106 , 	- 0," 	2,328 "," 	5,058 "," 	5,027 "," 	4,947 "," 	4,818 "," 	2,702 "," 	7,086 "
,2008-09,JANUARY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	268 , 	702 , 	970 , 	48 , 	78 , 	126 , 	2 , 	1 , 	956 ," 	2,812 "," 	2,003 "," 	2,778 "," 	1,930 "," 	1,940 "," 	3,324 "
,2008-09,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	625 ," 	2,103 "," 	2,728 ", 	85 , 	961 ," 	1,046 ", 	45 , 	- 0," 	1,644 "," 	3,432 "," 	2,869 "," 	3,320 "," 	2,780 "," 	1,631 "," 	4,575 "
,2008-09,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	843 ," 	2,063 "," 	2,906 ", 	190 , 	449 , 	639 , 	63 , 	173 ," 	2,186 "," 	3,797 "," 	3,580 "," 	4,242 "," 	4,030 "," 	1,286 "," 	5,950 "
,2008-09,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	291 ," 	1,186 "," 	1,477 ", 	44 , 	196 , 	240 , 	92 , 	- 0," 	1,358 "," 	2,970 "," 	3,076 "," 	3,320 "," 	3,021 "," 	1,916 "," 	4,498 "
,2008-09,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	381 ," 	1,592 "," 	1,973 ", 	81 , 	483 , 	564 , 	- 0, 	231 ," 	1,489 "," 	3,797 "," 	3,057 "," 	3,337 "," 	2,832 "," 	1,993 "," 	5,354 "
,2008-09,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	534 ," 	1,884 "," 	2,418 ", 	80 , 	679 , 	759 , 	30 , 	- 0," 	1,677 "," 	3,209 "," 	2,721 "," 	3,162 "," 	2,673 "," 	1,488 "," 	4,261 "
,2008-09,JANUARY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QH,GLOUCESTERSHIRE PCT," 	1,405 "," 	4,955 "," 	6,360 ", 	234 ," 	2,138 "," 	2,372 ", 	15 , 	38 ," 	4,368 "," 	8,137 "," 	7,274 "," 	7,807 "," 	6,972 "," 	4,977 "," 	12,830 "
