,Year,Period,SHA Code,SHA Name,Org Code,Org Name,Elective G&A Ordinary Admissions (FFCEs),Elective G&A Daycase Admissions (FFCEs),Elective G&A Total Admissions (FFCEs),Elective G&A Planned Ordinary Admissions (FFCEs),Elective G&A Planned Daycase Admissions (FFCEs),Elective G&A Planned Total Admissions (FFCEs),Elective G&A Admissions (FFCEs) -NHS Treatment Centres (TCs) ,Total Non-elective G&A Admissions (FFCEs),GP Referrals Made (All specialties) ,GP Referrals Seen (All specialties) ,GP Referrals Made (G&A) ,GP Referrals Seen (G&A) ,Other Referrals Made (G&A) ,All 1st Outpatient Attendances (G&A) 
,2010-11,NOVEMBER,,,,England," 	138,866 "," 	496,102 "," 	634,968 "," 	21,609 "," 	148,087 "," 	169,737 "," 	24,807 "," 	456,852 "," 	999,983 "," 	887,316 "," 	945,775 "," 	843,356 "," 	524,886 "," 	1,415,776 "
,2010-11,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5MX,HEART OF BIRMINGHAM TEACHING PCT, 	561 ," 	1,721 "," 	2,282 ", 	101 , 	369 , 	470 , 	426 ," 	2,682 "," 	5,629 "," 	5,254 "," 	4,790 "," 	4,358 "," 	4,064 "," 	8,509 "
,2010-11,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PE,DUDLEY PCT, 	889 ," 	3,408 "," 	4,297 ", 	133 ," 	1,239 "," 	1,372 ", 	80 ," 	2,698 "," 	4,699 "," 	6,354 "," 	4,018 "," 	5,500 "," 	1,406 "," 	8,899 "
,2010-11,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PF,SANDWELL PCT, 	800 ," 	3,220 "," 	4,020 ", 	120 , 	670 , 	790 , 	511 ," 	3,270 "," 	7,515 "," 	6,288 "," 	6,942 "," 	5,641 "," 	3,436 "," 	9,343 "
,2010-11,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PG,BIRMINGHAM EAST AND NORTH PCT, 	995 ," 	4,296 "," 	5,291 ", 	156 ," 	1,526 "," 	1,682 ", 	354 ," 	3,983 "," 	10,472 "," 	10,131 "," 	9,595 "," 	9,281 "," 	4,996 "," 	15,626 "
,2010-11,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PH,NORTH STAFFORDSHIRE PCT, 	621 ," 	2,119 "," 	2,740 ", 	183 , 	591 , 	774 , 	46 ," 	1,626 "," 	3,642 "," 	3,716 "," 	3,256 "," 	3,069 "," 	1,126 "," 	4,425 "
,2010-11,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PJ,STOKE ON TRENT PCT, 	634 ," 	2,804 "," 	3,438 ", 	150 , 	886 ," 	1,036 ", 	32 ," 	2,567 "," 	5,363 "," 	5,647 "," 	4,580 "," 	4,327 "," 	1,451 "," 	6,127 "
,2010-11,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PK,SOUTH STAFFORDSHIRE PCT," 	1,685 "," 	6,829 "," 	8,514 ", 	200 ," 	2,400 "," 	2,600 "," 	1,181 "," 	4,800 "," 	12,912 "," 	11,015 "," 	12,123 "," 	10,186 "," 	8,152 "," 	16,329 "
,2010-11,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PL,WORCESTERSHIRE PCT," 	1,507 "," 	5,202 "," 	6,709 ", 	241 ," 	1,607 "," 	1,848 "," 	1,274 "," 	4,295 "," 	9,734 "," 	8,709 "," 	8,576 "," 	8,290 "," 	4,769 "," 	13,344 "
,2010-11,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,5PM,WARWICKSHIRE PCT," 	1,420 "," 	4,710 "," 	6,130 ", 	184 ," 	1,706 "," 	1,890 ", 	43 ," 	3,891 "," 	7,436 "," 	8,046 "," 	7,130 "," 	7,899 "," 	5,964 "," 	12,862 "
,2010-11,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,TAM,SOLIHULL CARE TRUST, 	551 ," 	2,061 "," 	2,612 ", 	84 , 	887 , 	971 , 	12 ," 	1,790 "," 	4,358 "," 	4,508 "," 	3,998 "," 	4,140 "," 	2,287 "," 	7,092 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5GC,LUTON PCT, 	484 ," 	1,345 "," 	1,829 ", 	60 , 	299 , 	359 , 	- 0," 	1,507 "," 	3,231 "," 	3,396 "," 	2,781 "," 	2,886 "," 	1,520 "," 	5,186 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P1,SOUTH EAST ESSEX PCT, 	926 ," 	3,464 "," 	4,390 ", 	123 ," 	1,222 "," 	1,345 ", 	- 0," 	2,769 "," 	6,952 "," 	5,753 "," 	6,824 "," 	5,736 "," 	2,927 "," 	8,519 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5P2,BEDFORDSHIRE PCT," 	1,037 "," 	3,461 "," 	4,498 ", 	95 , 	646 , 	741 , 	46 ," 	2,913 "," 	8,617 "," 	7,563 "," 	8,270 "," 	7,236 "," 	3,361 "," 	10,690 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PN,PETERBOROUGH PCT, 	410 ," 	1,202 "," 	1,612 ", 	53 , 	327 , 	380 , 	10 ," 	1,369 "," 	2,769 "," 	2,349 "," 	2,354 "," 	2,123 "," 	1,763 "," 	3,474 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PP,CAMBRIDGESHIRE PCT," 	1,479 "," 	5,808 "," 	7,287 ", 	189 ," 	1,945 "," 	2,134 "," 	1,220 "," 	4,137 "," 	9,665 "," 	8,257 "," 	9,349 "," 	7,970 "," 	6,389 "," 	13,065 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PQ,NORFOLK PCT," 	1,984 "," 	8,474 "," 	10,458 ", 	301 ," 	2,793 "," 	3,094 ", 	40 ," 	6,125 "," 	14,142 "," 	13,211 "," 	13,797 "," 	12,955 "," 	5,534 "," 	19,759 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PR,GREAT YARMOUTH AND WAVENEY PCT, 	660 ," 	2,550 "," 	3,210 ", 	95 , 	391 , 	486 , 	1 ," 	1,929 "," 	5,077 "," 	4,868 "," 	5,058 "," 	4,751 "," 	1,289 "," 	6,569 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PT,SUFFOLK PCT," 	1,451 "," 	5,877 "," 	7,328 ", 	159 ," 	1,940 "," 	2,099 ", 	279 ," 	4,858 "," 	11,966 "," 	10,011 "," 	11,479 "," 	9,701 "," 	5,623 "," 	17,350 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PV,WEST ESSEX PCT, 	709 ," 	2,827 "," 	3,536 ", 	59 ," 	1,010 "," 	1,069 ", 	339 ," 	2,096 "," 	4,695 "," 	4,212 "," 	4,383 "," 	3,959 "," 	2,513 "," 	5,564 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PW,NORTH EAST ESSEX PCT, 	821 ," 	2,181 "," 	3,002 ", 	72 , 	310 , 	382 , 	1 ," 	2,599 "," 	5,486 "," 	5,275 "," 	4,728 "," 	5,191 "," 	1,352 "," 	7,672 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PX,MID ESSEX PCT, 	799 ," 	2,880 "," 	3,679 ", 	72 , 	939 ," 	1,011 ", 	3 ," 	2,434 "," 	5,062 "," 	4,572 "," 	4,898 "," 	4,488 "," 	4,000 "," 	7,755 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5PY,SOUTH WEST ESSEX PCT, 	784 ," 	3,467 "," 	4,251 ", 	121 ," 	1,072 "," 	1,193 ", 	1 ," 	2,492 "," 	6,852 "," 	6,519 "," 	6,709 "," 	6,501 "," 	5,073 "," 	11,343 "
,2010-11,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,5QV,HERTFORDSHIRE PCT," 	2,875 "," 	9,171 "," 	12,046 ", 	373 ," 	2,042 "," 	2,415 ", 	302 ," 	7,502 "," 	21,572 "," 	19,147 "," 	20,413 "," 	18,226 "," 	11,629 "," 	28,597 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A4,HAVERING PCT, 	573 ," 	2,288 "," 	2,861 ", 	62 , 	378 , 	439 , 	326 ," 	2,197 "," 	3,886 "," 	3,298 "," 	3,859 "," 	3,282 "," 	2,166 "," 	6,055 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A5,KINGSTON PCT, 	401 ," 	1,106 "," 	1,507 ", 	52 , 	252 , 	304 , 	41 , 	996 ," 	3,636 "," 	2,863 "," 	3,154 "," 	2,490 "," 	1,565 "," 	4,066 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A7,BROMLEY PCT, 	737 ," 	3,569 "," 	4,306 ", 	124 , 	770 , 	894 , 	4 ," 	2,108 "," 	7,336 "," 	5,635 "," 	6,870 "," 	5,621 "," 	4,241 "," 	8,807 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A8,GREENWICH TEACHING PCT, 	500 ," 	2,095 "," 	2,595 ", 	114 , 	660 , 	774 , 	1 ," 	1,861 "," 	4,231 "," 	4,261 "," 	3,805 "," 	4,033 "," 	2,891 "," 	7,407 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5A9,BARNET PCT, 	770 ," 	3,195 "," 	3,965 ", 	115 , 	649 , 	764 , 	157 ," 	2,912 "," 	8,202 "," 	6,806 "," 	7,747 "," 	6,086 "," 	5,361 "," 	10,692 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5AT,HILLINGDON PCT, 	590 ," 	2,135 "," 	2,725 ", 	74 , 	563 , 	638 , 	591 ," 	2,198 "," 	5,410 "," 	4,316 "," 	5,006 "," 	4,072 "," 	2,418 "," 	7,283 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C1,ENFIELD PCT, 	631 ," 	3,001 "," 	3,632 ", 	94 , 	810 , 	904 , 	398 ," 	2,039 "," 	5,280 "," 	5,245 "," 	4,914 "," 	4,505 "," 	3,921 "," 	7,986 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C2,BARKING AND DAGENHAM PCT, 	306 ," 	1,360 "," 	1,666 ", 	32 , 	250 , 	282 , 	160 ," 	1,890 "," 	2,785 "," 	2,504 "," 	2,747 "," 	2,476 "," 	1,586 "," 	4,364 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C3,CITY AND HACKNEY TEACHING PCT, 	443 ," 	1,665 "," 	2,108 ", 	70 , 	466 , 	536 , 	5 ," 	1,984 "," 	3,866 "," 	3,538 "," 	3,664 "," 	3,292 "," 	2,204 "," 	5,291 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C4,TOWER HAMLETS PCT, 	423 ," 	1,469 "," 	1,892 ", 	66 , 	338 , 	404 , 	- 0," 	1,840 "," 	4,962 "," 	4,543 "," 	3,669 "," 	3,239 "," 	2,762 "," 	6,881 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C5,NEWHAM PCT, 	538 ," 	1,852 "," 	2,390 ", 	105 , 	701 , 	806 , 	1 ," 	2,686 "," 	7,471 "," 	6,545 "," 	5,181 "," 	4,287 "," 	3,309 "," 	8,451 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5C9,HARINGEY TEACHING PCT, 	520 ," 	2,402 "," 	2,922 ", 	63 , 	713 , 	776 , 	37 ," 	1,852 "," 	5,077 "," 	4,390 "," 	4,703 "," 	4,082 "," 	3,686 "," 	8,440 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5H1,HAMMERSMITH AND FULHAM PCT, 	464 ," 	1,345 "," 	1,809 ", 	53 , 	324 , 	377 , 	9 ," 	1,886 "," 	4,896 "," 	3,637 "," 	4,434 "," 	3,323 "," 	2,414 "," 	5,995 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HX,EALING PCT, 	718 ," 	3,034 "," 	3,752 ", 	76 , 	757 , 	833 , 	217 ," 	3,136 "," 	7,831 "," 	6,588 "," 	6,895 "," 	5,916 "," 	4,277 "," 	9,737 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5HY,HOUNSLOW PCT, 	513 ," 	1,936 "," 	2,449 ", 	71 , 	540 , 	611 , 	9 ," 	1,955 "," 	5,613 "," 	5,032 "," 	4,946 "," 	4,468 "," 	2,094 "," 	7,059 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K5,BRENT TEACHING PCT, 	697 ," 	2,360 "," 	3,057 ", 	78 , 	694 , 	772 , 	734 ," 	2,587 "," 	7,004 "," 	5,654 "," 	6,522 "," 	5,441 "," 	3,481 "," 	8,225 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K6,HARROW PCT, 	445 ," 	1,716 "," 	2,161 ", 	72 , 	757 , 	829 , 	243 ," 	1,665 "," 	3,473 "," 	3,357 "," 	3,318 "," 	3,249 "," 	1,880 "," 	5,057 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K7,CAMDEN PCT, 	420 ," 	1,621 "," 	2,041 ", 	56 , 	453 , 	509 , 	- 0," 	1,503 "," 	5,179 "," 	4,446 "," 	4,877 "," 	4,209 "," 	3,130 "," 	7,407 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K8,ISLINGTON PCT, 	413 ," 	1,981 "," 	2,394 ", 	46 , 	562 , 	608 , 	7 ," 	1,689 "," 	4,303 "," 	3,900 "," 	3,951 "," 	3,623 "," 	2,600 "," 	6,706 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5K9,CROYDON PCT, 	753 ," 	2,959 "," 	3,712 ", 	114 , 	635 , 	749 , 	56 ," 	2,885 "," 	6,808 "," 	5,935 "," 	6,161 "," 	5,464 "," 	4,649 "," 	10,735 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LA,KENSINGTON AND CHELSEA PCT, 	467 ," 	1,284 "," 	1,751 ", 	68 , 	310 , 	378 , 	6 ," 	1,322 "," 	4,945 "," 	3,256 "," 	4,603 "," 	3,067 "," 	1,999 "," 	6,802 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LC,WESTMINSTER PCT, 	459 ," 	1,522 "," 	1,981 ", 	46 , 	318 , 	364 , 	5 ," 	1,738 "," 	7,375 "," 	3,877 "," 	6,766 "," 	3,632 "," 	3,292 "," 	8,992 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LD,LAMBETH PCT, 	546 ," 	2,080 "," 	2,626 ", 	98 , 	480 , 	578 , 	11 ," 	2,861 "," 	6,514 "," 	5,137 "," 	5,366 "," 	4,765 "," 	3,906 "," 	10,119 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LE,SOUTHWARK PCT, 	517 ," 	1,815 "," 	2,332 ", 	96 , 	477 , 	573 , 	100 ," 	2,783 "," 	5,193 "," 	4,358 "," 	4,330 "," 	4,075 "," 	3,753 "," 	9,415 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LF,LEWISHAM PCT, 	495 ," 	2,428 "," 	2,923 ", 	79 , 	699 , 	778 , 	101 ," 	2,118 "," 	5,485 "," 	4,533 "," 	5,213 "," 	4,428 "," 	4,787 "," 	9,553 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5LG,WANDSWORTH PCT, 	636 ," 	1,834 "," 	2,470 ", 	63 , 	325 , 	388 , 	60 ," 	2,272 "," 	9,338 "," 	6,598 "," 	7,824 "," 	5,912 "," 	3,018 "," 	9,795 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M6,RICHMOND AND TWICKENHAM PCT, 	409 ," 	1,122 "," 	1,531 ", 	50 , 	332 , 	382 , 	29 ," 	1,192 "," 	4,200 "," 	3,324 "," 	3,638 "," 	2,973 "," 	1,687 "," 	4,842 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5M7,SUTTON AND MERTON PCT, 	850 ," 	3,009 "," 	3,859 ", 	78 , 	538 , 	616 , 	138 ," 	2,940 "," 	8,097 "," 	6,730 "," 	7,151 "," 	6,304 "," 	2,395 "," 	10,265 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NA,REDBRIDGE PCT, 	501 ," 	2,117 "," 	2,618 ", 	62 , 	532 , 	593 , 	220 ," 	2,254 "," 	4,925 "," 	4,082 "," 	4,768 "," 	4,064 "," 	2,113 "," 	6,637 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,5NC,WALTHAM FOREST PCT, 	487 ," 	2,193 "," 	2,680 ", 	83 , 	828 , 	911 , 	3 ," 	2,212 "," 	6,168 "," 	4,627 "," 	5,651 "," 	4,574 "," 	2,406 "," 	8,101 "
,2010-11,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,TAK,BEXLEY CARE TRUST, 	468 ," 	2,154 "," 	2,622 ", 	65 , 	667 , 	732 , 	- 0," 	1,927 "," 	3,492 "," 	2,790 "," 	3,207 "," 	2,620 "," 	2,258 "," 	5,190 "
,2010-11,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5L3,MEDWAY PCT, 	925 ," 	1,861 "," 	2,786 ", 	289 , 	343 , 	632 , 	1 ," 	2,191 "," 	5,131 "," 	4,751 "," 	4,921 "," 	4,592 "," 	2,150 "," 	6,934 "
,2010-11,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5LQ,BRIGHTON AND HOVE CITY PCT, 	778 ," 	2,160 "," 	2,938 ", 	319 , 	466 , 	785 , 	4 ," 	2,465 "," 	6,055 "," 	4,991 "," 	5,921 "," 	4,798 "," 	2,879 "," 	6,870 "
,2010-11,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P5,SURREY PCT," 	2,626 "," 	9,281 "," 	11,907 ", 	277 ," 	2,639 "," 	2,916 ", 	178 ," 	9,186 "," 	19,397 "," 	17,884 "," 	18,148 "," 	16,705 "," 	8,642 "," 	28,356 "
,2010-11,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P6,WEST SUSSEX PCT," 	2,195 "," 	7,060 "," 	9,255 ", 	577 ," 	1,963 "," 	2,540 "," 	1,067 "," 	7,081 "," 	13,619 "," 	12,496 "," 	13,422 "," 	12,323 "," 	8,336 "," 	21,496 "
,2010-11,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P7,EAST SUSSEX DOWNS AND WEALD PCT," 	1,155 "," 	2,855 "," 	4,010 ", 	329 , 	930 ," 	1,259 ", 	- 0," 	2,737 "," 	7,974 "," 	7,120 "," 	7,899 "," 	7,043 "," 	3,020 "," 	9,639 "
,2010-11,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P8,HASTINGS AND ROTHER PCT, 	603 ," 	1,297 "," 	1,900 ", 	93 , 	496 , 	589 , 	1 ," 	1,569 "," 	4,251 "," 	3,515 "," 	4,249 "," 	3,510 "," 	1,673 "," 	4,965 "
,2010-11,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5P9,WEST KENT PCT," 	1,807 "," 	4,917 "," 	6,724 ", 	295 ," 	1,289 "," 	1,584 ", 	1 ," 	4,948 "," 	11,286 "," 	10,181 "," 	10,629 "," 	9,588 "," 	6,230 "," 	15,482 "
,2010-11,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,5QA,EASTERN AND COASTAL KENT PCT," 	2,291 "," 	6,591 "," 	8,882 ", 	427 ," 	2,334 "," 	2,803 ", 	6 ," 	6,374 "," 	13,341 "," 	12,458 "," 	12,961 "," 	12,224 "," 	8,624 "," 	20,892 "
,2010-11,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5CQ,MILTON KEYNES PCT, 	551 ," 	2,007 "," 	2,558 ", 	108 , 	644 , 	752 , 	137 ," 	2,115 "," 	4,355 "," 	3,905 "," 	3,907 "," 	3,539 "," 	1,710 "," 	6,062 "
,2010-11,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5FE,PORTSMOUTH CITY TEACHING PCT, 	444 ," 	1,743 "," 	2,187 ", 	64 , 	229 , 	293 , 	380 ," 	1,804 "," 	4,266 "," 	3,649 "," 	4,117 "," 	3,513 "," 	1,443 "," 	5,879 "
,2010-11,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5L1,SOUTHAMPTON CITY PCT, 	579 ," 	2,139 "," 	2,718 ", 	147 , 	558 , 	705 , 	861 ," 	2,258 "," 	3,964 "," 	3,390 "," 	3,739 "," 	3,112 "," 	2,417 "," 	5,010 "
,2010-11,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QC,HAMPSHIRE PCT," 	3,080 "," 	11,548 "," 	14,628 ", 	423 ," 	2,729 "," 	3,152 "," 	3,285 "," 	9,816 "," 	21,826 "," 	19,355 "," 	21,461 "," 	19,059 "," 	11,539 "," 	31,126 "
,2010-11,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QD,BUCKINGHAMSHIRE PCT, 	968 ," 	3,782 "," 	4,750 ", 	130 ," 	1,150 "," 	1,280 ", 	53 ," 	3,495 "," 	8,809 "," 	7,009 "," 	8,548 "," 	6,742 "," 	2,452 "," 	11,941 "
,2010-11,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QE,OXFORDSHIRE PCT," 	1,413 "," 	4,665 "," 	6,078 ", 	168 ," 	1,295 "," 	1,463 ", 	99 ," 	4,217 "," 	7,972 "," 	7,568 "," 	7,791 "," 	7,412 "," 	4,109 "," 	13,341 "
,2010-11,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QF,BERKSHIRE WEST PCT, 	967 ," 	2,981 "," 	3,948 ", 	120 , 	519 , 	639 , 	75 ," 	2,598 "," 	7,776 "," 	6,519 "," 	7,132 "," 	6,121 "," 	2,771 "," 	10,578 "
,2010-11,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QG,BERKSHIRE EAST PCT, 	747 ," 	3,002 "," 	3,749 ", 	103 , 	501 , 	604 , 	34 ," 	2,731 "," 	8,451 "," 	5,755 "," 	8,056 "," 	5,376 "," 	1,742 "," 	7,873 "
,2010-11,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT, 	302 , 	774 ," 	1,076 ", 	41 , 	107 , 	148 , 	37 ," 	1,099 "," 	3,070 "," 	2,442 "," 	2,987 "," 	2,328 "," 	1,965 "," 	3,961 "
,2010-11,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5A3,SOUTH GLOUCESTERSHIRE PCT, 	608 ," 	2,487 "," 	3,095 ", 	75 ," 	1,075 "," 	1,150 ", 	- 0," 	1,620 "," 	3,507 "," 	3,439 "," 	3,351 "," 	3,304 "," 	2,045 "," 	5,375 "
,2010-11,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5F1,PLYMOUTH TEACHING PCT, 	658 ," 	2,188 "," 	2,846 ", 	118 , 	322 , 	440 , 	134 ," 	2,334 "," 	4,397 "," 	4,413 "," 	4,272 "," 	4,287 "," 	1,326 "," 	6,485 "
,2010-11,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5FL,BATH AND NORTH EAST SOMERSET PCT, 	429 ," 	1,562 "," 	1,991 ", 	74 , 	254 , 	328 , 	- 0," 	1,401 "," 	3,714 "," 	3,551 "," 	3,387 "," 	3,502 "," 	1,754 "," 	5,300 "
,2010-11,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5K3,SWINDON PCT, 	524 ," 	1,728 "," 	2,252 ", 	128 , 	609 , 	737 , 	2 ," 	1,576 "," 	3,608 "," 	3,512 "," 	3,557 "," 	3,380 "," 	1,809 "," 	5,631 "
,2010-11,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5M8,NORTH SOMERSET PCT, 	547 ," 	2,171 "," 	2,718 ", 	51 , 	690 , 	741 , 	1 ," 	1,600 "," 	3,628 "," 	3,503 "," 	3,539 "," 	3,462 "," 	1,646 "," 	5,375 "
,2010-11,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QH,GLOUCESTERSHIRE PCT," 	1,522 "," 	6,136 "," 	7,658 ", 	268 ," 	2,679 "," 	2,947 ", 	5 ," 	4,630 "," 	9,434 "," 	8,746 "," 	8,908 "," 	8,258 "," 	4,996 "," 	14,018 "
,2010-11,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QJ,BRISTOL PCT," 	1,037 "," 	4,178 "," 	5,215 ", 	118 ," 	1,616 "," 	1,734 ", 	- 0," 	3,352 "," 	7,375 "," 	6,379 "," 	7,084 "," 	6,132 "," 	3,878 "," 	11,020 "
,2010-11,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QK,WILTSHIRE PCT," 	1,109 "," 	4,042 "," 	5,151 ", 	164 , 	776 , 	940 , 	31 ," 	3,325 "," 	8,334 "," 	7,805 "," 	7,952 "," 	7,758 "," 	4,320 "," 	12,140 "
,2010-11,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QL,SOMERSET PCT," 	1,536 "," 	5,358 "," 	6,894 ", 	184 ," 	1,126 "," 	1,310 ", 	1 ," 	4,682 "," 	8,393 "," 	8,016 "," 	8,359 "," 	7,997 "," 	4,144 "," 	12,979 "
,2010-11,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,5QM,DORSET PCT," 	1,250 "," 	5,090 "," 	6,340 ", 	143 ," 	1,638 "," 	1,781 ", 	4 ," 	3,530 "," 	7,296 "," 	6,758 "," 	7,226 "," 	6,663 "," 	3,529 "," 	10,609 "
