NT411,BMI - The Clementine Churchill Hospital,,,,,," 	3,619 "," 	3,619 "," 	1,513 "," 	2,105 ", 	1 ,-," 	3,619 ",-,-, 	26 , 	15 , 	2 , 	1 , 	54 ,-,-,-,-,-,-,-, 	10 , 	16 , 	115 , 	192 , 	225 , 	285 , 	291 , 	303 , 	406 , 	362 , 	353 , 	326 , 	310 , 	218 , 	128 , 	60 , 	13 ," 	2,795 "," 	1,641 ",-, 	89 ,-
NT412,BMI - The Droitwich Spa Hospital,,,,,," 	3,426 "," 	3,426 "," 	1,449 "," 	1,964 ", 	13 ,-," 	3,426 ",-,-,,, 	2 , 	3 , 	58 ,-,-,-,-,-,-,-,*,*, 	82 , 	102 , 	149 , 	157 , 	232 , 	396 , 	324 , 	331 , 	319 , 	367 , 	378 , 	274 , 	177 , 	85 , 	31 ," 	2,627 "," 	1,791 ",-, 	73 ,-
NT413,BMI - The Esperance Hospital,,,,,," 	1,834 "," 	1,834 ", 	775 ," 	1,059 ",-,-," 	1,834 ",-,-, 	26 , 	18 , 	2 , 	2 , 	59 ,*,*,*,*,-,-,-,*,*, 	38 , 	40 , 	92 , 	104 , 	118 , 	123 , 	161 , 	187 , 	161 , 	233 , 	227 , 	161 , 	109 , 	63 ,*," 	1,535 ", 	683 ,-, 	25 ,-
NT418,BMI - The Hampshire Clinic,,,,,," 	3,147 "," 	3,147 "," 	1,225 "," 	1,912 ", 	10 ,-," 	3,147 ",-,-, 	13 , 	10 , 	2 , 	1 , 	56 ,-,-,-,-,-,-,-, 	10 , 	17 , 	62 , 	108 , 	183 , 	172 , 	253 , 	283 , 	349 , 	320 , 	299 , 	304 , 	310 , 	246 , 	132 , 	64 , 	34 ," 	2,636 ", 	825 ,-, 	69 ,-
NT419,BMI - The Harbour Hospital,,,,,," 	1,478 "," 	1,478 ", 	689 , 	789 ,-,-," 	1,478 ",-,-, 	50 , 	37 , 	2 , 	3 , 	63 ,-,-,-,-,-,-,-,*,*, 	25 , 	39 , 	53 , 	46 , 	65 , 	98 , 	105 , 	103 , 	127 , 	179 , 	183 , 	175 , 	167 , 	98 , 	12 ," 	1,297 ", 	423 ,-, 	21 ,-
NT420,BMI - The Highfield Hospital,,,,,," 	4,704 "," 	4,704 "," 	2,215 "," 	2,489 ",-,-," 	4,704 ",-,-, 	55 , 	21 , 	2 , 	3 , 	53 ,-,-,-,-,-,-,-, 	22 , 	33 , 	174 , 	207 , 	276 , 	362 , 	371 , 	511 , 	499 , 	439 , 	419 , 	493 , 	371 , 	311 , 	134 , 	62 , 	14 ," 	3,633 "," 	2,485 ",-, 	82 ,-
NT421,BMI - The Kings Oak Hospital,,,,,," 	1,879 "," 	1,879 ", 	705 ," 	1,170 ", 	4 ,-," 	1,879 ",-,-, 	33 , 	32 , 	2 , 	2 , 	55 ,-,-,-,-,-,-,-,*,*, 	57 , 	70 , 	84 , 	135 , 	170 , 	203 , 	224 , 	196 , 	153 , 	168 , 	146 , 	117 , 	92 , 	45 , 	7 ," 	1,500 ", 	814 ,-, 	42 ,-
NT422,BMI - The London Independent Hospital,,,,,," 	5,228 "," 	5,228 "," 	2,475 "," 	2,730 ", 	23 ,-," 	5,228 ",-,-, 	13 , 	8 , 	2 , 	1 , 	47 ,-,-,-,-,-,-,*,*, 	10 , 	220 , 	500 , 	591 , 	603 , 	511 , 	501 , 	579 , 	437 , 	371 , 	332 , 	232 , 	153 , 	115 , 	41 ,*," 	4,672 ", 	859 ,-, 	68 ,-
NT423,BMI - The Manor Hospital,,,,,, 	909 , 	909 , 	378 , 	526 , 	5 ,-, 	909 ,-,-, 	42 , 	34 , 	2 , 	2 , 	56 ,-,-,-,-,-,-,-,*,*, 	23 , 	29 , 	42 , 	58 , 	75 , 	95 , 	84 , 	86 , 	106 , 	113 , 	76 , 	62 , 	37 , 	11 ,*, 	629 , 	504 ,-, 	49 ,-
NT424,BMI - The Meriden Hospital,,,,,," 	2,765 "," 	2,765 "," 	1,270 "," 	1,494 ", 	1 ,-," 	2,765 ",-,-,,, 	2 , 	2 , 	54 ,-,-,-,-,-,-,-,*,*, 	63 , 	114 , 	130 , 	189 , 	215 , 	299 , 	355 , 	331 , 	276 , 	261 , 	252 , 	168 , 	66 , 	31 ,*," 	1,707 "," 	2,006 ",-, 	113 ,-
NT427,BMI - The Park Hospital,,,,,," 	2,308 "," 	2,308 ", 	886 ," 	1,421 ", 	1 ,-," 	2,308 ",-,-, 	46 , 	38 , 	2 , 	2 , 	55 ,-,-,-,-,-,-,-,*,*, 	67 , 	101 , 	106 , 	137 , 	211 , 	254 , 	251 , 	234 , 	218 , 	230 , 	200 , 	147 , 	83 , 	40 ,*," 	1,550 "," 	1,604 ",-, 	86 ,-
NT428,BMI - The Princess Margaret Hospital,,,,,, 	818 , 	818 , 	355 , 	461 , 	2 ,-, 	818 ,-,-, 	43 , 	31 , 	2 , 	2 , 	51 ,-,-,-,-,-,-,-,*,*, 	17 , 	57 , 	54 , 	62 , 	93 , 	92 , 	105 , 	73 , 	66 , 	82 , 	63 ,*,*,*,*, 	629 , 	357 ,-, 	21 ,-
NT429,BMI - The Priory Hospital,,,,,," 	1,573 "," 	1,573 ", 	593 , 	963 , 	17 ,-," 	1,573 ",-,-,,, 	2 , 	1 , 	51 ,-,-,-,-,-,-,-, 	6 , 	9 , 	60 , 	88 , 	122 , 	151 , 	141 , 	151 , 	179 , 	139 , 	130 , 	137 , 	93 , 	80 , 	45 , 	29 , 	7 , 	906 ," 	1,144 ",-, 	87 ,-
NT430,BMI - The Ridgeway Hospital,,,,,," 	3,795 "," 	3,795 "," 	1,739 "," 	2,055 ", 	1 ,-," 	3,795 ",-,-, 	52 , 	14 , 	2 , 	2 , 	60 ,-,-,-,-,-,-,-,*,*, 	95 , 	118 , 	182 , 	184 , 	247 , 	284 , 	307 , 	306 , 	308 , 	463 , 	428 , 	346 , 	294 , 	161 , 	48 ," 	3,051 "," 	1,539 ",-, 	58 ,-
NT431,BMI - The Runnymede Hospital,,,,,, 	725 , 	725 , 	321 , 	401 , 	3 ,-, 	725 ,-,-, 	42 , 	10 , 	2 , 	3 , 	57 ,-,-,-,-,-,-,*,*,*, 	21 , 	18 , 	27 , 	52 , 	56 , 	58 , 	72 , 	59 , 	67 , 	94 , 	86 , 	48 , 	36 , 	17 ,*, 	573 , 	347 ,-, 	9 ,-
NT432,BMI - The Sandringham Hospital,,,,,," 	1,375 "," 	1,375 ", 	730 , 	644 , 	1 ,-," 	1,375 ",-,-, 	63 , 	55 , 	2 , 	2 , 	64 ,-,-,-,-,-,-,-,*,*, 	25 , 	29 , 	36 , 	41 , 	44 , 	73 , 	94 , 	103 , 	135 , 	194 , 	219 , 	151 , 	140 , 	70 , 	13 ," 	1,049 ", 	573 ,-, 	33 ,-
NT434,BMI - The Saxon Clinic,,,,,," 	1,288 "," 	1,288 ", 	494 , 	794 ,-,-," 	1,288 ",-,-, 	54 , 	55 , 	2 , 	2 , 	53 ,-,-,-,-,-,-,-,-,*,*, 	47 , 	68 , 	106 , 	122 , 	164 , 	167 , 	139 , 	118 , 	123 , 	104 , 	50 , 	32 , 	8 ,-," 	1,066 ", 	392 ,-, 	21 ,-
NT435,BMI - The Shelburne Hospital,,,,,, 	319 , 	319 , 	158 , 	158 , 	3 ,-, 	319 ,-,-,,, 	2 , 	3 , 	57 ,-,-,-,-,-,-,-,-,*,*, 	12 , 	11 , 	12 , 	24 , 	31 , 	38 , 	29 , 	38 , 	36 , 	36 , 	26 ,*,*,-, 	169 , 	338 ,-, 	13 ,-
NT437,BMI - The Sloane Hospital,,,,,, 	287 , 	287 , 	108 , 	179 ,-,-, 	287 ,-,-, 	53 , 	45 , 	2 , 	3 , 	59 ,*,*,*,*,-,-,-,-,*,*, 	14 , 	11 , 	19 , 	18 , 	17 , 	27 , 	21 , 	17 , 	29 , 	30 , 	38 , 	28 , 	6 ,*, 	226 , 	148 ,-, 	6 ,-
NT438,BMI - The Somerfield Hospital,,,,,," 	1,804 "," 	1,804 ", 	705 ," 	1,099 ",-,-," 	1,804 ",-,-, 	58 , 	51 , 	1 , 	2 , 	58 ,-,-,-,-,-,-,-, 	6 , 	9 , 	53 , 	67 , 	87 , 	100 , 	112 , 	169 , 	168 , 	149 , 	144 , 	185 , 	197 , 	180 , 	125 , 	38 , 	10 ," 	1,446 ", 	529 ,-, 	59 ,-
NT439,BMI - The South Cheshire Private Hospital,,,,,," 	2,078 "," 	2,078 ", 	905 ," 	1,173 ",-,-," 	2,078 ",-,-, 	64 , 	49 , 	2 , 	2 , 	52 ,-,-,-,-,-,-,-,*,*, 	70 , 	90 , 	109 , 	129 , 	200 , 	289 , 	260 , 	219 , 	185 , 	192 , 	167 , 	79 , 	50 , 	17 ,*," 	1,687 ", 	738 ,-, 	43 ,-
NT443,BMI - The Winterbourne Hospital,,,,,," 	1,769 "," 	1,769 ", 	908 , 	861 ,-,-," 	1,769 ",-,-,,, 	2 , 	3 , 	64 ,-,-,-,-,-,-,-,*,*, 	14 , 	32 , 	24 , 	40 , 	62 , 	113 , 	146 , 	177 , 	179 , 	269 , 	260 , 	201 , 	145 , 	80 , 	21 ," 	1,353 "," 	1,009 ",-, 	10 ,-
NT440,BMI - Thornbury Hospital,,,,,," 	1,361 "," 	1,361 ", 	419 , 	942 ,-,-," 	1,361 ",-,-, 	42 , 	34 , 	2 , 	1 , 	52 ,-,-,-,-,-,-,-,*,*, 	45 , 	61 , 	99 , 	100 , 	159 , 	158 , 	145 , 	124 , 	99 , 	135 , 	103 , 	52 , 	52 , 	7 ,*, 	722 ," 	1,071 ",-, 	58 ,-
NT441,BMI - Three Shires Hospital,,,,,," 	3,517 "," 	3,517 "," 	1,768 "," 	1,749 ",-,-," 	3,517 ",-,-, 	75 , 	60 , 	2 , 	2 , 	55 ,-,-,-,-,-,-,-, 	7 , 	13 , 	112 , 	122 , 	171 , 	228 , 	284 , 	348 , 	393 , 	342 , 	371 , 	417 , 	306 , 	228 , 	110 , 	50 , 	9 ," 	2,494 "," 	1,906 ",-, 	124 ,-
NT497,BMI Gisburne Park Hospital,,,,,," 	3,618 "," 	3,618 "," 	1,537 "," 	2,070 ", 	11 ,-," 	3,618 ",-,-, 	93 , 	77 , 	1 , 	1 , 	60 ,-,-,-,-,-,-,-, 	6 , 	12 , 	56 , 	101 , 	139 , 	135 , 	205 , 	320 , 	299 , 	351 , 	336 , 	472 , 	437 , 	339 , 	243 , 	121 , 	45 ," 	2,940 ", 	971 ,-, 	62 ,-
NT455,BMI Mount Alvernia Hospital,,,,,, 	768 , 	768 , 	329 , 	438 , 	1 ,-, 	768 ,-,-, 	35 , 	19 , 	2 , 	2 , 	54 ,*,*,*,*,-,-,-,*,*, 	37 , 	45 , 	32 , 	44 , 	64 , 	69 , 	71 , 	97 , 	67 , 	94 , 	60 , 	39 , 	23 , 	15 ,*, 	682 , 	163 ,-,*,-
NT490,BMI Southend Private Hospital,,,,,," 	1,270 "," 	1,270 ", 	503 , 	750 , 	17 ,-," 	1,270 ",-,-,,, 	-   , 	-   , 	72 ,-,-,-,-,-,-,-,*,*, 	8 , 	17 , 	13 , 	16 , 	19 , 	26 , 	33 , 	43 , 	80 , 	148 , 	232 , 	254 , 	243 , 	94 , 	42 ,*,-,-,*,-
NT446,BMI St Edmunds Hospital,,,,,," 	1,400 "," 	1,400 ", 	682 , 	715 , 	3 ,-," 	1,400 ",-,-, 	45 , 	38 , 	2 , 	2 , 	59 ,-,-,-,-,-,-,-,*,*, 	42 , 	30 , 	54 , 	87 , 	78 , 	118 , 	92 , 	110 , 	130 , 	210 , 	187 , 	150 , 	69 , 	33 , 	6 ," 	1,032 ", 	624 ,-, 	17 ,-
NT451,BMI The Cavell Hospital,,,,,," 	2,178 "," 	2,178 ", 	775 ," 	1,401 ", 	2 ,-," 	2,178 ",-,-, 	35 , 	28 , 	2 , 	2 , 	52 ,-,-,-,-,-,-,-,*,*, 	81 , 	101 , 	135 , 	196 , 	226 , 	254 , 	249 , 	188 , 	164 , 	160 , 	125 , 	129 , 	92 , 	41 , 	8 ," 	1,675 "," 	1,013 ",-, 	52 ,-
NT447,BMI The Duchy Hospital,,,,,," 	1,144 "," 	1,144 ", 	571 , 	572 , 	1 ,-," 	1,144 ",-,-, 	57 , 	49 , 	2 , 	1 , 	57 ,-,-,-,-,*,*,*,*,*,*,*, 	38 , 	51 , 	86 , 	88 , 	121 , 	130 , 	124 , 	133 , 	138 , 	76 , 	53 , 	15 ,*, 	571 , 	973 ,-, 	25 ,-
NT445,BMI The Edgbaston Hospital,,,,,," 	2,765 "," 	2,765 "," 	1,240 "," 	1,525 ",-,-," 	2,765 ",-,-, 	75 , 	51 , 	2 , 	1 , 	51 ,-,-,-,-,-,-,-, 	10 , 	24 , 	152 , 	164 , 	200 , 	206 , 	233 , 	293 , 	282 , 	270 , 	283 , 	267 , 	172 , 	113 , 	66 , 	18 , 	8 ," 	2,136 "," 	1,127 ",-, 	83 ,-
NT448,BMI The Huddersfield Hospital,,,,,," 	2,846 "," 	2,846 "," 	1,514 "," 	1,331 ", 	1 ,-," 	2,846 ",-,-, 	71 , 	63 , 	2 , 	2 , 	54 ,-,-,-,-,-,-,-,*,*, 	123 , 	119 , 	144 , 	145 , 	178 , 	279 , 	363 , 	308 , 	276 , 	341 , 	244 , 	152 , 	99 , 	37 ,*," 	2,206 "," 	1,091 ",-, 	58 ,-
NT449,BMI The Lancaster Hospital,,,,,," 	1,381 "," 	1,381 ", 	527 , 	849 , 	5 ,-," 	1,381 ",-,-, 	51 , 	42 , 	3 , 	3 , 	58 ,-,-,-,-,-,-,-,*,*, 	26 , 	25 , 	33 , 	59 , 	96 , 	151 , 	143 , 	155 , 	150 , 	174 , 	169 , 	104 , 	58 , 	24 ,*," 	1,134 ", 	668 ,-, 	17 ,-
NT450,BMI The Lincoln Hospital,,,,,," 	1,302 "," 	1,302 ", 	642 , 	660 ,-,-," 	1,302 ",-,-, 	70 , 	62 , 	2 , 	2 , 	62 ,*,*,*,*,-,-,-,*,*, 	30 , 	36 , 	33 , 	30 , 	42 , 	82 , 	113 , 	118 , 	123 , 	181 , 	206 , 	154 , 	107 , 	36 ,*, 	867 , 	982 ,-, 	13 ,-
NT457,BMI Woodlands Hospital,,,,,," 	4,899 "," 	4,899 "," 	2,136 "," 	2,760 ", 	3 ,-," 	4,899 ",-,-, 	125 , 	72 , 	2 , 	1 , 	58 ,-,-,-,-,-,-,-, 	13 , 	19 , 	135 , 	152 , 	177 , 	254 , 	298 , 	445 , 	519 , 	486 , 	485 , 	542 , 	534 , 	419 , 	263 , 	127 , 	27 ," 	3,166 "," 	2,636 ",-, 	286 ,-
NVC24,Bodmin NHS Treatment Centre,,,,,," 	3,936 "," 	3,936 "," 	1,838 "," 	2,098 ",-,-," 	3,936 ",-,-, 	67 , 	51 ,,, 	65 ,-,-,-,-,-,-,-, 	6 , 	6 , 	61 , 	92 , 	97 , 	116 , 	137 , 	215 , 	254 , 	302 , 	282 , 	461 , 	540 , 	622 , 	438 , 	238 , 	67 ," 	3,936 ",-,-,-,-
RMC,Bolton NHS Foundation Trust,,,,,," 	103,429 "," 	92,603 "," 	41,940 "," 	61,488 ", 	1 ," 	37,993 "," 	25,934 "," 	8,521 "," 	20,155 ", 	42 , 	31 , 	3 , 	1 , 	47 ," 	8,814 "," 	3,378 "," 	1,839 "," 	1,301 ", 	362 , 	333 , 	436 , 	617 , 	799 ," 	5,639 "," 	8,034 "," 	6,834 "," 	4,628 "," 	3,700 "," 	4,263 "," 	4,913 "," 	4,999 "," 	5,538 "," 	7,078 "," 	7,690 "," 	7,456 "," 	6,555 "," 	4,868 "," 	3,074 "," 	27,657 "," 	226,980 "," 	13,211 "," 	2,690 "," 	7,764 "
NVC27,Boston West Hospital,,,,,," 	3,650 "," 	3,650 "," 	1,637 "," 	2,013 ",-,-," 	3,650 ",-,-, 	74 , 	34 ,,, 	59 ,-,-,-,-,-,-,-, 	10 , 	12 , 	109 , 	109 , 	137 , 	163 , 	222 , 	284 , 	390 , 	340 , 	314 , 	381 , 	424 , 	394 , 	249 , 	84 , 	27 ," 	3,650 ",-,-,-,-
TAD,Bradford District Care NHS Foundation Trust,,,,,," 	1,418 ", 	987 , 	782 , 	636 ,-, 	412 , 	180 , 	368 , 	27 ,*,*,*,*, 	43 ,*,*,*,*,*,*, 	7 , 	16 , 	21 , 	139 , 	199 , 	163 , 	146 , 	137 , 	109 , 	114 , 	77 , 	83 , 	54 , 	49 , 	30 , 	37 , 	26 ,*,-," 	72,993 ",*,*,*
RAE,Bradford Teaching Hospitals NHS Foundation Trust,,,,,," 	127,788 "," 	119,859 "," 	54,247 "," 	73,541 ",-," 	49,739 "," 	38,208 "," 	15,430 "," 	16,482 ", 	56 , 	35 , 	3 , 	1 , 	47 ," 	7,679 "," 	3,199 "," 	2,502 "," 	2,028 ", 	499 , 	651 , 	808 ," 	1,025 "," 	1,086 "," 	6,927 "," 	9,130 "," 	9,204 "," 	7,043 "," 	6,010 "," 	6,841 "," 	7,395 "," 	8,390 "," 	8,569 "," 	8,981 "," 	7,841 "," 	7,856 "," 	6,683 "," 	4,593 "," 	2,539 "," 	43,945 "," 	226,724 "," 	16,264 "," 	3,233 "," 	4,794 "
RXH,Brighton And Sussex University Hospitals NHS Trust,,,,,," 	152,685 "," 	125,516 "," 	72,729 "," 	79,955 ", 	1 ," 	46,758 "," 	50,939 "," 	14,527 "," 	13,292 ", 	64 , 	41 , 	5 , 	1 , 	53 ," 	10,481 "," 	3,686 "," 	2,732 "," 	2,342 ", 	554 , 	576 , 	595 , 	671 , 	750 ," 	4,359 "," 	5,621 "," 	6,777 "," 	6,345 "," 	5,891 "," 	7,544 "," 	8,751 "," 	10,018 "," 	9,157 "," 	11,672 "," 	12,711 "," 	12,076 "," 	11,512 "," 	9,799 "," 	6,814 "," 	54,630 "," 	332,899 "," 	14,506 "," 	1,430 "," 	1,670 "
RXQ,Buckinghamshire Healthcare NHS Trust,,,,,," 	113,055 "," 	105,764 "," 	48,848 "," 	64,206 ", 	1 ," 	33,855 "," 	36,652 "," 	18,080 "," 	17,177 ", 	61 , 	36 , 	5 , 	1 , 	50 ," 	8,709 "," 	3,381 "," 	2,063 "," 	1,621 ", 	360 , 	298 , 	420 , 	499 , 	605 ," 	3,788 "," 	5,699 "," 	6,813 "," 	5,302 "," 	4,140 "," 	5,100 "," 	6,200 "," 	7,634 "," 	6,965 "," 	8,406 "," 	9,112 "," 	8,714 "," 	7,686 "," 	5,562 "," 	3,340 "," 	48,875 "," 	265,590 "," 	12,793 ", 	646 ," 	5,675 "
RJF,Burton Hospitals NHS Foundation Trust,,,,,," 	96,703 "," 	72,335 "," 	41,284 "," 	55,418 ", 	1 ," 	28,171 "," 	23,304 "," 	9,957 "," 	10,903 ", 	29 , 	13 , 	4 , 	1 , 	54 ," 	5,475 "," 	2,095 "," 	1,218 ", 	945 , 	290 , 	304 , 	381 , 	449 , 	568 ," 	3,811 "," 	5,091 "," 	4,708 "," 	3,618 "," 	3,314 "," 	4,277 "," 	4,922 "," 	5,898 "," 	5,361 "," 	7,700 "," 	8,718 "," 	8,410 "," 	8,026 "," 	6,710 "," 	4,279 "," 	29,362 "," 	167,251 "," 	10,202 ", 	567 ," 	3,711 "
RWY,Calderdale And Huddersfield NHS Foundation Trust,,,,,," 	140,494 "," 	120,564 "," 	61,427 "," 	79,065 ", 	2 ," 	44,279 "," 	37,902 "," 	24,788 "," 	13,595 ", 	44 , 	34 , 	4 , 	1 , 	53 ," 	8,175 "," 	3,668 "," 	2,643 "," 	1,794 ", 	443 , 	420 , 	490 , 	613 , 	734 ," 	4,520 "," 	6,295 "," 	6,334 "," 	5,384 "," 	5,011 "," 	6,620 "," 	8,101 "," 	9,975 "," 	9,118 "," 	11,672 "," 	11,641 "," 	11,877 "," 	11,048 "," 	8,316 "," 	5,227 "," 	54,557 "," 	267,267 "," 	14,417 "," 	1,614 "," 	3,077 "
RGT,Cambridge University Hospitals NHS Foundation Trust,,,,,," 	183,352 "," 	142,230 "," 	84,009 "," 	99,336 ", 	7 ," 	43,124 "," 	48,332 "," 	37,902 "," 	12,872 ", 	56 , 	36 , 	5 , 	2 , 	53 ," 	7,887 "," 	4,385 "," 	3,238 "," 	3,624 ", 	898 , 	836 , 	942 , 	990 ," 	1,141 "," 	5,804 "," 	7,593 "," 	8,568 "," 	7,693 "," 	7,232 "," 	8,840 "," 	10,660 "," 	11,102 "," 	11,815 "," 	15,414 "," 	15,750 "," 	13,551 "," 	12,384 "," 	10,419 "," 	7,792 "," 	68,121 "," 	377,402 "," 	9,328 "," 	4,959 "," 	2,125 "
RT1,Cambridgeshire And Peterborough NHS Foundation Trust,,,,,," 	2,334 "," 	1,829 "," 	1,176 "," 	1,158 ",-, 	547 , 	480 , 	386 , 	416 , 	7 , 	5 , 	45 , 	13 , 	43 ,-,*,*, 	37 , 	17 , 	23 , 	31 , 	48 , 	36 , 	234 , 	242 , 	262 , 	201 , 	220 , 	167 , 	201 , 	145 , 	129 , 	114 , 	78 , 	46 , 	50 , 	30 , 	12 ,-," 	79,783 ", 	9 , 	13 , 	9 
RYV,Cambridgeshire Community Services NHS Trust,,,,,," 	3,820 "," 	3,816 "," 	2,036 "," 	1,784 ",-," 	3,514 ", 	21 , 	75 , 	206 , 	16 , 	14 , 	1 , 	-   ,*," 	1,363 "," 	1,298 ", 	565 , 	378 ,*,*,*,*,*,*,*,*,*,*,-,-,-,-,-,-,-,-,-,-,*," 	4,197 "," 	2,330 ", 	73 , 	46 
RV3,Central And North West London NHS Foundation Trust,,,,,," 	4,890 "," 	4,398 "," 	2,514 "," 	2,368 ", 	8 ," 	2,107 ", 	454 ," 	1,097 ", 	740 ,,, 	80 , 	28 , 	50 ,-,-, 	10 , 	19 ,*,*, 	13 , 	61 , 	53 , 	403 , 	454 , 	485 , 	436 , 	374 , 	390 , 	344 , 	265 , 	217 , 	231 , 	211 , 	233 , 	239 , 	221 , 	186 ,-," 	336,009 ", 	46 , 	13 , 	47 
RW3-X,Central Manchester University Hospitals NHS Foundation Trust,,,,,," 	230,110 "," 	195,621 "," 	105,667 "," 	124,426 ", 	17 ," 	54,024 "," 	66,235 "," 	43,129 "," 	32,233 ", 	69 , 	33 , 	5 , 	1 , 	40 ," 	16,954 "," 	15,488 "," 	13,079 "," 	10,836 "," 	2,248 "," 	1,539 "," 	1,383 "," 	1,356 "," 	1,539 "," 	10,291 "," 	14,242 "," 	14,117 "," 	10,711 "," 	8,242 "," 	9,756 "," 	11,699 "," 	12,611 "," 	12,328 "," 	13,860 "," 	12,839 "," 	11,996 "," 	9,500 "," 	5,764 "," 	2,764 "," 	89,600 "," 	499,626 "," 	17,863 "," 	2,970 "," 	10,143 "
RQM,Chelsea And Westminster Hospital NHS Foundation Trust,,,,,," 	154,643 "," 	130,864 "," 	68,320 "," 	86,255 ", 	68 ," 	53,561 "," 	39,263 "," 	10,903 "," 	27,137 ", 	63 , 	47 , 	4 , 	1 , 	44 ," 	16,812 "," 	6,679 "," 	4,690 "," 	2,977 ", 	690 , 	632 , 	624 , 	695 , 	834 ," 	5,423 "," 	8,562 "," 	11,682 "," 	10,430 "," 	7,115 "," 	6,751 "," 	7,157 "," 	7,034 "," 	7,243 "," 	8,413 "," 	8,492 "," 	8,505 "," 	8,299 "," 	6,844 "," 	5,067 "," 	41,200 "," 	324,555 "," 	21,432 "," 	1,705 "," 	4,049 "
RXA,Cheshire And Wirral Partnership NHS Foundation Trust,,,,,," 	2,436 "," 	2,216 "," 	1,148 "," 	1,287 ", 	1 ," 	1,248 ", 	201 , 	393 , 	374 , 	134 , 	2 , 	46 , 	14 , 	44 ,-,-,-, 	26 , 	30 , 	43 , 	54 , 	41 , 	45 , 	261 , 	171 , 	267 , 	203 , 	195 , 	230 , 	170 , 	174 , 	111 , 	106 , 	86 , 	101 , 	61 , 	35 , 	24 ,-," 	110,173 ", 	19 , 	7 ,*
RFS,Chesterfield Royal Hospital NHS Foundation Trust,,,,,," 	93,853 "," 	78,508 "," 	40,128 "," 	53,725 ",-," 	34,441 "," 	24,967 "," 	7,865 "," 	11,235 ", 	42 , 	31 , 	4 , 	1 , 	55 ," 	5,014 "," 	1,787 ", 	925 , 	716 , 	186 , 	264 , 	317 , 	456 , 	530 ," 	4,021 "," 	4,889 "," 	4,666 "," 	3,241 "," 	3,014 "," 	4,108 "," 	4,645 "," 	6,385 "," 	5,726 "," 	7,656 "," 	8,174 "," 	8,638 "," 	7,819 "," 	6,072 "," 	4,424 "," 	28,425 "," 	185,822 "," 	10,768 ", 	781 ," 	5,332 "
NV313,Circle - Nottingham NHS Treatment Centre,,,,,," 	34,271 "," 	34,271 "," 	15,326 "," 	18,928 ", 	17 ,-," 	29,388 "," 	4,388 ", 	495 , 	314 , 	59 , 	2 , 	1 , 	56 ,-,-,-,-,-, 	12 , 	12 , 	142 , 	218 ," 	1,531 "," 	1,674 "," 	1,710 "," 	1,813 "," 	2,002 "," 	2,755 "," 	3,207 "," 	3,251 "," 	3,179 "," 	3,360 "," 	3,156 "," 	2,771 "," 	1,922 ", 	917 , 	371 ," 	32,629 "," 	2,224 ",-,*, 	8 
NV302,Circle Bath Hospital,,,,,," 	5,113 "," 	5,113 "," 	2,181 "," 	2,932 ",-,-," 	5,109 ",*,*,,, 	2 , 	2 , 	57 ,-,-,-,-,-,-,-,*,*, 	136 , 	172 , 	221 , 	250 , 	358 , 	490 , 	488 , 	490 , 	463 , 	635 , 	572 , 	427 , 	258 , 	105 , 	22 ," 	3,880 "," 	2,868 ",-, 	18 ,*
NV323,Circle Reading Hospital,,,,,," 	4,908 "," 	4,908 "," 	1,945 "," 	2,963 ",-,-," 	4,904 ",*,*,,, 	2 , 	1 , 	53 ,-,-,-,-,-,-,-, 	14 , 	25 , 	194 , 	232 , 	274 , 	303 , 	432 , 	597 , 	556 , 	462 , 	417 , 	468 , 	408 , 	266 , 	146 , 	92 , 	16 ," 	4,040 "," 	1,632 ",-,*,*
NTPH4,Cirencester NHS Treatment Centre,,,,,, 	12 , 	12 ,*,*,-,-, 	12 ,-,-, 	45 , 	51 ,,,*,-,-,-,-,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,-,-,-,-, 	12 ,-,-,-,-
RLN,City Hospitals Sunderland NHS Foundation Trust,,,,,," 	136,501 "," 	116,476 "," 	64,482 "," 	72,019 ",-," 	36,771 "," 	48,803 "," 	22,937 "," 	7,965 ", 	62 , 	40 , 	4 , 	1 , 	57 ," 	4,843 "," 	2,725 "," 	1,979 "," 	1,521 ", 	411 , 	429 , 	571 , 	658 , 	655 ," 	4,050 "," 	5,155 "," 	5,210 "," 	4,710 "," 	4,931 "," 	6,750 "," 	8,149 "," 	9,249 "," 	10,657 "," 	12,666 "," 	13,004 "," 	12,788 "," 	12,614 "," 	8,366 "," 	4,222 "," 	59,908 "," 	235,569 "," 	10,546 "," 	2,526 "," 	1,405 "
NQ108,Clacton Hospital,,,,,, 	640 , 	635 , 	264 , 	376 ,-, 	13 , 	224 , 	42 , 	356 ,*,*,*,*, 	82 ,-,-,-,-,-,-,-,-,-,-,-,*,*,*,*,*,*, 	12 , 	34 , 	51 , 	89 , 	143 , 	144 , 	147 ,-," 	11,007 ",-, 	6 ,-
NVC28,Clifton Park Hospital,,,,,," 	2,443 "," 	2,443 "," 	1,093 "," 	1,350 ",-,-," 	2,443 ",-,-, 	72 , 	54 , 	3 , 	3 , 	60 ,*,*,*,*,-,*,*, 	6 , 	6 , 	40 , 	61 , 	53 , 	64 , 	112 , 	162 , 	256 , 	285 , 	336 , 	379 , 	328 , 	198 , 	106 , 	41 ,*," 	1,464 "," 	2,656 ",-,-,-
