RJF,Burton Hospitals NHS Foundation Trust,,,,,,"99,375","72,020","43,375","56,005",*,"29,580","23,120","9,470","9,845",17,9, 	4 ,1,55,"5,545","2,510","1,255","1,030",265,250,295,430,510,"3,455","4,635","4,455","3,810","3,240","4,175","5,210","6,290","5,830","7,040","9,425","9,035","8,535","7,190","4,865","28,575","164,465","10,875",580,"3,115"
RWY,Calderdale And Huddersfield NHS Foundation Trust,,,,,,"132,420","114,515","58,215","74,205",*,"49,430","32,740","18,295","14,045",48,32, 	4 ,1,53,"7,540","3,510","2,525","1,685",370,415,510,580,670,"4,740","6,305","6,065","5,290","4,480","6,175","7,260","8,925","9,210","10,380","11,655","10,460","9,815","7,710","5,650","45,170","260,685","16,480",895,"3,600"
RGT,Cambridge University Hospitals NHS Foundation Trust,,,,,,"189,860","143,950","87,550","102,300",10,"46,175","46,060","38,785","12,935",57,35, 	5 ,2,54,"7,700","4,485","3,215","3,870",780,840,865,"1,295","1,185","6,290","7,540","8,520","8,410","7,145","8,755","10,825","11,825","12,290","14,905","16,825","14,740","13,490","10,905","8,120","69,285","384,460","9,910","3,335","2,130"
RT1,Cambridgeshire And Peterborough NHS Foundation Trust,,,,,,"2,145","1,675","1,050","1,090",0,345,515,390,420,1,1, 	42 ,13,43,0,*,10,30,15,15,30,40,45,205,245,240,185,185,165,160,110,95,85,105,55,65,45,10,0,"70,535",10,10,*
RYV,Cambridgeshire Community Services NHS Trust,,,,,,"3,725","3,725","1,985","1,745",0,"3,370",40,85,230,19,22, 	1 ,0,4,"1,290","1,250",560,420,105,80,*,*,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*,"4,390","2,305",110,45
NTPAT,Care Uk Rochdale Ophthlamology Macular,,,,,,*,*,0,*,0,0,*,0,0,202,202,,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0
RV3,Central And North West London NHS Foundation Trust,,,,,,"4,565","4,115","2,365","2,195",*,"1,990",430,985,715,,, 	74 ,28,49,0,0,*,20,*,*,10,45,55,395,430,445,405,400,375,330,260,200,170,215,185,220,175,170,0,"278,955",30,20,65
RQM,Chelsea And Westminster Hospital NHS Foundation Trust,,,,,,"158,590","135,135","70,160","88,370",60,"56,690","39,380","12,310","26,755",60,42, 	4 ,1,45,"15,945","6,265","4,790","3,185",715,720,740,655,780,"5,340","8,405","11,515","10,380","6,925","6,765","7,320","7,415","7,285","8,270","9,100","8,630","8,745","6,925","5,185","43,195","328,675","22,170","1,460","4,030"
RXA,Cheshire And Wirral Partnership NHS Foundation Trust,,,,,,"2,690","2,415","1,345","1,340",*,"1,395",260,365,395,6,2, 	42 ,13,43,0,0,*,20,35,65,75,30,40,285,260,280,205,195,225,195,195,150,105,90,105,55,45,20,0,"109,905",15,*,*
RFS,Chesterfield Royal Hospital NHS Foundation Trust,,,,,,"95,585","80,250","40,940","54,645",0,"35,885","25,650","8,000","10,720",41,26, 	3 ,1,55,"5,085","1,705",905,735,255,255,370,465,520,"3,920","4,835","4,495","3,285","2,865","4,125","4,750","7,315","6,020","7,265","9,045","8,870","7,715","6,240","4,390","29,445","175,630","11,890",720,"4,995"
NV313,Circle - Nottingham NHS Treatment Centre,,,,,,"33,060","33,060","14,560","18,475",30,*,"28,595","4,020",445,382,63, 	2 ,2,56,0,0,0,0,0,10,10,155,205,"1,485","1,570","1,720","1,660","1,910","2,665","3,070","3,005","2,985","3,185","3,095","2,750","1,995",920,350,"31,190","3,020",*,25,15
NV302,Circle Bath Hospital,,,,,,"5,070","5,070","2,160","2,910",0,0,"5,060",*,*,,, 	2 ,2,58,0,0,0,0,0,0,0,10,20,135,190,205,235,345,425,495,485,450,570,630,460,265,110,25,"3,850","2,710",0,20,*
NV323,Circle Reading Hospital,,,,,,"4,720","4,720","1,820","2,900",0,0,"4,720",0,0,,, 	2 ,1,53,0,0,0,0,0,0,0,15,15,170,270,270,325,435,545,530,450,365,370,440,265,160,60,20,"3,995","1,690",0,20,0
NTPH4,Cirencester NHS Treatment Centre,,,,,,*,*,*,*,0,0,*,0,0,27,28,,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,0,0,0,0,*,0,0,*,0,0,0,0
RLN,City Hospitals Sunderland NHS Foundation Trust,,,,,,"138,215","117,340","66,045","72,170",*,"37,230","45,510","26,610","7,990",57,40, 	4 ,1,57,"4,860","2,730","1,735","1,545",390,475,530,585,680,"3,840","4,930","4,965","4,775","4,510","6,835","8,030","9,515","11,115","12,530","14,190","13,085","12,665","8,725","4,215","60,670","229,880","10,835","2,635","1,365"
NQ108,Clacton Hospital,,,,,,595,595,250,345,0,25,0,60,505,,, 	20 ,16,80,0,0,0,0,0,0,0,0,0,*,*,0,*,*,10,10,*,20,40,65,90,100,135,120,0,"11,790",0,*,*
NVC28,Clifton Park Hospital,,,,,,"1,695","1,695",790,905,0,0,"1,695",0,0,87,42, 	3 ,3,60,0,0,0,0,0,*,*,*,*,35,40,40,55,75,125,170,175,205,235,230,170,95,30,*,"1,010","1,800",0,0,0
NVC29,Cobalt Hospital,,,,,,"3,590","3,590","1,765","1,825",0,0,"3,590",0,0,48,22,,,52,0,0,0,0,0,0,0,10,10,145,180,235,290,285,370,435,445,335,355,270,110,70,35,*,"3,590",0,0,0,0
NVM01,Cobham Day Surgery Hospital,,,,,,"2,980",560,"1,160","1,820",0,0,540,15,0,36,28,,,62,0,0,0,0,0,0,0,10,*,70,85,120,105,180,235,225,215,215,285,370,315,255,195,80,"2,980",0,0,0,0
RDE,Colchester Hospital University NHS Foundation Trust,,,,,,"113,165","95,395","52,855","60,305",*,"39,700","31,450","15,400","8,845",52,32, 	4 ,1,56,"7,130","2,700","1,600","1,270",235,265,355,445,505,"3,210","4,130","3,960","3,270","3,085","4,175","5,285","5,925","7,025","9,655","13,035","11,170","9,765","7,705","4,950","40,585","211,150","12,290",965,"2,160"
RJ8,Cornwall Partnership NHS Foundation Trust,,,,,,"5,385","4,960","2,365","3,015",*,615,260,770,"3,315",*,*,*,*,75,*,0,*,*,0,*,0,*,20,95,70,95,80,105,125,135,155,165,305,485,635,930,"1,070",885,*,"131,980",25,*,10
RJR,Countess Of Chester Hospital NHS Foundation Trust,,,,,,"97,265","80,575","41,595","55,670",*,"28,555","29,820","8,160","14,040",48,34, 	4 ,1,54,"4,555","2,115","1,205","1,165",275,250,320,470,505,"3,620","5,575","6,225","4,725","3,140","3,765","4,710","5,555","5,440","7,145","8,475","8,210","8,120","6,485","4,355","33,585","193,230","8,860","1,105","8,235"
RXP,County Durham And Darlington NHS Foundation Trust,,,,,,"144,325","119,300","62,795","81,520",10,"61,705","30,835","13,935","12,830",67,49, 	4 ,1,54,"8,695","4,380","2,260","1,810",485,460,580,700,900,"5,325","6,545","6,110","5,075","4,610","6,125","7,510","8,450","9,130","11,330","13,165","12,390","12,220","9,145","6,000","37,515","314,070","22,610","1,335","2,135"
RYG,Coventry And Warwickshire Partnership NHS Trust,,,,,,"2,495","2,495","1,390","1,105",0,"1,360",50,"1,030",55,,, 	79 ,15,36,0,0,125,155,65,55,60,70,45,250,225,300,165,200,165,155,115,70,60,75,55,40,25,10,0,"111,320",10,50,0
RJ6,Croydon Health Services NHS Trust,,,,,,"84,950","64,630","37,880","47,070",0,"31,035","23,950","1,215","8,430",53,31, 	4 ,2,52,"5,240","2,545","1,525","1,280",340,245,320,365,440,"2,670","3,905","4,350","3,890","3,570","4,145","5,150","4,950","4,760","5,000","5,985","5,955","6,650","5,510","3,980","22,280","190,670","8,075",605,"1,380"
NTV01,Csh Surrey (Ewell Court),,,,,,85,85,30,50,0,*,0,40,40,,, 	94 ,19,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,15,15,15,30,0,"7,805",0,0,0
RNN,Cumbria Partnership NHS Foundation Trust,,,,,,"5,370","4,990","2,530","2,840",0,"1,880","2,095",55,960,2,1, 	24 ,13,70,*,*,10,*,0,*,0,20,25,125,190,180,150,165,185,190,170,235,230,445,590,825,890,720,95,"119,530",125,40,10
NQ738,Darent Valley Hospital,,,,,,135,135,70,65,0,0,135,0,0,3,3, 	- 0,0,6,0,25,90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0
RN7-X,Dartford And Gravesham NHS Trust,,,,,,"97,845","85,380","43,535","54,310",*,"33,435","27,820","13,275","10,845",47,28, 	3 ,1,51,"8,145","2,475","1,205","1,060",220,250,325,360,380,"2,925","4,875","5,445","4,650","4,020","4,840","5,255","6,580","5,995","6,865","7,920","7,445","7,230","5,385","3,340","29,590","195,440","14,830","6,570","1,765"
RTG,Derby Teaching Hospitals NHS Foundation Trust,,,,,,"207,235","164,300","91,525","115,710",*,"53,125","52,590","32,460","26,125",44,34, 	4 ,2,55,"13,315","2,040","2,190","1,705",470,460,790,905,"1,210","7,365","10,175","10,275","8,180","7,155","9,510","11,855","13,630","13,045","15,935","19,300","16,965","15,665","12,525","9,130","72,470","381,520","7,815","1,765","10,615"
RY8,Derbyshire Community Health Services NHS Foundation Trust,,,,,,"8,355","8,350","3,940","4,415",*,365,"5,530",125,"2,330",49,42, 	19 ,13,64,0,0,*,*,*,10,*,15,20,220,275,290,430,375,535,485,430,550,650,820,820,905,835,675,"4,825","65,955",10,10,20
RXM,Derbyshire Healthcare NHS Foundation Trust,,,,,,"2,005","1,445","1,025",975,*,"1,255",0,0,190,,, 	63 ,34,48,0,0,0,0,0,0,*,10,20,175,200,195,220,155,155,160,135,90,110,150,95,80,40,15,0,"84,305",*,0,0
NTPH3,Devizes NHS Treatment Centre,,,,,,"4,590","4,165","2,065","2,520",*,0,"4,165",0,0,76,71, 	1 ,1,52,0,0,0,0,0,*,20,20,30,250,385,350,320,295,395,435,415,390,380,340,285,180,80,10,"4,585",*,0,0,0
RWV,Devon Partnership NHS Trust,,,,,,"1,775","1,775",865,910,*,"1,455",35,175,110,,, 	66 ,27,48,0,0,0,0,0,0,*,30,15,170,175,170,170,115,130,135,120,105,110,105,85,55,40,15,0,"111,310",20,0,0
RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,,,,,,"151,735","126,105","68,095","83,635",*,"52,520","42,625","19,430","11,530",50,34, 	4 ,1,56,"7,005","2,075","2,085","1,320",290,405,570,690,840,"5,545","7,175","6,635","5,460","5,295","7,005","8,720","9,400","10,185","11,755","14,015","14,375","13,170","10,355","6,725","52,660","277,930","18,210","2,550","2,105"
NNE02,Dorking General Hospital,,,,,,"1,890","1,890",775,"1,115",0,0,"1,890",0,0,36,21, 	2 ,2,58,0,0,0,0,0,0,0,0,*,45,55,85,105,140,150,205,180,185,200,220,150,85,55,20,"1,640",620,0,0,0
RBD,Dorset County Hospital NHS Foundation Trust,,,,,,"66,455","55,905","30,890","35,565",0,"20,655","24,890","4,775","5,585",51,29, 	4 ,1,59,"2,460","1,225",730,755,185,200,280,255,310,"1,900","2,390","2,310","2,025","1,835","2,435","2,980","5,235","4,330","5,500","7,220","6,525","6,435","5,060","3,190","26,195","107,345","7,050",810,"2,030"
RDY,Dorset Healthcare University NHS Foundation Trust,,,,,,"7,750","6,695","3,495","4,255",0,"1,285","2,700",595,"2,115",38,28, 	39 ,23,64,0,0,0,10,10,15,25,70,50,295,315,295,340,300,370,490,430,385,545,605,585,810,965,760,"2,640","166,885",190,10,10
NVC04,Duchy Hospital,,,,,,"5,685","5,685","2,750","2,935",0,0,"5,685",0,0,103,28, 	3 ,3,60,0,0,0,0,0,0,0,10,15,140,155,190,250,275,355,450,520,540,765,830,650,360,140,35,"4,160","3,975",0,0,0
RYK,Dudley And Walsall Mental Health Partnership NHS Trust,,,,,,"1,085","1,070",570,515,0,950,0,0,120,,, 	42 ,23,45,0,0,0,0,0,0,10,15,15,120,120,120,120,80,95,70,70,45,50,45,45,30,20,10,0,"46,065",15,0,*
RWH,East And North Hertfordshire NHS Trust,,,,,,"127,345","115,185","56,970","70,375",*,"44,375","42,045","16,300","12,460",82,30, 	4 ,1,53,"7,955","2,910","2,045","1,665",390,375,450,535,590,"3,675","5,000","5,830","5,510","4,435","5,805","7,245","11,730","8,945","9,735","11,035","9,820","9,515","7,190","4,635","49,210","243,060","13,165","3,190","2,950"
RJN,East Cheshire NHS Trust,,,,,,"41,885","35,230","18,520","23,365",0,"14,425","14,995","2,155","3,660",58,40, 	5 ,2,57,"2,665","1,235",560,550,115,100,105,120,120,965,"1,395","1,640","1,370","1,185","1,605","1,975","2,160","2,395","3,005","3,925","4,225","4,345","3,500","2,300","15,675","101,275","2,735",210,415
RVV,East Kent Hospitals University NHS Foundation Trust,,,,,,"211,300","173,770","96,900","114,385",10,"72,760","66,600","16,065","18,345",64,34, 	3 ,1,56,"10,240","4,260","3,150","2,135",535,595,690,965,"1,285","7,365","9,280","8,640","7,560","6,910","9,395","11,280","11,840","13,665","17,725","22,205","19,405","17,505","14,015","9,400","67,345","372,535","28,505","4,060","5,055"
RXR,East Lancashire Hospitals NHS Trust,,,,,,"154,370","131,900","70,345","84,020",*,"55,195","47,820","14,775","14,110",44,32, 	4 ,1,50,"10,400","5,715","3,730","2,835",665,495,645,740,810,"5,445","7,310","7,430","5,970","5,410","6,905","7,930","10,395","9,895","11,900","13,100","11,835","10,350","7,830","4,710","52,235","343,875","16,530","3,620","2,280"
RWK,East London NHS Foundation Trust,,,,,,"8,510","5,700","4,875","3,635",*,"4,255",390,845,210,59,16, 	59 ,20,40,0,0,0,30,25,35,60,140,155,965,"1,135","1,070",875,725,790,620,495,245,185,170,135,120,90,45,*,"305,290",70,20,*
RXC,East Sussex Healthcare NHS Trust,,,,,,"122,185","102,385","55,310","66,875",*,"43,695","33,240","18,090","7,360",55,32, 	5 ,1,60,"5,060","2,445","1,365","1,210",320,280,405,435,530,"2,995","4,050","3,770","3,490","3,110","4,680","6,315","6,920","7,730","10,290","13,675","12,945","12,560","10,190","7,075","44,715","281,045","14,650",945,"1,350"
NAX03,Ecch Beccles Hospital,,,,,,400,400,165,235,0,60,340,0,0,3,1, 	21 ,16,79,0,0,0,0,0,0,0,0,0,*,0,*,*,*,*,20,10,10,15,55,35,70,95,70,45,"7,330",10,*,0
NTPH2,Emersons Green NHS Treatment Centre,,,,,,"10,085","9,320","4,590","5,495",0,0,"9,320",0,0,87,76, 	3 ,2,54,0,0,0,0,0,10,30,40,45,445,665,665,700,615,825,945,830,820,940,"1,000",740,490,225,55,"8,895","3,070",0,50,0
RVR-X,Epsom And St Helier University Hospitals NHS Trust,,,,,,"120,950","101,575","53,255","67,695",*,"43,610","39,700","7,045","11,215",53,39, 	4 ,1,55,"6,830","2,470","1,750","1,485",370,495,510,565,550,"3,595","4,990","5,855","5,535","4,505","5,225","6,575","7,500","6,720","7,880","10,210","9,480","10,435","8,955","6,470","38,065","269,780","17,945",585,"1,395"
NVM02,Epsom Day Surgery Limited,,,,,,"2,235",365,"1,085","1,150",0,0,355,10,0,38,30,,,63,0,0,0,0,0,0,0,*,*,55,55,70,95,110,120,150,180,185,230,245,290,200,165,70,"2,235",0,0,0,0
R1L,Essex Partnership University NHS Foundation Trust,,,,,,"5,155","4,130","2,450","2,705",*,"3,315",50,330,435,,, 	73 ,20,50,0,0,0,20,35,55,55,120,110,435,420,445,370,355,400,320,260,205,255,265,250,305,260,185,*,"251,120",50,0,*
NVC05,Euxton Hall Hospital,,,,,,"6,425","6,425","2,750","3,675",*,0,"6,425",0,0,80,21, 	2 ,2,55,0,0,0,0,0,0,0,*,25,185,225,305,400,535,730,710,660,600,690,645,405,185,90,15,"5,515","2,100",0,0,0
NVG01,Fairfield Hospital,,,,,,"3,905","3,905","1,935","1,970",0,0,"3,905",0,0,149,81, 	2 ,2,54,0,0,0,0,0,0,0,15,20,110,155,235,295,285,390,415,390,395,380,340,275,160,30,10,"3,070","1,970",0,0,0
NXP33,Fairfield Park Health Centre,,,,,,*,*,*,0,0,0,*,0,0,,, 	- 0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,0
NDA25,Farnham Hospital & Centre For Health,,,,,,445,445,180,265,0,*,0,435,10,,, 	45 ,28,82,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,10,10,20,45,60,95,100,105,0,"20,090",0,*,0
NHM05,Felixstowe Community Hospital,,,,,,80,80,30,50,0,0,10,0,70,,, 	34 ,25,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,10,20,25,15,0,"2,725",0,0,0
NVC06,Fitzwilliam Hospital,,,,,,"7,885","7,885","3,435","4,445",*,0,"7,885",0,0,71,30, 	2 ,2,55,0,0,0,0,0,0,0,15,25,270,415,455,500,615,730,745,740,695,765,805,545,365,140,35,"6,460","3,235",0,0,0
AHH01,Foscote Court (Banbury) Trust,,,,,,370,370,225,145,0,0,370,0,0,57,56, 	3 ,3,56,0,0,0,0,0,0,0,0,*,10,15,10,25,20,55,20,30,55,35,45,25,10,*,0,275,250,0,0,0
RDU,Frimley Health NHS Foundation Trust,,,,,,"246,470","195,935","112,310","134,165",*,"88,055","74,050","12,100","21,725",45,31, 	4 ,1,54,"14,620","5,785","3,720","3,000",685,790,995,"1,145","1,220","7,410","10,330","12,350","11,650","9,480","11,040","13,135","15,045","14,330","16,700","20,805","20,310","21,135","17,175","12,400","70,035","489,145","34,105","2,490","3,435"
NQ106,Fryatt Hospital,,,,,,315,315,100,215,0,20,*,75,215,*,*,*,*,83,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,*,10,15,30,35,65,70,85,0,"6,820",*,*,*
NVC07,Fulwood Hall Hospital,,,,,,"7,100","7,100","3,105","3,995",*,0,"7,100",0,0,64,28, 	2 ,2,58,0,0,0,0,0,*,20,20,25,195,265,310,360,400,590,675,680,670,710,845,625,440,205,45,"5,775","3,220",0,0,0
RR7-X,Gateshead Health NHS Foundation Trust,,,,,,"83,970","63,980","35,790","48,175",*,"23,935","20,380","15,085","4,580",44,29, 	5 ,2,60,"2,710","1,090",480,335,100,125,170,220,280,"1,770","2,495","2,615","2,680","2,930","3,830","5,165","8,425","6,650","7,650","8,635","7,740","7,965","5,945","3,295","30,635","182,275","4,795",410,430
RLT,George Eliot Hospital NHS Trust,,,,,,"44,960","39,195","19,015","25,945",0,"14,470","17,660","2,055","5,005",54,35, 	5 ,2,56,"2,495",445,235,190,70,95,125,170,200,"1,565","2,270","2,285","1,905","1,650","2,340","2,570","2,625","2,900","3,410","4,320","4,010","3,660","3,060","2,110","17,735","107,430","3,055",265,605
NHM26,Glastonbury Court,,,,,,175,175,70,105,0,0,0,0,175,,, 	21 ,16,82,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,*,*,15,25,45,40,35,0,"3,625",0,0,*
R1J,Gloucestershire Care Services NHS Trust,,,,,,"2,785","2,785","1,110","1,680",0,635,55,175,"1,920",,, 	26 ,21,79,0,0,0,*,*,*,10,10,10,35,45,30,20,15,10,25,40,50,115,210,325,535,655,640,0,"67,965",15,100,10
RTE,Gloucestershire Hospitals NHS Foundation Trust,,,,,,"191,245","160,695","83,745","107,490",10,"55,165","42,875","41,700","20,955",67,42, 	4 ,1,55,"9,880","4,085","2,500","2,145",590,630,665,720,955,"6,585","9,310","9,715","7,765","5,860","7,825","9,980","13,285","12,575","15,745","19,170","17,110","14,840","11,330","7,635","70,430","343,430","12,845","3,100","9,475"
NDAH9,Gravesham Community Hospital,,,,,,230,230,115,110,0,15,0,0,215,,, 	28 ,24,74,0,0,0,0,0,0,0,0,0,0,*,*,*,*,10,15,10,15,15,20,45,45,30,25,0,"6,380",*,0,*
RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,,,,,,"53,315","41,775","28,035","25,275",*,765,"15,250","24,175","1,585",51,32, 	6 ,1,7,"7,880","14,485","13,070","11,890","2,105","1,370",820,165,80,95,70,80,65,45,40,30,20,20,10,*,*,0,0,0,"26,545","98,255",165,"2,310",40
RN3,Great Western Hospitals NHS Foundation Trust,,,,,,"114,945","94,700","51,685","63,260",*,"43,780","30,250","9,875","10,790",69,42, 	4 ,1,55,"6,100","2,040","1,450","1,175",315,315,365,615,595,"3,805","4,975","5,240","4,785","4,855","5,420","6,915","7,265","7,930","8,925","10,065","9,105","9,165","7,240","4,785","33,610","253,740","16,145","1,125","1,890"
RJ1-X,Guy's And St Thomas' NHS Foundation Trust,,,,,,"180,965","167,335","86,690","94,275",0,"44,745","86,565","18,520","17,500",54,36, 	4 ,1,43,"12,320","7,745","7,140","5,890","1,130","1,015",945,950,"1,035","7,410","10,955","12,170","11,225","9,515","10,235","11,725","11,605","10,555","10,100","10,080","8,305","6,510","4,230","2,130","76,850","382,855","16,570","2,990","1,845"
RN5-X,Hampshire Hospitals NHS Foundation Trust,,,,,,"123,945","105,160","54,310","69,630",*,"42,740","41,440","9,145","11,840",53,36, 	5 ,1,54,"6,985","2,480","1,435","1,560",335,385,550,605,670,"3,935","5,585","6,405","5,525","4,610","5,670","6,710","8,515","7,475","8,960","11,240","10,110","9,980","8,210","5,535","42,985","284,385","13,190",805,"2,300"
RCD,Harrogate And District NHS Foundation Trust,,,,,,"60,515","56,575","28,140","32,375",0,"19,310","23,065","10,115","4,085",45,24, 	4 ,1,56,"3,020","1,375","1,010",745,160,170,185,175,220,"1,385","1,905","2,170","2,080","2,010","3,100","3,420","4,445","4,270","4,895","6,120","5,620","5,235","3,930","2,585","29,525","114,885","6,635",480,690
NDA03,Haslemere And District Hospital Opd,,,,,,190,190,75,120,0,*,0,0,185,,, 	28 ,25,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,*,15,15,40,45,60,0,"5,315",0,0,0
NXP04,Hathaway Medical Centre,,,,,,785,785,580,205,0,0,785,0,0,*,*,*,*,55,0,0,0,0,0,0,0,0,0,*,15,65,70,105,85,75,45,60,75,85,55,30,10,*,0,10,0,780,0
NHM15,Hazell Court Residential Home,,,,,,85,85,30,55,0,*,0,0,75,,, 	16 ,12,81,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,*,0,*,*,*,10,20,20,15,0,"1,405",0,0,*
NW612,Hca - 52 Alderley Road,,,,,,555,555,260,300,0,0,555,0,0,,,,,59,0,0,0,0,0,0,0,*,*,10,15,30,25,50,50,50,60,55,35,45,55,40,30,*,555,0,0,0,0
RR1-X,Heart Of England NHS Foundation Trust,,,,,,"304,815","251,465","132,100","172,715",*,"114,865","58,320","44,370","33,915",58,37, 	3 ,1,54,"14,755","5,765","3,215","2,770",680,995,"1,180","1,705","1,870","12,515","17,130","16,240","13,610","10,890","14,030","16,435","19,175","18,610","22,130","26,640","25,215","25,430","19,820","13,290","64,625","556,750","45,030","28,235","12,955"
RY4,Hertfordshire Community NHS Trust,,,,,,"2,060","2,050",815,"1,245",0,*,0,"1,750",300,,, 	30 ,23,80,0,0,0,0,0,0,0,*,0,0,*,*,15,15,20,40,45,65,110,175,240,425,465,430,0,"61,250",0,10,0
RWR,Hertfordshire Partnership University NHS Foundation Trust,,,,,,"3,130","1,865","1,650","1,480",0,515,295,265,795,*,*,*,*,44,0,0,0,35,10,25,30,60,85,335,355,250,315,255,255,260,170,135,130,130,105,90,55,25,10,"150,320",15,*,10
RQX,Homerton University Hospital NHS Foundation Trust,,,,,,"80,120","67,220","31,070","49,045",*,"22,130","22,855","3,320","18,910",45,35, 	4 ,1,41,"7,810","1,380",635,530,135,235,305,395,560,"4,605","7,855","9,030","7,115","4,630","4,085","4,470","4,650","3,440","3,180","2,855","2,900","2,750","1,945","1,315","23,310","195,075","6,145",170,"7,355"
NVC25,Horton NHS Treatment Centre,,,,,,"3,115","3,115","1,420","1,695",0,0,"3,115",0,0,44,15, 	3 ,3,61,0,0,0,0,0,0,0,*,*,50,60,75,95,125,220,365,335,360,440,440,315,160,55,15,"1,640","4,400",0,0,0
RY9,Hounslow And Richmond Community Healthcare NHS Trust,,,,,,345,345,125,215,0,*,0,0,345,,, 	25 ,21,83,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,*,*,10,10,20,60,55,90,95,0,"8,515",0,0,*
NTX19,Huddersfield Hospital - The One Health Group,,,,,,130,130,60,70,0,0,130,0,0,153,115, 	2 ,2,54,0,0,0,0,0,0,0,0,0,*,*,10,15,10,10,15,10,15,15,15,10,*,0,0,125,*,0,0,0
NXP08,Hugglescote Surgery,,,,,,*,*,*,0,0,0,*,0,0,,, 	- 0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,0
RWA,Hull And East Yorkshire Hospitals NHS Trust,,,,,,"183,465","155,030","84,345","99,120",*,"53,865","57,205","28,830","15,135",69,43, 	4 ,2,54,"7,960","3,725","2,505","2,145",460,525,705,910,"1,020","6,945","8,780","8,300","7,115","6,820","9,030","10,795","13,205","13,025","16,365","17,785","15,785","13,915","9,520","5,615","69,945","354,585","11,350","2,110","3,905"
RV9-X,Humber NHS Foundation Trust,,,,,,"2,065","1,620","1,095",965,0,"1,095",10,480,40,*,*,*,*,50,0,0,0,0,*,*,10,25,50,165,190,155,165,160,195,140,185,95,70,85,85,75,95,85,65,"80,600",30,*,0
NXP41,Ihg Craven Road,,,,,,15,15,*,10,0,0,15,0,0,,, 	1 ,1,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,*,*,*,0,0,10,0,*,0
RYJ,Imperial College Healthcare NHS Trust,,,,,,"246,390","213,300","102,535","143,850",*,"51,615","107,385","17,225","37,075",45,16, 	4 ,1,50,"12,620","3,745","3,175","2,535",505,490,615,800,"1,055","7,675","13,295","18,920","17,355","12,670","14,020","15,415","18,805","16,530","17,350","18,000","15,085","12,100","8,740","5,445","105,220","446,850","12,980","2,720","15,295"
RGQ,Ipswich Hospital NHS Trust,,,,,,"125,980","98,340","57,730","68,245",*,"33,585","30,935","22,160","11,660",45,31, 	4 ,1,57,"6,750","2,435","1,530","1,285",285,350,480,465,650,"3,815","5,175","4,715","4,080","3,895","5,120","6,220","7,145","8,655","10,145","12,760","12,025","11,315","9,005","6,165","46,215","220,125","8,755",945,"3,640"
R1F-X,Isle Of Wight NHS Trust,,,,,,"34,355","28,105","15,870","18,485",0,"12,450","11,880","1,120","2,655",61,37, 	6 ,2,59,"1,615",650,465,380,100,155,135,115,120,895,"1,115",990,890,905,"1,305","1,535","1,820","2,125","2,895","4,030","3,675","3,335","2,675","1,920","10,770","105,830","2,140",665,505
RGP,James Paget University Hospitals NHS Foundation Trust,,,,,,"74,810","62,870","33,955","40,850",0,"22,660","25,035","10,300","4,880",66,28, 	5 ,2,60,"3,325","1,140",750,675,175,180,265,305,360,"2,030","2,620","2,345","2,205","2,080","3,015","3,520","4,065","4,485","6,010","8,315","8,190","7,895","6,605","4,065","31,360","154,230","6,595",845,795
RXY,Kent And Medway NHS And Social Care Partnership Trust,,,,,,"4,390","3,430","2,330","2,060",*,"2,275",455,620,75,3,1, 	52 ,12,44,0,0,0,0,0,0,*,75,85,570,530,420,370,360,415,350,255,235,190,195,135,140,45,25,*,"143,675",50,10,*
RYY,Kent Community Health NHS Foundation Trust,,,,,,"2,325","2,325",875,"1,450",0,0,0,0,"2,325",,, 	23 ,19,84,0,0,0,0,0,*,0,0,0,0,0,*,0,*,10,15,25,45,85,170,235,460,625,640,0,"54,460",0,0,25
RNQ,Kettering General Hospital NHS Foundation Trust,,,,,,"103,710","92,160","44,600","59,110",0,"34,815","34,610","11,230","11,500",73,38, 	4 ,1,55,"4,975","2,025","1,385","1,115",315,285,390,465,595,"3,940","5,220","4,770","3,855","3,425","4,575","5,520","8,625","6,410","8,115","9,860","8,700","7,985","6,085","4,340","41,190","229,335","11,330",675,"4,555"
